,Department,Teacher_ID,Teacher_Name,Year,Course_ID,Course_Duration,Course_Ressources,Course_Ress_Digit,Course_Ress_inClass,Digitalization_Ressource_Ratio,Digitalization_Ressource_Percent,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam,Sequence
2183,Art,15,Boron,2015,216,15,4,2,2,0.5,50,2,0,0,1,1,0,Video-Video-Exercise-Lecture
2184,Art,15,Boron,2015,217,36,23,8,15,0.35,35,6,1,1,10,5,0,Lecture-Video-Exercise-Lecture-Video-Exercise-Lecture-Video-Lecture-Lecture-Exercise-QCM-Exercise-Lecture-Lecture-Video-Exercise-Lecture-Video-Lecture-Lecture-Video-Test
2185,Art,15,Boron,2015,218,38,29,1,28,0.03,3,0,1,0,19,9,0,Exercise-Lecture-QCM-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise
2186,Art,15,Boron,2015,219,52,32,4,28,0.12,12,2,2,0,18,9,1,Lecture-Exercise-Lecture-Lecture-Lecture-Video-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Exercise-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Exercise-QCM-Lecture-Exercise-Exercise-Examen
2187,Art,15,Boron,2015,220,5,2,1,1,0.5,50,0,1,0,0,1,0,Exercise-QCM
2188,Art,15,Boron,2015,221,11,6,1,5,0.17,17,0,1,0,2,2,1,Exercise-Lecture-Exercise-QCM-Lecture-Examen
2189,Art,15,Boron,2015,222,15,15,8,7,0.53,53,5,2,1,5,1,1,Video-Lecture-Lecture-Exercise-Video-Lecture-Video-Test-Lecture-QCM-Video-Lecture-QCM-Video-Examen
2190,Art,16,Bordon,2015,223,32,11,2,9,0.18,18,2,0,0,6,3,0,Video-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Video-Lecture-Lecture
2191,Art,16,Bordon,2015,224,30,25,15,10,0.6,60,11,3,1,6,4,0,QCM-QCM-Exercise-Video-Video-Video-Lecture-Video-QCM-Lecture-Lecture-Video-Lecture-Exercise-Lecture-Exercise-Video-Video-Video-Video-Video-Lecture-Video-Exercise-Test
2192,Art,16,Bordon,2015,225,24,21,12,9,0.57,57,8,4,0,5,3,1,Video-Lecture-Exercise-Video-QCM-QCM-Video-Video-Lecture-Lecture-Video-Lecture-Exercise-Video-Exercise-Video-Video-QCM-Lecture-QCM-Examen
2193,Art,16,Bordon,2015,226,18,5,3,2,0.6,60,2,1,0,2,0,0,Video-Lecture-Lecture-QCM-Video
2194,Art,16,Bordon,2015,227,21,20,1,19,0.05,5,0,1,0,13,6,0,Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Exercise-QCM-Lecture-Lecture-Exercise-Lecture
2195,Art,16,Bordon,2015,228,13,13,3,10,0.23,23,2,1,0,6,3,1,QCM-Video-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Exercise-Examen
2196,Art,16,Bordon,2015,229,24,21,3,18,0.14,14,1,2,0,12,5,1,Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-QCM-Lecture-Lecture-Exercise-Lecture-QCM-Lecture-Lecture-Exercise-Lecture-Lecture-Video-Exercise-Lecture-Examen
2197,Art,16,Bordon,2015,230,38,14,1,13,0.07,7,0,1,0,9,4,0,Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-QCM
2198,Art,16,Bordon,2015,231,36,21,9,12,0.43,43,3,5,1,9,3,0,QCM-Lecture-Exercise-QCM-Video-QCM-Lecture-Video-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-QCM-Exercise-QCM-Test
2199,Art,16,Bordon,2015,232,12,3,2,1,0.67,67,1,1,0,1,0,0,QCM-Lecture-Video
2200,Art,16,Bordon,2015,233,51,25,15,10,0.6,60,11,4,0,7,2,1,Video-Lecture-Exercise-Video-QCM-Video-Lecture-Lecture-Video-Video-Lecture-Lecture-Video-QCM-Exercise-Lecture-Video-Video-QCM-QCM-Lecture-Video-Video-Video-Examen
2201,Art,16,Bordon,2015,234,11,5,3,2,0.6,60,1,1,1,2,0,0,Video-Lecture-QCM-Lecture-Test
2202,Art,16,Bordon,2015,235,21,15,9,6,0.6,60,4,4,1,4,1,1,Lecture-Exercise-Video-QCM-Video-Lecture-Video-Test-Lecture-Video-Lecture-QCM-QCM-QCM-Examen
2203,Art,16,Bordon,2015,236,29,18,6,12,0.33,33,2,2,2,10,2,0,Lecture-Lecture-Lecture-Lecture-Video-Exercise-QCM-Lecture-Test-Lecture-Lecture-Lecture-QCM-Exercise-Lecture-Lecture-Video-Test
2204,Art,16,Bordon,2015,237,28,27,4,23,0.15,15,3,1,0,15,6,2,Lecture-Exercise-Video-Lecture-Video-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Examen-Lecture-Exercise-Lecture-Video-QCM-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Examen
2205,Art,17,Moulin,2015,238,17,16,8,8,0.5,50,5,2,1,5,2,1,Video-Exercise-Video-QCM-Video-Lecture-Exercise-QCM-Test-Lecture-Lecture-Video-Video-Lecture-Lecture-Examen
2206,Art,17,Moulin,2015,239,5,5,1,4,0.2,20,1,0,0,1,2,1,Exercise-Lecture-Video-Exercise-Examen
2207,Art,17,Moulin,2015,240,25,14,2,12,0.14,14,1,1,0,9,3,0,Exercise-Lecture-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-QCM
2208,Art,17,Moulin,2015,241,8,6,4,2,0.67,67,1,3,0,1,0,1,Lecture-Video-QCM-QCM-QCM-Examen
2209,Art,17,Moulin,2015,242,23,14,6,8,0.43,43,2,3,1,5,2,1,QCM-Lecture-Video-Lecture-QCM-Exercise-Examen-Exercise-Video-Lecture-QCM-Lecture-Lecture-Test
2210,Art,17,Moulin,2015,243,37,22,7,15,0.32,32,4,2,1,10,5,0,QCM-Video-Exercise-Exercise-Lecture-Video-Exercise-Lecture-Exercise-Lecture-Lecture-Exercise-Video-Lecture-Video-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-Test
2211,Art,17,Moulin,2015,244,28,23,13,10,0.57,57,9,3,1,7,3,0,Video-QCM-QCM-Lecture-Lecture-Lecture-Exercise-Video-Exercise-Exercise-Video-Video-Video-Lecture-Video-Lecture-Lecture-Lecture-Video-Video-Video-QCM-Test
2212,Art,17,Moulin,2015,245,7,4,1,3,0.25,25,0,1,0,2,1,0,Exercise-QCM-Lecture-Lecture
2213,Art,17,Moulin,2015,246,9,4,1,3,0.25,25,0,1,0,2,1,0,Exercise-Lecture-QCM-Lecture
2214,Art,17,Moulin,2015,247,33,33,3,30,0.09,9,2,1,0,20,10,0,Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-Exercise-Exercise-Exercise-Lecture-Video-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Exercise-Lecture-Exercise-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture
2215,Art,17,Moulin,2015,248,11,9,6,3,0.67,67,4,2,0,2,1,0,Lecture-Lecture-Exercise-Video-QCM-Video-Video-QCM-Video
2216,Art,17,Moulin,2015,249,36,29,9,20,0.31,31,5,4,0,14,5,1,Video-QCM-Lecture-Exercise-Lecture-Exercise-QCM-Lecture-Lecture-QCM-Lecture-Lecture-Exercise-Exercise-Video-Video-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-QCM-Video-Lecture-Lecture-Video-Lecture-Examen
2217,Art,17,Moulin,2015,250,13,11,5,6,0.45,45,3,2,0,2,3,1,QCM-Video-Exercise-Lecture-Video-Video-QCM-Exercise-Lecture-Exercise-Examen
2218,Art,17,Moulin,2015,251,5,5,3,2,0.6,60,2,1,0,1,1,0,Lecture-Video-Exercise-Video-QCM
2219,Art,17,Moulin,2015,252,11,5,3,2,0.6,60,3,0,0,0,1,1,Video-Video-Exercise-Video-Examen
2220,Art,17,Moulin,2015,253,40,26,4,22,0.15,15,1,3,0,15,6,1,QCM-Lecture-Exercise-Lecture-Lecture-QCM-Lecture-QCM-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Examen
2221,Art,17,Moulin,2015,254,12,8,4,4,0.5,50,3,1,0,2,2,0,Exercise-Video-Video-Lecture-Exercise-QCM-Lecture-Video
2222,Art,17,Moulin,2015,255,49,44,11,33,0.25,25,7,3,1,21,11,1,Lecture-Lecture-Video-Exercise-Video-Lecture-Exercise-Exercise-Video-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Video-Lecture-Lecture-Lecture-Exercise-Lecture-Video-Test-Lecture-Lecture-Video-Lecture-Lecture-QCM-QCM-Exercise-Lecture-Lecture-Lecture-QCM-Exercise-Video-Exercise-Exercise-Exercise-Lecture-Lecture-Lecture-Examen
2223,Art,18,Bien-Aime,2015,256,13,8,1,7,0.12,12,1,0,0,5,1,1,Lecture-Exercise-Video-Lecture-Lecture-Lecture-Lecture-Examen
2224,Art,18,Bien-Aime,2015,257,27,27,13,14,0.48,48,6,7,0,9,4,1,Video-Exercise-Video-Lecture-Lecture-QCM-Lecture-Video-Lecture-Lecture-QCM-Exercise-Lecture-Lecture-Video-Lecture-Video-QCM-Lecture-QCM-QCM-QCM-Video-QCM-Exercise-Exercise-Examen
2225,Art,18,Bien-Aime,2015,258,22,21,10,11,0.48,48,4,5,1,8,2,1,QCM-Lecture-Lecture-Video-QCM-QCM-QCM-Exercise-Exercise-Lecture-Examen-Video-Video-Lecture-Video-QCM-Lecture-Lecture-Lecture-Lecture-Test
2226,Art,18,Bien-Aime,2015,259,10,8,1,7,0.12,12,1,0,0,5,2,0,Lecture-Lecture-Video-Exercise-Lecture-Lecture-Exercise-Lecture
2227,Art,18,Bien-Aime,2015,260,20,7,1,6,0.14,14,0,1,0,4,1,1,Exercise-Lecture-Lecture-Lecture-Lecture-QCM-Examen
2228,Art,18,Bien-Aime,2015,261,13,9,1,8,0.11,11,0,1,0,5,3,0,Exercise-Lecture-Exercise-Lecture-Exercise-QCM-Lecture-Lecture-Lecture
2229,Art,18,Bien-Aime,2015,262,11,5,3,2,0.6,60,2,1,0,2,0,0,Video-Video-Lecture-Lecture-QCM
2230,Art,18,Bien-Aime,2015,263,37,21,4,17,0.19,19,2,1,1,11,5,1,Lecture-Lecture-Exercise-Lecture-Exercise-Video-Lecture-Lecture-Lecture-Lecture-Test-Exercise-QCM-Lecture-Lecture-Exercise-Lecture-Exercise-Video-Lecture-Examen
2231,Art,18,Bien-Aime,2015,264,41,32,13,19,0.41,41,7,6,0,13,4,2,Lecture-QCM-QCM-QCM-Lecture-Video-Lecture-Lecture-QCM-Lecture-Video-Lecture-Exercise-Exercise-Lecture-Video-Examen-Video-Lecture-Video-Lecture-Exercise-QCM-Exercise-Video-Lecture-Lecture-Lecture-Lecture-Video-QCM-Examen
2232,Art,18,Bien-Aime,2015,265,18,5,2,3,0.4,40,2,0,0,2,1,0,Video-Lecture-Exercise-Lecture-Video
2233,Art,18,Bien-Aime,2015,266,10,10,5,5,0.5,50,3,2,0,2,2,1,Lecture-Lecture-QCM-Video-QCM-Exercise-Video-Video-Exercise-Examen
2234,Art,18,Bien-Aime,2015,267,38,31,7,24,0.23,23,2,4,1,14,8,2,Exercise-QCM-Video-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Test-Lecture-Lecture-Lecture-Lecture-Lecture-Video-QCM-Exercise-Exercise-Examen-Lecture-Exercise-Lecture-Lecture-Lecture-QCM-Lecture-QCM-Exercise-Examen
2235,Art,18,Bien-Aime,2015,268,23,10,4,6,0.4,40,1,2,1,3,2,1,QCM-Exercise-Video-Exercise-Test-Lecture-Lecture-Lecture-QCM-Examen
2236,Art,18,Bien-Aime,2015,269,10,6,3,3,0.5,50,2,1,0,3,0,0,Video-Lecture-Lecture-QCM-Video-Lecture
2237,Art,18,Bien-Aime,2015,270,10,4,2,2,0.5,50,2,0,0,1,1,0,Lecture-Video-Video-Exercise
2238,Art,18,Bien-Aime,2015,271,60,41,20,21,0.49,49,12,8,0,14,7,0,QCM-Video-Video-Lecture-Video-Exercise-Lecture-Video-Lecture-Lecture-Video-Lecture-QCM-Video-Exercise-Lecture-Lecture-Video-Lecture-Exercise-Lecture-Lecture-Video-Lecture-Video-Lecture-Lecture-QCM-QCM-Video-Video-Lecture-Exercise-Exercise-QCM-QCM-QCM-Exercise-Video-QCM-Exercise
2239,Art,18,Bien-Aime,2015,272,15,4,2,2,0.5,50,2,0,0,0,1,1,Video-Exercise-Video-Examen
2240,Art,19,Duplantis,2015,273,21,6,3,3,0.5,50,2,1,0,3,0,0,Video-Lecture-Video-Lecture-QCM-Lecture
2241,Art,19,Duplantis,2015,274,11,8,3,5,0.38,38,1,2,0,3,1,1,Exercise-Lecture-Video-QCM-QCM-Lecture-Lecture-Examen
2242,Art,19,Duplantis,2015,275,28,17,10,7,0.59,59,5,5,0,5,2,0,Exercise-QCM-Video-QCM-Exercise-Lecture-Lecture-Video-Lecture-QCM-QCM-Lecture-Video-Video-Lecture-Video-QCM
2243,Art,19,Duplantis,2015,276,19,9,5,4,0.56,56,3,2,0,3,1,0,QCM-QCM-Video-Exercise-Video-Lecture-Video-Lecture-Lecture
2244,Art,19,Duplantis,2015,277,7,3,1,2,0.33,33,0,1,0,1,1,0,Exercise-Lecture-QCM
2245,Art,19,Duplantis,2015,278,39,24,9,15,0.38,38,5,3,1,11,4,0,Video-Video-Exercise-Lecture-QCM-Lecture-Lecture-Video-Exercise-Lecture-Exercise-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Video-QCM-QCM-Lecture-Lecture-Test
2246,Art,19,Duplantis,2015,279,8,3,1,2,0.33,33,1,0,0,1,1,0,Video-Lecture-Exercise
2247,Art,19,Duplantis,2015,280,15,4,1,3,0.25,25,0,1,0,1,1,1,Lecture-QCM-Exercise-Examen
2248,Art,19,Duplantis,2015,281,12,5,1,4,0.2,20,1,0,0,3,1,0,Exercise-Lecture-Lecture-Lecture-Video
2249,Art,19,Duplantis,2015,282,46,40,21,19,0.53,52,6,13,2,15,2,2,QCM-Lecture-Lecture-Video-Lecture-Lecture-QCM-Lecture-Video-QCM-Test-QCM-Exercise-QCM-Video-QCM-Lecture-Video-Lecture-QCM-Examen-Exercise-QCM-Lecture-Video-QCM-Lecture-Lecture-Video-Examen-QCM-Lecture-QCM-Lecture-Lecture-QCM-QCM-Lecture-Lecture-Test
2250,Art,19,Duplantis,2015,283,29,22,7,15,0.32,32,5,2,0,9,5,1,Lecture-Lecture-QCM-Lecture-Video-Video-Exercise-Video-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-QCM-Exercise-Lecture-Video-Lecture-Exercise-Video-Examen
2251,Art,19,Duplantis,2015,284,19,9,6,3,0.67,67,3,2,1,2,1,0,Video-Lecture-Lecture-Exercise-QCM-Video-Video-QCM-Test
2252,Art,19,Duplantis,2015,285,52,39,17,22,0.44,44,10,6,1,15,5,2,Video-Video-Video-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-QCM-Video-QCM-Lecture-Examen-Exercise-Lecture-Exercise-Lecture-Video-QCM-QCM-Lecture-Lecture-Lecture-QCM-Test-Video-Video-Video-Lecture-Lecture-Video-Lecture-Video-Lecture-Lecture-Lecture-QCM-Examen
2253,Art,19,Duplantis,2015,286,34,14,6,8,0.43,43,1,4,1,6,2,0,Lecture-QCM-Lecture-Lecture-Video-Lecture-Exercise-QCM-QCM-Lecture-QCM-Exercise-Lecture-Test
2254,Art,19,Duplantis,2015,287,20,19,10,9,0.53,53,7,3,0,4,4,1,QCM-Lecture-Video-QCM-Video-Video-Exercise-Exercise-Lecture-Video-Exercise-Exercise-Lecture-Video-QCM-Video-Video-Lecture-Examen
2255,Art,19,Duplantis,2015,288,43,16,9,7,0.56,56,5,4,0,4,2,1,Lecture-Video-Video-Lecture-Lecture-QCM-QCM-Exercise-QCM-Lecture-Exercise-Video-Video-Video-QCM-Examen
2256,Law,20,Houy,2015,289,49,30,16,14,0.53,53,7,7,2,8,5,1,Exercise-Lecture-Exercise-QCM-Video-QCM-Video-Lecture-Video-Lecture-Examen-Video-Lecture-Video-Video-Lecture-QCM-Lecture-QCM-Test-Exercise-Exercise-Lecture-Video-QCM-Exercise-QCM-QCM-Lecture-Test
2257,Law,20,Houy,2015,290,22,18,5,13,0.28,28,3,2,0,9,3,1,Video-Lecture-Video-Lecture-Lecture-QCM-Lecture-Lecture-QCM-Exercise-Lecture-Lecture-Video-Lecture-Exercise-Lecture-Exercise-Examen
2258,Law,20,Houy,2015,291,27,9,3,6,0.33,33,2,1,0,4,1,1,QCM-Lecture-Video-Video-Lecture-Lecture-Lecture-Exercise-Examen
2259,Law,20,Houy,2015,292,14,14,1,13,0.07,7,1,0,0,9,3,1,Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Examen
2260,Law,20,Houy,2015,293,7,2,1,1,0.5,50,0,1,0,0,1,0,Exercise-QCM
2261,Law,20,Houy,2015,294,6,3,2,1,0.67,67,2,0,0,1,0,0,Lecture-Video-Video
2262,Law,20,Houy,2015,295,15,5,1,4,0.2,20,0,1,0,1,2,1,QCM-Lecture-Exercise-Exercise-Examen
2263,Law,20,Houy,2015,296,15,12,6,6,0.5,50,4,2,0,4,1,1,Lecture-Lecture-QCM-Lecture-Video-Video-Lecture-Exercise-Video-QCM-Video-Examen
2264,Law,20,Houy,2015,297,55,14,7,7,0.5,50,4,2,1,5,1,1,Lecture-QCM-QCM-Video-Exercise-Lecture-Test-Lecture-Video-Video-Lecture-Lecture-Video-Examen
2265,Law,20,Houy,2015,298,29,27,9,18,0.33,33,5,4,0,12,5,1,QCM-Lecture-Lecture-Video-Video-QCM-Lecture-Exercise-Lecture-Exercise-Exercise-Video-Lecture-Exercise-QCM-QCM-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Lecture-Video-Lecture-Exercise-Examen
2266,Law,20,Houy,2015,299,9,3,2,1,0.67,67,2,0,0,1,0,0,Video-Video-Lecture
2267,Law,20,Houy,2015,300,5,5,1,4,0.2,20,0,1,0,1,2,1,Exercise-Lecture-Exercise-QCM-Examen
2268,Law,20,Houy,2015,301,17,11,7,4,0.64,64,4,3,0,3,1,0,Video-Video-Exercise-Lecture-Lecture-QCM-Video-QCM-QCM-Lecture-Video
2269,Law,20,Houy,2015,302,38,32,14,18,0.44,44,4,8,2,12,5,1,Exercise-Video-Exercise-Video-Lecture-Exercise-QCM-Video-Lecture-Lecture-Test-Lecture-QCM-Exercise-QCM-Lecture-QCM-QCM-Lecture-Lecture-QCM-Examen-Exercise-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-QCM-Video-Test
2270,Law,20,Houy,2015,303,14,12,5,7,0.42,42,2,2,1,5,1,1,Lecture-Video-Lecture-Lecture-QCM-Lecture-Test-QCM-Exercise-Lecture-Video-Examen
2271,Law,20,Houy,2015,304,5,2,2,0,1.0,100,0,2,0,0,0,0,QCM-QCM
2272,Law,20,Houy,2015,305,27,17,10,7,0.59,59,4,6,0,5,1,1,Video-Lecture-Video-QCM-Video-Lecture-Lecture-Exercise-QCM-QCM-Lecture-Video-QCM-QCM-QCM-Lecture-Examen
2273,Law,20,Houy,2015,306,37,25,5,20,0.2,20,2,3,0,13,5,2,QCM-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Video-Video-Lecture-Examen-Exercise-Exercise-QCM-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Examen
2274,Law,21,Duquette,2015,307,11,7,2,5,0.29,29,1,1,0,3,1,1,Video-Lecture-Exercise-QCM-Lecture-Lecture-Examen
2275,Law,21,Duquette,2015,308,15,10,4,6,0.4,40,3,1,0,3,2,1,Video-Lecture-Video-Lecture-QCM-Lecture-Exercise-Video-Exercise-Examen
2276,Law,21,Duquette,2015,309,18,7,2,5,0.29,29,1,1,0,3,2,0,Exercise-Video-Lecture-QCM-Exercise-Lecture-Lecture
2277,Law,21,Duquette,2015,310,22,8,4,4,0.5,50,4,0,0,1,2,1,Lecture-Video-Video-Exercise-Exercise-Video-Video-Examen
2278,Law,21,Duquette,2015,311,22,22,16,6,0.73,73,7,9,0,5,1,0,Video-Video-Lecture-QCM-QCM-Lecture-Video-Video-QCM-QCM-Exercise-QCM-QCM-Lecture-Video-QCM-Lecture-Video-Lecture-QCM-Video-QCM
2279,Law,21,Duquette,2015,312,11,5,2,3,0.4,40,1,1,0,1,1,1,QCM-Exercise-Video-Lecture-Examen
2280,Law,21,Duquette,2015,313,8,7,2,5,0.29,29,1,1,0,4,0,1,Video-Lecture-Lecture-Lecture-Lecture-QCM-Examen
2281,Law,21,Duquette,2015,314,36,28,15,13,0.54,54,9,5,1,9,3,1,QCM-Video-Video-Video-Lecture-QCM-Lecture-Lecture-Lecture-Video-QCM-Video-Video-Lecture-Test-Lecture-Lecture-Lecture-QCM-Exercise-QCM-Video-Exercise-Video-Video-Lecture-Exercise-Examen
2282,Law,21,Duquette,2015,315,32,13,5,8,0.38,38,3,2,0,6,2,0,QCM-QCM-Lecture-Lecture-Lecture-Exercise-Exercise-Video-Lecture-Video-Lecture-Video-Lecture
2283,Law,21,Duquette,2015,316,16,6,1,5,0.17,17,1,0,0,3,1,1,Exercise-Lecture-Video-Lecture-Lecture-Examen
2284,Law,22,Alexis,2015,317,38,16,10,6,0.62,62,3,6,1,4,1,1,Lecture-Exercise-Video-Lecture-Video-Lecture-QCM-QCM-Test-Video-QCM-QCM-QCM-QCM-Lecture-Examen
2285,Law,22,Alexis,2015,318,10,8,3,5,0.38,38,2,1,0,3,2,0,Exercise-Video-QCM-Video-Lecture-Lecture-Exercise-Lecture
2286,Law,22,Alexis,2015,319,39,12,5,7,0.42,42,2,2,1,5,2,0,Lecture-QCM-Exercise-Lecture-Video-Lecture-Lecture-Video-Exercise-Lecture-QCM-Test
2287,Law,22,Alexis,2015,320,9,4,2,2,0.5,50,1,1,0,1,0,1,Lecture-Video-QCM-Examen
2288,Law,22,Alexis,2015,321,23,8,4,4,0.5,50,2,2,0,4,0,0,Video-Lecture-Video-Lecture-QCM-Lecture-Lecture-QCM
2289,Law,22,Alexis,2015,322,40,29,7,22,0.24,24,6,1,0,13,7,2,Lecture-Video-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Video-Exercise-Lecture-Lecture-QCM-Exercise-Examen-Exercise-Lecture-Lecture-Video-Video-Lecture-Video-Video-Exercise-Lecture-Exercise-Lecture-Exercise-Examen
2290,Law,22,Alexis,2015,323,10,6,1,5,0.17,17,1,0,0,3,1,1,Video-Exercise-Lecture-Lecture-Lecture-Examen
2291,Law,22,Alexis,2015,324,15,4,2,2,0.5,50,1,1,0,2,0,0,Lecture-Lecture-Video-QCM
2292,Law,22,Alexis,2015,325,36,22,14,8,0.64,64,5,7,2,5,2,1,Video-Lecture-Lecture-Video-Lecture-Lecture-Lecture-Test-Exercise-QCM-Video-QCM-QCM-Video-Examen-Video-QCM-Exercise-QCM-QCM-QCM-Test
2293,Law,22,Alexis,2015,326,7,6,4,2,0.67,67,4,0,0,1,1,0,Video-Video-Lecture-Exercise-Video-Video
2294,Law,22,Alexis,2015,327,34,12,4,8,0.33,33,3,1,0,5,2,1,Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Video-Exercise-Exercise-Video-Video-Examen
2295,Law,22,Alexis,2015,328,34,29,18,11,0.62,62,12,4,2,8,2,1,Video-Video-Lecture-Lecture-Lecture-Exercise-Video-QCM-Exercise-Test-QCM-Video-Lecture-Lecture-Video-Video-QCM-QCM-Video-Test-Video-Video-Lecture-Lecture-Video-Video-Lecture-Video-Examen
2296,Law,22,Alexis,2015,329,31,29,17,12,0.59,59,8,9,0,10,2,0,QCM-Video-Video-Lecture-Lecture-Lecture-Video-QCM-QCM-Lecture-Lecture-Video-Lecture-Lecture-Video-QCM-QCM-QCM-Video-Video-Exercise-Lecture-QCM-Lecture-Video-Exercise-QCM-QCM-Lecture
2297,Law,22,Alexis,2015,330,28,19,7,12,0.37,37,3,4,0,10,1,1,Lecture-QCM-Lecture-Lecture-QCM-Lecture-Lecture-QCM-Lecture-Lecture-QCM-Lecture-Video-Video-Lecture-Exercise-Video-Lecture-Examen
2298,Law,22,Alexis,2015,331,40,26,9,17,0.35,35,6,3,0,11,6,0,Exercise-Lecture-Lecture-Video-QCM-Lecture-Video-Lecture-Exercise-Lecture-Exercise-Lecture-Exercise-Video-Video-Video-Exercise-Lecture-QCM-QCM-Exercise-Lecture-Lecture-Lecture-Lecture-Video
2299,Law,23,Dally,2015,332,59,42,8,34,0.19,19,4,4,0,23,10,1,Lecture-Lecture-Exercise-Video-Exercise-Exercise-QCM-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Exercise-QCM-Exercise-Video-Lecture-Video-Exercise-Exercise-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Video-Lecture-Examen
2300,Law,23,Dally,2015,333,7,3,2,1,0.67,67,2,0,0,0,1,0,Exercise-Video-Video
2301,Law,23,Dally,2015,334,24,22,9,13,0.41,41,6,3,0,10,2,1,Video-Lecture-Video-Lecture-QCM-Lecture-Video-Lecture-Lecture-Lecture-QCM-Video-Lecture-Video-Video-Lecture-QCM-Exercise-Lecture-Lecture-Exercise-Examen
2302,Law,23,Dally,2015,335,15,12,6,6,0.5,50,2,3,1,4,2,0,Lecture-QCM-Lecture-Video-Lecture-Exercise-QCM-Exercise-Video-Lecture-QCM-Test
2303,Law,23,Dally,2015,336,31,31,11,20,0.35,35,4,6,1,14,4,2,QCM-Lecture-Video-Lecture-Video-Exercise-Lecture-QCM-Lecture-QCM-Test-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Examen-QCM-Lecture-QCM-Video-Exercise-Video-QCM-Lecture-Exercise-Examen
2304,Law,23,Dally,2015,337,8,7,1,6,0.14,14,1,0,0,3,2,1,Video-Lecture-Lecture-Exercise-Lecture-Exercise-Examen
2305,Law,23,Dally,2015,338,9,6,1,5,0.17,17,0,1,0,2,2,1,Exercise-Lecture-QCM-Exercise-Lecture-Examen
2306,Law,23,Dally,2015,339,36,15,3,12,0.2,20,2,1,0,8,3,1,Exercise-Lecture-Lecture-Video-Lecture-QCM-Video-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Examen
2307,Law,23,Dally,2015,340,15,12,1,11,0.08,8,1,0,0,7,3,1,Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Video-Examen
2308,Law,23,Dally,2015,341,35,14,3,11,0.21,21,1,2,0,8,2,1,Video-Lecture-Lecture-Exercise-QCM-QCM-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Examen
2309,Law,23,Dally,2015,342,20,7,3,4,0.43,43,1,1,1,2,1,1,Lecture-QCM-Lecture-Test-Video-Exercise-Examen
