,Teacher_Name,Department,Year,Course_ID,Course_Duration,Course_Digit,Course_Present,Digit_Ratio,Digit_Percentage,Digitalization,Duration_Video,Duration_QCM,Duration_Exam,Number_Video,Number_QCM,Number_Exam,Number_Ressources,Number_Video_1H,Number_Video_2H,Number_Video_3H,Number_Video_4H,Number_QCM_1H,Number_QCM_2H,Number_Exam_1H,Number_Exam_2H,Number_Exam_3H,Number_Exam_4H,Basic_Sequence,Advanced_Sequence
2155,Fontenette,Sociology,2015,266,16,0,16,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2156,Fontenette,Sociology,2015,267,39,24,15,0.61,60,Medium-High Digitalization,11,12,1,8,9,1,18,6,1,1,0,6,3,1,0,0,0,Video-QCM-QCM-QCM-Video-QCM-Video-QCM-Video-QCM-QCM-Video-Video-QCM-QCM-Video-Video-Exam,Video Duration: 1H-QCM Duration: 2H-QCM Duration: 2H-QCM Duration: 2H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 3H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 2H-Video Duration: 1H-Exam Duration: 1H
2157,Fontenette,Sociology,2015,268,35,17,18,0.48,47,Medium-Low Digitalization,7,9,1,7,7,1,15,7,0,0,0,5,2,1,0,0,0,Video-Video-QCM-QCM-Video-QCM-QCM-Video-Video-Video-Video-QCM-QCM-QCM-Exam,Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 2H-QCM Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2158,Fontenette,Sociology,2015,269,60,34,26,0.57,57,Medium-High Digitalization,19,12,3,8,8,3,19,4,0,1,3,4,4,3,0,0,0,QCM-Video-Video-Video-QCM-QCM-Exam-Video-QCM-QCM-Video-Video-Exam-Video-QCM-QCM-Video-QCM-Exam,QCM Duration: 2H-Video Duration: 3H-Video Duration: 4H-Video Duration: 4H-QCM Duration: 2H-QCM Duration: 1H-Exam Duration: 1H-Video Duration: 1H-QCM Duration: 2H-QCM Duration: 1H-Video Duration: 4H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H-QCM Duration: 2H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2159,Fontenette,Sociology,2015,270,11,2,9,0.15,15,Low Digitalization,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,QCM-QCM,QCM Duration: 1H-QCM Duration: 1H
2160,Fontenette,Sociology,2015,271,24,12,12,0.5,49,Medium-Low Digitalization,8,3,1,3,2,1,6,1,0,1,1,1,1,1,0,0,0,Video-QCM-Video-Video-QCM-Exam,Video Duration: 3H-QCM Duration: 2H-Video Duration: 4H-Video Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2161,Fontenette,Sociology,2015,272,10,6,4,0.59,58,Medium-High Digitalization,3,3,0,3,3,0,6,3,0,0,0,3,0,0,0,0,0,Video-QCM-Video-Video-QCM-QCM,Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
2162,Fontenette,Sociology,2015,273,24,1,23,0.03,3,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
2163,Fontenette,Sociology,2015,274,42,3,39,0.08,8,Low Digitalization,2,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,QCM-Video,QCM Duration: 1H-Video Duration: 2H
2164,Fontenette,Sociology,2015,275,47,17,30,0.37,36,Medium-Low Digitalization,8,7,2,7,6,1,14,6,1,0,0,5,1,0,1,0,0,QCM-QCM-Video-Video-Video-Video-Video-QCM-Video-QCM-Video-QCM-QCM-Exam,QCM Duration: 1H-QCM Duration: 2H-Video Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 2H
2165,Fontenette,Sociology,2015,276,17,0,17,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2166,Fontenette,Sociology,2015,277,24,17,7,0.72,72,Medium-High Digitalization,8,8,1,8,5,1,14,8,0,0,0,2,3,1,0,0,0,QCM-QCM-Video-Video-Video-QCM-Video-QCM-Video-Video-QCM-Video-Video-Exam,QCM Duration: 2H-QCM Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 2H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H
2167,Fontenette,Sociology,2015,278,15,4,11,0.28,27,Medium-Low Digitalization,1,2,1,1,1,1,3,1,0,0,0,0,1,1,0,0,0,Video-QCM-Exam,Video Duration: 1H-QCM Duration: 2H-Exam Duration: 1H
2168,Fontenette,Sociology,2015,279,35,19,16,0.53,52,Medium-High Digitalization,9,10,0,5,8,0,13,1,4,0,0,6,2,0,0,0,0,Video-Video-QCM-Video-QCM-QCM-QCM-QCM-QCM-Video-QCM-QCM-Video,Video Duration: 2H-Video Duration: 2H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 2H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 2H
2169,Ravenel,Sociology,2015,280,18,0,18,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2170,Ravenel,Sociology,2015,281,27,4,23,0.14,13,Low Digitalization,2,2,0,2,2,0,4,2,0,0,0,2,0,0,0,0,0,Video-Video-QCM-QCM,Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
2171,Ravenel,Sociology,2015,282,36,25,11,0.7,70,Medium-High Digitalization,14,10,1,12,7,1,20,10,2,0,0,4,3,1,0,0,0,Video-Video-Video-Video-QCM-Video-QCM-Video-QCM-Video-Video-Video-QCM-QCM-Video-QCM-Video-Video-QCM-Exam,Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 2H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H-Video Duration: 2H-Video Duration: 1H-QCM Duration: 2H-Exam Duration: 1H
2172,Ravenel,Sociology,2015,283,13,3,10,0.25,24,Medium-Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0,QCM-Video-QCM,QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H
2173,Ravenel,Sociology,2015,284,11,6,5,0.54,54,Medium-High Digitalization,2,4,0,1,4,0,5,0,1,0,0,4,0,0,0,0,0,Video-QCM-QCM-QCM-QCM,Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
2174,Ravenel,Sociology,2015,285,39,14,25,0.35,35,Medium-Low Digitalization,9,5,0,6,4,0,10,3,3,0,0,3,1,0,0,0,0,Video-Video-QCM-QCM-Video-Video-QCM-Video-QCM-Video,Video Duration: 1H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 2H-Video Duration: 2H-Video Duration: 2H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H
2175,Ravenel,Sociology,2015,286,15,9,6,0.62,62,Medium-High Digitalization,3,5,1,2,4,1,7,1,1,0,0,3,1,1,0,0,0,QCM-QCM-Video-QCM-QCM-Video-Exam,QCM Duration: 2H-QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Exam Duration: 1H
2176,Ravenel,Sociology,2015,287,32,18,14,0.57,56,Medium-High Digitalization,8,9,1,5,7,1,13,2,3,0,0,5,2,1,0,0,0,QCM-Video-QCM-QCM-Video-QCM-Video-QCM-QCM-Video-Video-QCM-Exam,QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 2H-Video Duration: 2H-QCM Duration: 1H-Video Duration: 2H-QCM Duration: 2H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2177,Graves,Sociology,2015,288,15,9,6,0.63,63,Medium-High Digitalization,6,3,0,6,2,0,8,6,0,0,0,1,1,0,0,0,0,Video-Video-QCM-Video-Video-Video-QCM-Video,Video Duration: 1H-Video Duration: 1H-QCM Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H
2178,Graves,Sociology,2015,289,7,2,5,0.25,25,Medium-Low Digitalization,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,QCM-QCM,QCM Duration: 1H-QCM Duration: 1H
2179,Graves,Sociology,2015,290,9,1,8,0.1,9,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
2180,Graves,Sociology,2015,291,39,5,34,0.12,12,Low Digitalization,2,3,0,2,2,0,4,2,0,0,0,1,1,0,0,0,0,QCM-Video-Video-QCM,QCM Duration: 2H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H
2181,Graves,Sociology,2015,292,14,3,11,0.22,22,Medium-Low Digitalization,2,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,QCM-Video,QCM Duration: 1H-Video Duration: 2H
2182,Graves,Sociology,2015,293,11,1,10,0.11,10,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
2183,Graves,Sociology,2015,294,39,22,17,0.56,56,Medium-High Digitalization,14,7,1,7,7,1,15,3,1,3,0,7,0,1,0,0,0,QCM-Video-Video-Video-QCM-Video-QCM-Video-Video-QCM-QCM-Video-QCM-QCM-Exam,QCM Duration: 1H-Video Duration: 2H-Video Duration: 3H-Video Duration: 3H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 3H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2184,Graves,Sociology,2015,295,25,16,9,0.63,62,Medium-High Digitalization,7,7,2,4,6,1,11,1,3,0,0,5,1,0,1,0,0,QCM-QCM-QCM-Video-Video-QCM-Video-QCM-Video-QCM-Exam,QCM Duration: 1H-QCM Duration: 2H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 2H-QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H-Exam Duration: 2H
2185,Graves,Sociology,2015,296,35,15,20,0.42,42,Medium-Low Digitalization,6,8,1,5,5,1,11,4,1,0,0,2,3,1,0,0,0,QCM-Video-QCM-Video-QCM-Video-QCM-Video-Video-QCM-Exam,QCM Duration: 2H-Video Duration: 2H-QCM Duration: 2H-Video Duration: 1H-QCM Duration: 2H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2186,Graves,Sociology,2015,297,9,2,7,0.22,21,Medium-Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Video-QCM,Video Duration: 1H-QCM Duration: 1H
2187,Graves,Sociology,2015,298,12,1,11,0.05,5,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
2188,Graves,Sociology,2015,299,6,1,5,0.15,14,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
2189,Graves,Sociology,2015,300,28,6,22,0.21,20,Low Digitalization,3,3,0,3,3,0,6,3,0,0,0,3,0,0,0,0,0,Video-QCM-Video-Video-QCM-QCM,Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
2190,Graves,Sociology,2015,301,22,0,22,0.02,2,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QCM,QCM Duration: 1H
2191,Graves,Sociology,2015,302,56,37,19,0.66,66,Medium-High Digitalization,23,9,5,16,7,3,26,10,5,1,0,5,2,2,0,1,0,Video-QCM-Video-Video-Video-Video-Video-Video-Exam-Video-Video-Video-Video-QCM-Video-Video-Video-Exam-Video-QCM-QCM-Video-QCM-QCM-QCM-Exam,Video Duration: 1H-QCM Duration: 2H-Video Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 2H-Video Duration: 1H-Exam Duration: 3H-Video Duration: 2H-Video Duration: 2H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 3H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2192,Graves,Sociology,2015,303,12,8,4,0.63,63,Medium-High Digitalization,4,4,0,3,4,0,7,2,1,0,0,4,0,0,0,0,0,Video-Video-QCM-QCM-QCM-QCM-Video,Video Duration: 1H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H
2193,Graves,Sociology,2015,304,8,0,8,0.02,2,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2194,Graves,Sociology,2015,305,5,3,2,0.63,63,Medium-High Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0,Video-QCM-QCM,Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
2195,Graves,Sociology,2015,306,19,10,9,0.51,50,Medium-Low Digitalization,3,6,1,2,5,1,8,1,1,0,0,4,1,1,0,0,0,QCM-Video-QCM-QCM-QCM-QCM-Video-Exam,QCM Duration: 2H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Exam Duration: 1H
2196,Frere,Law,2015,307,21,10,11,0.47,47,Medium-Low Digitalization,3,6,1,3,4,1,8,3,0,0,0,2,2,1,0,0,0,QCM-QCM-Video-Video-Video-QCM-QCM-Exam,QCM Duration: 2H-QCM Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2197,Frere,Law,2015,308,14,9,5,0.63,63,Medium-High Digitalization,5,3,1,5,2,1,8,5,0,0,0,1,1,1,0,0,0,QCM-Video-Video-Video-Video-QCM-Video-Exam,QCM Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Exam Duration: 1H
2198,Frere,Law,2015,309,6,1,5,0.1,9,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
2199,Frere,Law,2015,310,35,11,24,0.32,31,Medium-Low Digitalization,5,5,1,4,5,1,10,3,1,0,0,5,0,1,0,0,0,Video-Video-QCM-Video-QCM-Video-QCM-QCM-QCM-Exam,Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2200,Frere,Law,2015,311,5,1,4,0.22,21,Medium-Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
2201,Frere,Law,2015,312,38,6,32,0.15,14,Low Digitalization,2,4,0,2,4,0,6,2,0,0,0,4,0,0,0,0,0,QCM-Video-Video-QCM-QCM-QCM,QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
2202,Frere,Law,2015,313,27,9,18,0.32,32,Medium-Low Digitalization,3,6,0,2,4,0,6,1,1,0,0,2,2,0,0,0,0,QCM-Video-Video-QCM-QCM-QCM,QCM Duration: 2H-Video Duration: 2H-Video Duration: 1H-QCM Duration: 2H-QCM Duration: 1H-QCM Duration: 1H
2203,Frere,Law,2015,314,40,4,36,0.11,10,Low Digitalization,2,2,0,1,2,0,3,0,1,0,0,2,0,0,0,0,0,Video-QCM-QCM,Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H
2204,Rochette,Law,2015,315,51,24,27,0.48,47,Medium-Low Digitalization,13,9,2,9,7,2,18,7,1,0,1,5,2,2,0,0,0,Video-Video-QCM-Video-QCM-Video-Video-QCM-Exam-Video-QCM-Video-QCM-Video-QCM-Video-QCM-Exam,Video Duration: 2H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 2H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 2H-Exam Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 4H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2205,Rochette,Law,2015,316,13,9,4,0.7,70,Medium-High Digitalization,3,5,1,2,5,1,8,1,1,0,0,5,0,1,0,0,0,QCM-QCM-QCM-Video-Video-QCM-QCM-Exam,QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 2H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2206,Rochette,Law,2015,317,12,1,11,0.06,5,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
2207,Rochette,Law,2015,318,22,5,17,0.23,23,Medium-Low Digitalization,3,2,0,2,2,0,4,1,1,0,0,2,0,0,0,0,0,QCM-Video-Video-QCM,QCM Duration: 1H-Video Duration: 2H-Video Duration: 1H-QCM Duration: 1H
2208,Rochette,Law,2015,319,25,8,17,0.33,33,Medium-Low Digitalization,3,4,1,3,4,1,8,3,0,0,0,4,0,1,0,0,0,Video-QCM-QCM-Video-Video-QCM-QCM-Exam,Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2209,Rochette,Law,2015,320,60,6,54,0.11,10,Low Digitalization,1,4,1,1,3,1,5,1,0,0,0,2,1,1,0,0,0,QCM-Video-QCM-QCM-Exam,QCM Duration: 2H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2210,Michaud,Law,2015,321,35,7,28,0.19,18,Low Digitalization,1,5,1,1,5,1,7,1,0,0,0,5,0,1,0,0,0,QCM-QCM-Video-QCM-QCM-QCM-Exam,QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2211,Michaud,Law,2015,322,12,5,7,0.39,38,Medium-Low Digitalization,3,2,0,1,2,0,3,0,0,1,0,2,0,0,0,0,0,QCM-Video-QCM,QCM Duration: 1H-Video Duration: 3H-QCM Duration: 1H
2212,Michaud,Law,2015,323,35,7,28,0.21,21,Medium-Low Digitalization,2,4,1,1,3,1,5,0,1,0,0,2,1,1,0,0,0,QCM-QCM-Video-QCM-Exam,QCM Duration: 1H-QCM Duration: 2H-Video Duration: 2H-QCM Duration: 1H-Exam Duration: 1H
2213,Michaud,Law,2015,324,5,3,2,0.63,62,Medium-High Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0,Video-QCM-QCM,Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
2214,Michaud,Law,2015,325,54,23,31,0.43,43,Medium-Low Digitalization,14,9,0,10,6,0,16,7,2,1,0,3,3,0,0,0,0,QCM-Video-Video-Video-QCM-Video-Video-QCM-Video-Video-Video-QCM-Video-QCM-Video-QCM,QCM Duration: 2H-Video Duration: 1H-Video Duration: 2H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 3H-QCM Duration: 2H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 2H-QCM Duration: 2H
2215,Michaud,Law,2015,326,15,4,11,0.25,25,Medium-Low Digitalization,1,3,0,1,2,0,3,1,0,0,0,1,1,0,0,0,0,QCM-Video-QCM,QCM Duration: 2H-Video Duration: 1H-QCM Duration: 1H
2216,Michaud,Law,2015,327,8,4,4,0.56,55,Medium-High Digitalization,3,1,0,2,1,0,3,1,1,0,0,1,0,0,0,0,0,QCM-Video-Video,QCM Duration: 1H-Video Duration: 1H-Video Duration: 2H
2217,Michaud,Law,2015,328,7,0,7,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2218,Michaud,Law,2015,329,29,13,16,0.45,44,Medium-Low Digitalization,8,4,1,2,4,1,7,0,0,0,2,4,0,1,0,0,0,QCM-QCM-Video-Video-QCM-QCM-Exam,QCM Duration: 1H-QCM Duration: 1H-Video Duration: 4H-Video Duration: 4H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2219,Grosjean,Law,2015,330,14,4,10,0.31,30,Medium-Low Digitalization,1,3,0,1,3,0,4,1,0,0,0,3,0,0,0,0,0,Video-QCM-QCM-QCM,Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
2220,Grosjean,Law,2015,331,26,14,12,0.53,52,Medium-High Digitalization,7,5,2,7,5,2,14,7,0,0,0,5,0,2,0,0,0,Video-QCM-QCM-Video-QCM-Video-Exam-Video-Video-Video-QCM-Video-QCM-Exam,Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2221,Grosjean,Law,2015,332,9,3,6,0.29,29,Medium-Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0,QCM-Video-QCM,QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H
2222,Grosjean,Law,2015,333,10,1,9,0.1,10,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
2223,Grosjean,Law,2015,334,14,1,13,0.09,8,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
2224,Grosjean,Law,2015,335,10,6,4,0.65,64,Medium-High Digitalization,3,3,0,2,3,0,5,1,1,0,0,3,0,0,0,0,0,Video-Video-QCM-QCM-QCM,Video Duration: 2H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
2225,Grosjean,Law,2015,336,23,11,12,0.46,45,Medium-Low Digitalization,5,6,0,5,4,0,9,5,0,0,0,2,2,0,0,0,0,Video-Video-Video-Video-QCM-QCM-QCM-Video-QCM,Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 2H-QCM Duration: 2H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H
2226,Grosjean,Law,2015,337,10,0,10,0.02,2,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2227,Grosjean,Law,2015,338,29,3,26,0.12,11,Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0,QCM-Video-QCM,QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H
2228,Grosjean,Law,2015,339,11,2,9,0.16,16,Low Digitalization,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,QCM-QCM,QCM Duration: 1H-QCM Duration: 1H
2229,Grosjean,Law,2015,340,29,14,15,0.48,48,Medium-Low Digitalization,10,4,0,4,4,0,8,1,1,1,1,4,0,0,0,0,0,Video-QCM-QCM-Video-Video-QCM-Video-QCM,Video Duration: 3H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 4H-Video Duration: 2H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H
2230,Grosjean,Law,2015,341,10,1,9,0.14,14,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
2231,Grosjean,Law,2015,342,5,0,5,0.02,2,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2232,Grosjean,Law,2015,343,9,4,5,0.49,48,Medium-Low Digitalization,1,2,1,1,1,1,3,1,0,0,0,0,1,1,0,0,0,Video-QCM-Exam,Video Duration: 1H-QCM Duration: 2H-Exam Duration: 1H
2233,Grosjean,Law,2015,344,29,4,25,0.13,12,Low Digitalization,2,2,0,1,2,0,3,0,1,0,0,2,0,0,0,0,0,QCM-Video-QCM,QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H
2234,Grosjean,Law,2015,345,7,3,4,0.37,37,Medium-Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0,QCM-Video-QCM,QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H
2235,Grosjean,Law,2015,346,10,5,5,0.54,54,Medium-High Digitalization,1,3,1,1,2,1,4,1,0,0,0,1,1,1,0,0,0,QCM-Video-QCM-Exam,QCM Duration: 2H-Video Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2236,Grosjean,Law,2015,347,36,5,31,0.14,14,Low Digitalization,1,3,1,1,3,1,5,1,0,0,0,3,0,1,0,0,0,Video-QCM-QCM-QCM-Exam,Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2237,Grosjean,Law,2015,348,17,1,16,0.07,6,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
2238,Grosjean,Law,2015,349,33,15,18,0.46,46,Medium-Low Digitalization,8,6,1,7,4,1,12,6,1,0,0,2,2,1,0,0,0,Video-QCM-QCM-QCM-Video-Video-Video-Video-Video-Video-QCM-Exam,Video Duration: 1H-QCM Duration: 2H-QCM Duration: 1H-QCM Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 2H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
2239,Grosjean,Law,2015,350,8,1,7,0.17,16,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
2240,Grosjean,Law,2015,351,6,1,5,0.23,22,Medium-Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
2241,Grosjean,Law,2015,352,11,1,10,0.12,11,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
2242,Milbert,Law,2015,353,39,16,23,0.4,40,Medium-Low Digitalization,10,5,1,4,4,1,9,2,0,0,2,3,1,1,0,0,0,QCM-QCM-Video-Video-Video-QCM-QCM-Video-Exam,QCM Duration: 1H-QCM Duration: 2H-Video Duration: 1H-Video Duration: 4H-Video Duration: 4H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Exam Duration: 1H
