,Department,Teacher_ID,Teacher_Name,Year,Course_ID,Course_Duration,Course_Resources,Course_Ress_Digit,Course_Ress_inClass,Digitalization_Ressource_Ratio,Digitalization_Ressource_Percent,Departement,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam,Sequence
1955,Art,72,Alix,2014,957,9,8,1,7,0.12,12,Art,1,0,0,3,3,1,Video-Lecture-Lecture-Exercise-Lecture-Exercise-Exercise-Examen
1956,Art,72,Alix,2014,958,14,6,1,5,0.17,17,Art,1,0,0,4,1,0,Lecture-Lecture-Lecture-Lecture-Exercise-Video
1957,Art,72,Alix,2014,959,40,39,8,31,0.21,21,Art,5,3,0,21,9,1,Lecture-Video-Exercise-Video-Lecture-Lecture-QCM-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Exercise-Exercise-Exercise-QCM-Lecture-QCM-Lecture-Exercise-Lecture-Lecture-Video-Video-Lecture-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Examen
1958,Art,72,Alix,2014,960,32,26,4,22,0.15,15,Art,2,2,0,13,7,2,Lecture-Video-Lecture-QCM-QCM-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Examen-Exercise-Lecture-Lecture-Exercise-Video-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Examen
1959,Art,72,Alix,2014,961,28,20,6,14,0.3,30,Art,1,4,1,11,3,0,QCM-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-QCM-Lecture-Exercise-Exercise-Lecture-Video-Exercise-Lecture-Lecture-Lecture-QCM-Lecture-Test
1960,Art,72,Alix,2014,962,30,23,2,21,0.09,9,Art,1,1,0,13,7,1,Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Exercise-Exercise-Exercise-Lecture-Exercise-Exercise-Lecture-Examen
1961,Art,72,Alix,2014,963,12,11,2,9,0.18,18,Art,1,1,0,5,3,1,Lecture-QCM-Exercise-Exercise-Lecture-Lecture-Video-Exercise-Lecture-Lecture-Examen
1962,Art,72,Alix,2014,964,35,11,2,9,0.18,18,Art,1,1,0,6,3,0,Lecture-Exercise-Lecture-Video-Exercise-Exercise-Lecture-QCM-Lecture-Lecture-Lecture
1963,Art,72,Alix,2014,965,33,17,2,15,0.12,12,Art,2,0,0,10,4,1,Lecture-Lecture-Lecture-Exercise-Video-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Examen
1964,Art,72,Alix,2014,966,31,16,4,12,0.25,25,Art,2,2,0,7,4,1,Lecture-Video-Lecture-Exercise-Video-Exercise-Exercise-Lecture-QCM-Exercise-Lecture-QCM-Lecture-Lecture-Lecture-Examen
1965,Art,72,Alix,2014,967,5,4,1,3,0.25,25,Art,0,1,0,2,1,0,Exercise-Lecture-QCM-Lecture
1966,Art,72,Alix,2014,968,18,7,1,6,0.14,14,Art,1,0,0,4,1,1,Lecture-Lecture-Lecture-Video-Lecture-Exercise-Examen
1967,Art,72,Alix,2014,969,17,17,2,15,0.12,12,Art,2,0,0,9,5,1,Exercise-Exercise-Exercise-Exercise-Exercise-Video-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Examen
1968,Art,72,Alix,2014,970,6,3,1,2,0.33,33,Art,1,0,0,2,0,0,Lecture-Video-Lecture
1969,Art,72,Alix,2014,971,16,15,1,14,0.07,7,Art,1,0,0,8,5,1,Lecture-Lecture-Exercise-Video-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Examen
1970,Art,72,Alix,2014,972,14,11,2,9,0.18,18,Art,2,0,0,6,2,1,Lecture-Video-Lecture-Lecture-Video-Lecture-Lecture-Exercise-Lecture-Exercise-Examen
1971,Art,72,Alix,2014,973,5,3,1,2,0.33,33,Art,1,0,0,2,0,0,Video-Lecture-Lecture
1972,Art,72,Alix,2014,974,36,23,5,18,0.22,22,Art,3,2,0,12,6,0,Lecture-Exercise-Lecture-QCM-Exercise-Exercise-Video-Exercise-Lecture-Video-Lecture-Lecture-Lecture-QCM-Lecture-Exercise-Video-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture
1973,Art,73,Songy,2014,975,25,12,3,9,0.25,25,Art,2,1,0,6,2,1,Lecture-Lecture-Video-Video-Exercise-Lecture-Lecture-Lecture-QCM-Exercise-Lecture-Examen
1974,Art,73,Songy,2014,976,5,3,1,2,0.33,33,Art,1,0,0,2,0,0,Lecture-Lecture-Video
1975,Art,73,Songy,2014,977,40,38,7,31,0.18,18,Art,3,4,0,21,9,1,Lecture-Lecture-Video-Lecture-Lecture-Exercise-QCM-Lecture-Lecture-Exercise-QCM-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Exercise-Exercise-Lecture-Exercise-QCM-QCM-Lecture-Lecture-Lecture-Lecture-Video-Lecture-Examen
1976,Art,73,Songy,2014,978,27,17,3,14,0.18,18,Art,1,2,0,10,3,1,Lecture-QCM-Lecture-Exercise-Exercise-QCM-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Examen
1977,Art,73,Songy,2014,979,37,23,1,22,0.04,4,Art,1,0,0,14,7,1,Lecture-Exercise-Exercise-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Examen
1978,Art,73,Songy,2014,980,25,16,4,12,0.25,25,Art,2,1,1,8,3,1,Lecture-Exercise-Exercise-QCM-Video-Lecture-Video-Lecture-Test-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Examen
1979,Art,73,Songy,2014,981,23,14,1,13,0.07,7,Art,1,0,0,9,3,1,Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Video-Lecture-Examen
1980,Art,73,Songy,2014,982,7,2,1,1,0.5,50,Art,0,1,0,0,1,0,Exercise-QCM
1981,Art,73,Songy,2014,983,27,8,2,6,0.25,25,Art,2,0,0,4,2,0,Lecture-Lecture-Lecture-Lecture-Exercise-Video-Video-Exercise
1982,Art,73,Songy,2014,984,27,10,2,8,0.2,20,Art,1,1,0,4,3,1,Exercise-Lecture-Video-QCM-Lecture-Exercise-Exercise-Lecture-Lecture-Examen
1983,Art,73,Songy,2014,985,6,4,1,3,0.25,25,Art,1,0,0,2,1,0,Video-Exercise-Lecture-Lecture
1984,Art,73,Songy,2014,986,34,18,2,16,0.11,11,Art,1,1,0,11,5,0,Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Video-Lecture-Lecture-QCM
1985,Art,73,Songy,2014,987,29,18,2,16,0.11,11,Art,2,0,0,11,4,1,Lecture-Lecture-Exercise-Lecture-Video-Lecture-Lecture-Exercise-Lecture-Lecture-Video-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Examen
1986,Art,73,Songy,2014,988,8,3,1,2,0.33,33,Art,0,1,0,1,0,1,QCM-Lecture-Examen
1987,Art,73,Songy,2014,989,36,10,3,7,0.3,30,Art,2,1,0,6,0,1,QCM-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Video-Lecture-Examen
1988,Art,73,Songy,2014,990,5,2,1,1,0.5,50,Art,1,0,0,1,0,0,Video-Lecture
1989,Art,73,Songy,2014,991,29,13,3,10,0.23,23,Art,1,1,1,7,2,1,Exercise-QCM-Lecture-Exercise-Video-Lecture-Test-Lecture-Lecture-Lecture-Lecture-Lecture-Examen
1990,Art,74,Sens,2014,992,26,22,4,18,0.18,18,Art,2,2,0,13,4,1,Lecture-Video-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Lecture-Exercise-Lecture-Exercise-Exercise-Lecture-QCM-Exercise-Lecture-Examen
1991,Art,74,Sens,2014,993,5,2,1,1,0.5,50,Art,1,0,0,1,0,0,Lecture-Video
1992,Art,74,Sens,2014,994,35,29,4,25,0.14,14,Art,4,0,0,16,7,2,Video-Video-Exercise-Lecture-Lecture-Exercise-Exercise-Video-Exercise-Lecture-Lecture-Exercise-Exercise-Lecture-Examen-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Video-Lecture-Lecture-Lecture-Examen
1993,Art,74,Sens,2014,995,12,6,1,5,0.17,17,Art,1,0,0,2,2,1,Lecture-Lecture-Exercise-Exercise-Video-Examen
1994,Art,74,Sens,2014,996,15,13,2,11,0.15,15,Art,1,1,0,8,2,1,Exercise-Lecture-Lecture-Exercise-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Lecture-Examen
1995,Art,74,Sens,2014,997,56,46,2,44,0.04,4,Art,1,1,0,29,13,2,Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Examen-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Video-Examen
1996,Art,74,Sens,2014,998,25,10,1,9,0.1,10,Art,0,1,0,5,3,1,Exercise-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-QCM-Lecture-Examen
1997,Art,74,Sens,2014,999,14,6,1,5,0.17,17,Art,0,1,0,2,2,1,QCM-Lecture-Exercise-Lecture-Exercise-Examen
1998,Computer Science,1,Galle,2015,1,35,20,3,17,0.15,15,Informatique,2,1,0,11,6,0,Exercise-Lecture-Lecture-Video-QCM-Lecture-Exercise-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Video-Exercise
1999,Computer Science,1,Galle,2015,2,8,7,1,6,0.14,14,Informatique,1,0,0,3,2,1,Lecture-Lecture-Video-Lecture-Exercise-Exercise-Examen
2000,Computer Science,1,Galle,2015,3,28,19,3,16,0.16,16,Informatique,1,1,1,10,5,1,Lecture-Exercise-Exercise-Lecture-Exercise-Lecture-Video-Lecture-Lecture-Test-Lecture-Lecture-Exercise-QCM-Lecture-Lecture-Exercise-Lecture-Examen
2001,Computer Science,1,Galle,2015,4,20,5,1,4,0.2,20,Informatique,0,1,0,2,2,0,QCM-Lecture-Exercise-Lecture-Exercise
2002,Computer Science,1,Galle,2015,5,32,23,5,18,0.22,22,Informatique,3,2,0,12,5,1,Lecture-Video-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-QCM-Exercise-Video-Lecture-Video-Exercise-Lecture-Exercise-Examen
2003,Computer Science,1,Galle,2015,6,51,18,4,14,0.22,22,Informatique,2,2,0,9,4,1,Lecture-Exercise-Exercise-Exercise-Lecture-Lecture-Lecture-Exercise-QCM-Lecture-Lecture-Video-Lecture-Video-QCM-Lecture-Lecture-Examen
2004,Computer Science,1,Galle,2015,7,6,5,1,4,0.2,20,Informatique,1,0,0,2,1,1,Video-Lecture-Lecture-Exercise-Examen
2005,Computer Science,1,Galle,2015,8,38,30,3,27,0.1,10,Informatique,1,2,0,18,7,2,Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Examen-Lecture-Exercise-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Exercise-Video-Lecture-Lecture-Lecture-QCM-Examen
2006,Computer Science,1,Galle,2015,9,11,6,1,5,0.17,17,Informatique,1,0,0,2,2,1,Lecture-Video-Exercise-Exercise-Lecture-Examen
2007,Computer Science,1,Galle,2015,10,18,11,2,9,0.18,18,Informatique,1,1,0,5,3,1,QCM-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Video-Lecture-Examen
2008,Computer Science,1,Galle,2015,11,27,19,5,14,0.26,26,Informatique,3,1,1,9,5,0,Lecture-Lecture-QCM-Lecture-Lecture-Exercise-Video-Lecture-Video-Exercise-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Video-Lecture-Test
2009,Computer Science,1,Galle,2015,12,6,4,2,2,0.5,50,Informatique,1,1,0,1,1,0,QCM-Lecture-Exercise-Video
2010,Computer Science,1,Galle,2015,13,15,7,2,5,0.29,29,Informatique,1,1,0,2,2,1,Exercise-Lecture-Video-QCM-Lecture-Exercise-Examen
2011,Computer Science,1,Galle,2015,14,40,36,2,34,0.06,6,Informatique,2,0,0,22,10,2,Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Examen-Exercise-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Video-Lecture-Exercise-Lecture-Video-Lecture-Lecture-Examen
2012,Computer Science,1,Galle,2015,15,17,9,1,8,0.11,11,Informatique,1,0,0,5,2,1,Exercise-Video-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Examen
2013,Computer Science,1,Galle,2015,16,30,16,2,14,0.12,12,Informatique,0,2,0,10,4,0,Lecture-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Exercise-Lecture-QCM-Exercise-Exercise-Lecture-Lecture-Lecture-Exercise
2014,Computer Science,2,Burdin,2015,17,12,5,2,3,0.4,40,Informatique,0,2,0,1,1,1,Exercise-QCM-Lecture-QCM-Examen
2015,Computer Science,2,Burdin,2015,18,11,10,2,8,0.2,20,Informatique,2,0,0,4,3,1,Lecture-Exercise-Exercise-Video-Exercise-Lecture-Video-Lecture-Lecture-Examen
2016,Computer Science,2,Burdin,2015,19,11,9,1,8,0.11,11,Informatique,0,1,0,4,3,1,Exercise-Lecture-Lecture-Exercise-Exercise-QCM-Lecture-Lecture-Examen
2017,Computer Science,2,Burdin,2015,20,15,14,2,12,0.14,14,Informatique,2,0,0,7,4,1,Exercise-Video-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Video-Lecture-Exercise-Lecture-Examen
2018,Computer Science,2,Burdin,2015,21,28,23,3,20,0.13,13,Informatique,1,2,0,14,6,0,QCM-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Exercise-Lecture-Exercise-Video-Lecture-Lecture-Exercise-QCM-Lecture-Lecture
2019,Computer Science,2,Burdin,2015,22,15,13,1,12,0.08,8,Informatique,1,0,0,7,4,1,Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Exercise-Exercise-Lecture-Examen
2020,Computer Science,2,Burdin,2015,23,22,21,4,17,0.19,19,Informatique,2,1,1,10,6,1,Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Exercise-Video-Test-QCM-Lecture-Exercise-Video-Exercise-Exercise-Lecture-Lecture-Lecture-Examen
2021,Computer Science,2,Burdin,2015,24,18,15,3,12,0.2,20,Informatique,2,1,0,8,3,1,Lecture-Lecture-Video-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-QCM-Exercise-Examen
2022,Computer Science,2,Burdin,2015,25,38,36,10,26,0.28,28,Informatique,9,1,0,15,9,2,Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Video-Lecture-Lecture-Lecture-Exercise-Video-Video-Lecture-Lecture-Exercise-Video-Lecture-Examen-Lecture-Lecture-Exercise-Exercise-Exercise-Video-Lecture-QCM-Video-Video-Exercise-Lecture-Exercise-Video-Video-Lecture-Examen
2023,Computer Science,2,Burdin,2015,26,5,3,1,2,0.33,33,Informatique,0,1,0,2,0,0,Lecture-Lecture-QCM
2024,Computer Science,2,Burdin,2015,27,18,6,1,5,0.17,17,Informatique,0,1,0,3,1,1,Lecture-Lecture-QCM-Lecture-Exercise-Examen
2025,Computer Science,3,Favret,2015,28,15,9,3,6,0.33,33,Informatique,1,2,0,5,0,1,QCM-Lecture-Lecture-Lecture-Lecture-Lecture-QCM-Video-Examen
2026,Computer Science,3,Favret,2015,29,10,4,1,3,0.25,25,Informatique,0,1,0,1,1,1,Exercise-QCM-Lecture-Examen
2027,Computer Science,3,Favret,2015,30,7,2,1,1,0.5,50,Informatique,0,1,0,0,1,0,Exercise-QCM
2028,Computer Science,3,Favret,2015,31,8,7,2,5,0.29,29,Informatique,2,0,0,3,1,1,Exercise-Video-Video-Lecture-Lecture-Lecture-Examen
2029,Computer Science,3,Favret,2015,32,56,25,3,22,0.12,12,Informatique,2,1,0,14,7,1,Lecture-Exercise-Lecture-Video-Lecture-Lecture-Exercise-Video-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Exercise-Lecture-Examen
2030,Computer Science,3,Favret,2015,33,27,24,23,1,0.96,96,Informatique,14,9,0,1,0,0,Video-QCM-Video-Video-Video-Video-Video-Video-Video-Video-QCM-Video-QCM-Video-QCM-Lecture-QCM-QCM-QCM-QCM-Video-Video-Video-QCM
2031,Computer Science,3,Favret,2015,34,36,33,3,30,0.09,9,Informatique,2,1,0,19,9,2,Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Video-QCM-Exercise-Lecture-Lecture-Lecture-Examen-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Examen
2032,Computer Science,3,Favret,2015,35,17,11,1,10,0.09,9,Informatique,1,0,0,6,3,1,Exercise-Exercise-Lecture-Lecture-Exercise-Video-Lecture-Lecture-Lecture-Lecture-Examen
2033,Computer Science,3,Favret,2015,36,11,3,1,2,0.33,33,Informatique,1,0,0,2,0,0,Lecture-Video-Lecture
2034,Computer Science,3,Favret,2015,37,12,3,1,2,0.33,33,Informatique,1,0,0,0,1,1,Video-Exercise-Examen
2035,Computer Science,3,Favret,2015,38,17,11,3,8,0.27,27,Informatique,1,2,0,6,2,0,Lecture-Exercise-QCM-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-QCM-Video
2036,Computer Science,3,Favret,2015,39,12,4,1,3,0.25,25,Informatique,1,0,0,1,1,1,Video-Exercise-Lecture-Examen
2037,Computer Science,3,Favret,2015,40,13,6,2,4,0.33,33,Informatique,2,0,0,2,1,1,Lecture-Lecture-Exercise-Video-Video-Examen
2038,Computer Science,3,Favret,2015,41,18,18,6,12,0.33,33,Informatique,1,4,1,9,2,1,Exercise-Lecture-Lecture-QCM-QCM-Lecture-Lecture-QCM-Test-Lecture-Lecture-Exercise-Lecture-QCM-Lecture-Lecture-Video-Examen
2039,Computer Science,3,Favret,2015,42,24,22,3,19,0.14,14,Informatique,2,1,0,12,6,1,Video-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-QCM-Lecture-Exercise-Lecture-Lecture-Video-Lecture-Exercise-Lecture-Lecture-Exercise-Examen
2040,Computer Science,3,Favret,2015,43,30,24,1,23,0.04,4,Informatique,0,1,0,15,6,2,Exercise-Lecture-Exercise-Lecture-Exercise-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Examen-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-QCM-Lecture-Lecture-Examen
2041,Computer Science,3,Favret,2015,44,29,16,4,12,0.25,25,Informatique,3,1,0,7,4,1,Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Video-Exercise-Video-Lecture-QCM-Exercise-Lecture-Video-Exercise-Examen
2042,Computer Science,3,Favret,2015,45,37,10,2,8,0.2,20,Informatique,1,1,0,4,3,1,QCM-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Video-Exercise-Examen
2043,Computer Science,4,Fontenette,2015,46,10,6,1,5,0.17,17,Informatique,1,0,0,3,1,1,Video-Lecture-Lecture-Lecture-Exercise-Examen
2044,Computer Science,4,Fontenette,2015,47,14,11,3,8,0.27,27,Informatique,2,1,0,4,3,1,Exercise-Video-Video-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-QCM-Examen
2045,Computer Science,4,Fontenette,2015,48,7,4,1,3,0.25,25,Informatique,1,0,0,1,1,1,Video-Lecture-Exercise-Examen
2046,Computer Science,4,Fontenette,2015,49,40,28,3,25,0.11,11,Informatique,2,1,0,15,8,2,Exercise-Exercise-Exercise-Lecture-Lecture-Video-Video-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-QCM-Examen-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Examen
2047,Computer Science,4,Fontenette,2015,50,8,8,8,0,1.0,100,Informatique,6,1,1,0,0,0,QCM-Video-Video-Video-Video-Video-Video-Test
2048,Computer Science,4,Fontenette,2015,51,36,35,8,27,0.23,23,Informatique,6,2,0,17,9,1,Lecture-Video-Exercise-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Video-Lecture-Exercise-Lecture-Lecture-Lecture-Video-Lecture-QCM-Lecture-Exercise-Exercise-Lecture-Video-Exercise-Lecture-Lecture-Lecture-Video-QCM-Video-Exercise-Lecture-Lecture-Examen
2049,Computer Science,4,Fontenette,2015,52,16,5,1,4,0.2,20,Informatique,1,0,0,3,1,0,Lecture-Exercise-Lecture-Lecture-Video
2050,Computer Science,4,Fontenette,2015,53,25,15,1,14,0.07,7,Informatique,1,0,0,10,3,1,Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Exercise-Exercise-Exercise-Lecture-Lecture-Lecture-Examen
2051,Computer Science,4,Fontenette,2015,54,18,8,1,7,0.12,12,Informatique,1,0,0,3,3,1,Lecture-Exercise-Exercise-Video-Exercise-Lecture-Lecture-Examen
2052,Computer Science,4,Fontenette,2015,55,10,9,1,8,0.11,11,Informatique,0,1,0,6,1,1,QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Examen
2053,Computer Science,5,Rogier,2015,56,17,10,3,7,0.3,30,Informatique,1,2,0,5,1,1,Video-Lecture-Lecture-QCM-QCM-Lecture-Lecture-Exercise-Lecture-Examen
2054,Computer Science,5,Rogier,2015,57,28,8,1,7,0.12,12,Informatique,1,0,0,5,2,0,Exercise-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Exercise
2055,Computer Science,5,Rogier,2015,58,37,34,6,28,0.18,18,Informatique,1,4,1,18,8,2,Lecture-Lecture-Lecture-Lecture-Lecture-QCM-QCM-Lecture-Lecture-Exercise-Lecture-Test-Lecture-Lecture-Exercise-Video-Exercise-Lecture-Lecture-Lecture-QCM-Exercise-Examen-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-QCM-Lecture-Exercise-Lecture-Examen
2056,Computer Science,5,Rogier,2015,59,24,6,1,5,0.17,17,Informatique,1,0,0,3,1,1,Lecture-Lecture-Lecture-Video-Exercise-Examen
2057,Computer Science,5,Rogier,2015,60,18,16,1,15,0.06,6,Informatique,0,1,0,10,4,1,Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-QCM-Exercise-Lecture-Examen
2058,Computer Science,5,Rogier,2015,61,17,13,4,9,0.31,31,Informatique,1,2,1,7,2,0,Lecture-Video-Exercise-QCM-Lecture-Lecture-Exercise-QCM-Lecture-Lecture-Lecture-Lecture-Test
2059,Computer Science,5,Rogier,2015,62,5,2,1,1,0.5,50,Informatique,1,0,0,1,0,0,Lecture-Video
2060,Computer Science,5,Rogier,2015,63,14,13,2,11,0.15,15,Informatique,1,1,0,7,3,1,Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-QCM-Video-Exercise-Lecture-Lecture-Examen
2061,Computer Science,5,Rogier,2015,64,14,4,1,3,0.25,25,Informatique,0,1,0,1,1,1,QCM-Lecture-Exercise-Examen
2062,Computer Science,5,Rogier,2015,65,60,40,4,36,0.1,10,Informatique,2,1,1,22,12,2,Lecture-Video-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-QCM-Examen-Exercise-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Exercise-Test-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Video-Lecture-Exercise-Lecture-Lecture-Examen
2063,Computer Science,5,Rogier,2015,66,8,2,1,1,0.5,50,Informatique,0,1,0,0,1,0,Exercise-QCM
2064,Computer Science,5,Rogier,2015,67,28,27,6,21,0.22,22,Informatique,1,4,1,15,4,2,QCM-Lecture-Exercise-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Test-QCM-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Examen-Exercise-Exercise-QCM-Lecture-Lecture-QCM-Lecture-Lecture-Examen
2065,Computer Science,5,Rogier,2015,68,24,24,2,22,0.08,8,Informatique,2,0,0,15,6,1,Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Video-Video-Examen
2066,Computer Science,5,Rogier,2015,69,32,13,3,10,0.23,23,Informatique,2,1,0,6,3,1,Exercise-Exercise-Video-Lecture-Lecture-Lecture-Lecture-Video-Lecture-QCM-Exercise-Lecture-Examen
2067,Computer Science,5,Rogier,2015,70,52,30,9,21,0.3,30,Informatique,4,4,1,13,6,2,Exercise-Video-QCM-Exercise-Video-QCM-Exercise-Lecture-Lecture-Lecture-Test-Lecture-Lecture-Video-Video-Lecture-Lecture-Exercise-Exercise-Examen-Lecture-Lecture-Lecture-QCM-QCM-Lecture-Lecture-Lecture-Exercise-Examen
2068,Computer Science,6,Fier,2015,71,14,13,3,10,0.23,23,Informatique,2,1,0,7,2,1,Lecture-Lecture-QCM-Video-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Video-Examen
2069,Computer Science,6,Fier,2015,72,27,13,1,12,0.08,8,Informatique,0,1,0,8,3,1,Lecture-Lecture-Exercise-Lecture-Lecture-QCM-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Examen
2070,Computer Science,6,Fier,2015,73,29,9,2,7,0.22,22,Informatique,0,2,0,5,2,0,Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-QCM-QCM-Lecture
2071,Computer Science,6,Fier,2015,74,29,24,6,18,0.25,25,Informatique,2,4,0,13,4,1,Video-Exercise-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Video-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-QCM-Exercise-QCM-Lecture-Exercise-Lecture-Examen
2072,Computer Science,6,Fier,2015,75,32,18,4,14,0.22,22,Informatique,3,1,0,9,5,0,Exercise-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Video-QCM-Lecture-Exercise-Lecture-Video-Video-Lecture-Exercise-Lecture
2073,Computer Science,6,Fier,2015,76,6,5,1,4,0.2,20,Informatique,1,0,0,2,1,1,Lecture-Video-Exercise-Lecture-Examen
2074,Computer Science,6,Fier,2015,77,33,22,2,20,0.09,9,Informatique,0,2,0,13,5,2,Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Examen-Lecture-Exercise-Lecture-Lecture-QCM-QCM-Exercise-Lecture-Lecture-Lecture-Examen
