,Department,Teacher_ID,Teacher_Name,Year,Course_ID,Course_Duration,Course_Resources,Course_Ress_Digit,Course_Ress_inClass,Digitalization_Ressource_Ratio,Digitalization_Ressource_Percent,Departement,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
1531,Law,41,Capron,2014,533,7,7,2,5,0.29,29,Droit,1,1,0,4,1,0
1532,Law,41,Capron,2014,534,7,3,1,2,0.33,33,Droit,1,0,0,2,0,0
1533,Law,41,Capron,2014,535,26,26,5,21,0.19,19,Droit,3,1,1,13,6,2
1534,Law,41,Capron,2014,536,7,3,1,2,0.33,33,Droit,0,1,0,2,0,0
1535,Law,41,Capron,2014,537,32,15,2,13,0.13,13,Droit,2,0,0,8,5,0
1536,Law,41,Capron,2014,538,25,23,5,18,0.22,22,Droit,2,2,1,12,5,1
1537,Law,41,Capron,2014,539,6,4,1,3,0.25,25,Droit,1,0,0,1,1,1
1538,Law,41,Capron,2014,540,42,20,2,18,0.1,10,Droit,2,0,0,12,6,0
1539,Law,41,Capron,2014,541,52,48,3,45,0.06,6,Droit,2,1,0,29,14,2
1540,Law,42,Callier,2014,542,21,16,2,14,0.12,12,Droit,2,0,0,9,4,1
1541,Law,42,Callier,2014,543,7,7,2,5,0.29,29,Droit,1,1,0,3,1,1
1542,Law,42,Callier,2014,544,12,8,2,6,0.25,25,Droit,1,1,0,4,1,1
1543,Law,42,Callier,2014,545,31,22,3,19,0.14,14,Droit,2,1,0,13,6,0
1544,Law,42,Callier,2014,546,53,34,8,26,0.24,24,Droit,3,4,1,18,6,2
1545,Law,42,Callier,2014,547,39,12,1,11,0.08,8,Droit,0,1,0,7,4,0
1546,Law,42,Callier,2014,548,16,15,4,11,0.27,27,Droit,1,3,0,8,2,1
1547,Law,42,Callier,2014,549,8,7,2,5,0.29,29,Droit,2,0,0,3,1,1
1548,Law,43,Desruisseaux,2014,550,36,24,4,20,0.17,17,Droit,2,1,1,13,6,1
1549,Law,43,Desruisseaux,2014,551,14,9,1,8,0.11,11,Droit,1,0,0,4,3,1
1550,Law,43,Desruisseaux,2014,552,7,5,2,3,0.4,40,Droit,1,1,0,2,1,0
1551,Law,43,Desruisseaux,2014,553,7,4,1,3,0.25,25,Droit,1,0,0,1,1,1
1552,Law,43,Desruisseaux,2014,554,49,42,4,38,0.1,10,Droit,3,1,0,24,12,2
1553,Law,43,Desruisseaux,2014,555,12,7,2,5,0.29,29,Droit,2,0,0,2,2,1
1554,Law,43,Desruisseaux,2014,556,22,14,3,11,0.21,21,Droit,1,2,0,8,2,1
1555,Law,43,Desruisseaux,2014,557,28,11,1,10,0.09,9,Droit,0,1,0,6,3,1
1556,Law,43,Desruisseaux,2014,558,12,4,1,3,0.25,25,Droit,0,1,0,2,1,0
1557,Law,44,Decelles,2014,559,19,16,3,13,0.19,19,Droit,2,1,0,9,4,0
1558,Law,44,Decelles,2014,560,14,14,3,11,0.21,21,Droit,2,1,0,6,4,1
1559,Law,44,Decelles,2014,561,28,20,5,15,0.25,25,Droit,2,2,1,9,5,1
1560,Law,44,Decelles,2014,562,30,23,2,21,0.09,9,Droit,1,1,0,13,6,2
1561,Law,44,Decelles,2014,563,14,14,1,13,0.07,7,Droit,0,1,0,9,4,0
1562,Law,44,Decelles,2014,564,10,3,1,2,0.33,33,Droit,1,0,0,1,1,0
1563,Law,44,Decelles,2014,565,6,6,2,4,0.33,33,Droit,1,1,0,3,0,1
1564,Law,44,Decelles,2014,566,6,6,2,4,0.33,33,Droit,1,1,0,2,2,0
1565,Law,44,Decelles,2014,567,15,13,1,12,0.08,8,Droit,0,1,0,8,4,0
1566,Law,44,Decelles,2014,568,39,23,2,21,0.09,9,Droit,0,2,0,14,5,2
1567,Law,44,Decelles,2014,569,6,6,1,5,0.17,17,Droit,1,0,0,3,1,1
1568,Law,45,Gasque,2014,570,11,7,1,6,0.14,14,Droit,1,0,0,3,2,1
1569,Law,45,Gasque,2014,571,28,13,2,11,0.15,15,Droit,2,0,0,7,3,1
1570,Law,45,Gasque,2014,572,11,6,1,5,0.17,17,Droit,1,0,0,3,2,0
1571,Law,45,Gasque,2014,573,5,2,1,1,0.5,50,Droit,1,0,0,0,1,0
1572,Law,45,Gasque,2014,574,6,6,1,5,0.17,17,Droit,0,1,0,4,1,0
1573,Law,45,Gasque,2014,575,12,10,1,9,0.1,10,Droit,1,0,0,6,2,1
1574,Law,45,Gasque,2014,576,52,41,2,39,0.05,5,Droit,1,1,0,25,12,2
1575,Law,45,Gasque,2014,577,17,12,1,11,0.08,8,Droit,1,0,0,7,3,1
1576,Law,45,Gasque,2014,578,45,39,32,7,0.82,82,Droit,22,8,2,5,1,1
1577,Law,45,Gasque,2014,579,24,16,4,12,0.25,25,Droit,2,1,1,8,3,1
1578,Law,45,Gasque,2014,580,13,5,1,4,0.2,20,Droit,1,0,0,2,1,1
1579,Law,45,Gasque,2014,581,17,9,1,8,0.11,11,Droit,1,0,0,6,2,0
1580,Law,45,Gasque,2014,582,10,10,2,8,0.2,20,Droit,1,1,0,6,1,1
1581,Law,45,Gasque,2014,583,15,5,1,4,0.2,20,Droit,1,0,0,2,1,1
1582,Law,45,Gasque,2014,584,25,20,5,15,0.25,25,Droit,2,3,0,11,4,0
1583,Law,45,Gasque,2014,585,35,11,2,9,0.18,18,Droit,1,1,0,7,1,1
1584,Law,45,Gasque,2014,586,13,11,1,10,0.09,9,Droit,0,1,0,6,3,1
1585,Law,45,Gasque,2014,587,30,23,4,19,0.17,17,Droit,2,1,1,12,6,1
1586,Law,46,Gano,2014,588,15,9,2,7,0.22,22,Droit,2,0,0,5,1,1
1587,Law,46,Gano,2014,589,11,11,1,10,0.09,9,Droit,1,0,0,7,3,0
1588,Law,46,Gano,2014,590,7,5,3,2,0.6,60,Droit,3,0,0,0,1,1
1589,Law,46,Gano,2014,591,7,3,1,2,0.33,33,Droit,1,0,0,1,1,0
1590,Law,46,Gano,2014,592,44,44,10,34,0.23,23,Droit,3,6,1,23,9,2
1591,Law,46,Gano,2014,593,8,5,1,4,0.2,20,Droit,0,1,0,2,1,1
1592,Law,46,Gano,2014,594,59,21,4,17,0.19,19,Droit,3,1,0,12,4,1
1593,Law,46,Gano,2014,595,5,2,1,1,0.5,50,Droit,1,0,0,0,1,0
1594,Law,46,Gano,2014,596,34,19,2,17,0.11,11,Droit,1,1,0,12,4,1
1595,Law,46,Gano,2014,597,11,5,1,4,0.2,20,Droit,1,0,0,3,1,0
1596,Law,46,Gano,2014,598,8,3,1,2,0.33,33,Droit,1,0,0,1,1,0
1597,Law,46,Gano,2014,599,25,16,3,13,0.19,19,Droit,3,0,0,8,4,1
1598,Law,46,Gano,2014,600,45,32,4,28,0.12,12,Droit,2,1,1,19,8,1
1599,Law,46,Gano,2014,601,12,7,1,6,0.14,14,Droit,0,1,0,4,2,0
1600,Law,46,Gano,2014,602,12,11,3,8,0.27,27,Droit,2,1,0,5,2,1
1601,Law,46,Gano,2014,603,38,16,2,14,0.12,12,Droit,0,2,0,9,4,1
1602,Law,46,Gano,2014,604,16,8,1,7,0.12,12,Droit,1,0,0,4,3,0
1603,Law,46,Gano,2014,605,36,21,5,16,0.24,24,Droit,3,1,1,9,6,1
1604,Law,47,Moniot,2014,606,27,19,2,17,0.11,11,Droit,0,2,0,12,5,0
1605,Law,47,Moniot,2014,607,9,6,4,2,0.67,67,Droit,3,1,0,1,1,0
1606,Law,47,Moniot,2014,608,12,9,1,8,0.11,11,Droit,0,1,0,4,3,1
1607,Law,47,Moniot,2014,609,15,11,2,9,0.18,18,Droit,2,0,0,6,2,1
1608,Law,47,Moniot,2014,610,20,7,4,3,0.57,57,Droit,3,1,0,2,1,0
1609,Law,47,Moniot,2014,611,13,11,2,9,0.18,18,Droit,1,1,0,6,3,0
1610,Law,47,Moniot,2014,612,30,27,4,23,0.15,15,Droit,3,1,0,15,8,0
1611,Law,47,Moniot,2014,613,15,5,1,4,0.2,20,Droit,1,0,0,2,1,1
1612,Law,47,Moniot,2014,614,7,5,2,3,0.4,40,Droit,1,1,0,1,1,1
1613,Law,47,Moniot,2014,615,15,6,2,4,0.33,33,Droit,2,0,0,1,2,1
1614,Law,47,Moniot,2014,616,27,10,2,8,0.2,20,Droit,0,2,0,7,0,1
1615,Law,47,Moniot,2014,617,7,2,1,1,0.5,50,Droit,0,1,0,0,1,0
1616,Law,47,Moniot,2014,618,9,9,1,8,0.11,11,Droit,1,0,0,6,1,1
1617,Law,47,Moniot,2014,619,12,7,2,5,0.29,29,Droit,1,1,0,3,2,0
1618,Law,47,Moniot,2014,620,40,26,4,22,0.15,15,Droit,1,2,1,15,7,0
1619,Law,47,Moniot,2014,621,15,4,1,3,0.25,25,Droit,1,0,0,1,1,1
1620,Law,47,Moniot,2014,622,30,8,1,7,0.12,12,Droit,0,1,0,4,2,1
1621,Law,47,Moniot,2014,623,29,27,1,26,0.04,4,Droit,1,0,0,17,8,1
1622,Law,47,Moniot,2014,624,21,11,3,8,0.27,27,Droit,2,1,0,6,1,1
1623,Law,47,Moniot,2014,625,40,10,1,9,0.1,10,Droit,1,0,0,6,3,0
1624,Law,48,Lepage,2014,626,31,14,4,10,0.29,29,Droit,2,1,1,6,3,1
1625,Law,48,Lepage,2014,627,15,11,2,9,0.18,18,Droit,0,2,0,7,2,0
1626,Law,48,Lepage,2014,628,35,23,3,20,0.13,13,Droit,2,1,0,13,5,2
1627,Law,48,Lepage,2014,629,59,45,9,36,0.2,20,Droit,7,2,0,24,10,2
1628,Law,48,Lepage,2014,630,38,21,4,17,0.19,19,Droit,2,1,1,11,6,0
1629,Law,48,Lepage,2014,631,8,5,1,4,0.2,20,Droit,1,0,0,2,2,0
1630,Law,48,Lepage,2014,632,18,7,7,0,1.0,100,Droit,3,4,0,0,0,0
1631,Law,48,Lepage,2014,633,9,8,1,7,0.12,12,Droit,0,1,0,4,3,0
1632,Law,48,Lepage,2014,634,29,27,5,22,0.19,19,Droit,5,0,0,11,9,2
1633,Law,48,Lepage,2014,635,6,5,1,4,0.2,20,Droit,1,0,0,1,2,1
1634,Law,48,Lepage,2014,636,17,6,5,1,0.83,83,Droit,3,2,0,1,0,0
1635,Law,48,Lepage,2014,637,33,31,5,26,0.16,16,Droit,2,3,0,16,8,2
1636,Law,48,Lepage,2014,638,59,56,1,55,0.02,2,Droit,1,0,0,35,17,3
1637,Law,48,Lepage,2014,639,10,3,1,2,0.33,33,Droit,0,1,0,2,0,0
1638,Philosophy,49,Martineau,2014,640,34,24,5,19,0.21,21,Philosophy,3,1,1,13,5,1
1639,Philosophy,49,Martineau,2014,641,15,11,3,8,0.27,27,Philosophy,1,1,1,5,3,0
1640,Philosophy,49,Martineau,2014,642,23,12,2,10,0.17,17,Philosophy,2,0,0,7,2,1
1641,Philosophy,49,Martineau,2014,643,39,34,7,27,0.21,21,Philosophy,5,2,0,17,8,2
1642,Philosophy,49,Martineau,2014,644,24,7,1,6,0.14,14,Philosophy,1,0,0,4,1,1
1643,Philosophy,49,Martineau,2014,645,28,17,3,14,0.18,18,Philosophy,2,1,0,9,5,0
1644,Philosophy,49,Martineau,2014,646,14,6,1,5,0.17,17,Philosophy,0,1,0,4,1,0
1645,Philosophy,49,Martineau,2014,647,8,3,1,2,0.33,33,Philosophy,1,0,0,2,0,0
1646,Philosophy,49,Martineau,2014,648,14,12,3,9,0.25,25,Philosophy,3,0,0,5,3,1
1647,Philosophy,49,Martineau,2014,649,15,5,1,4,0.2,20,Philosophy,1,0,0,1,2,1
1648,Philosophy,49,Martineau,2014,650,24,11,2,9,0.18,18,Philosophy,1,1,0,5,3,1
1649,Philosophy,49,Martineau,2014,651,11,7,1,6,0.14,14,Philosophy,1,0,0,4,1,1
1650,Philosophy,49,Martineau,2014,652,6,2,1,1,0.5,50,Philosophy,1,0,0,1,0,0
1651,Philosophy,49,Martineau,2014,653,46,20,4,16,0.2,20,Philosophy,3,1,0,10,5,1
1652,Philosophy,49,Martineau,2014,654,13,12,1,11,0.08,8,Philosophy,0,1,0,8,3,0
1653,Philosophy,49,Martineau,2014,655,24,6,5,1,0.83,83,Philosophy,3,1,1,0,1,0
1654,Philosophy,49,Martineau,2014,656,24,7,2,5,0.29,29,Philosophy,0,2,0,3,1,1
1655,Philosophy,49,Martineau,2014,657,7,5,2,3,0.4,40,Philosophy,1,1,0,1,2,0
1656,Philosophy,50,Larive,2014,658,5,3,1,2,0.33,33,Philosophy,1,0,0,2,0,0
1657,Philosophy,50,Larive,2014,659,38,25,3,22,0.12,12,Philosophy,1,2,0,15,5,2
1658,Philosophy,50,Larive,2014,660,31,31,3,28,0.1,10,Philosophy,2,1,0,18,8,2
1659,Philosophy,50,Larive,2014,661,6,4,1,3,0.25,25,Philosophy,1,0,0,1,1,1
1660,Philosophy,50,Larive,2014,662,37,35,5,30,0.14,14,Philosophy,3,2,0,20,9,1
1661,Philosophy,50,Larive,2014,663,20,19,5,14,0.26,26,Philosophy,3,2,0,10,3,1
1662,Philosophy,50,Larive,2014,664,26,22,1,21,0.05,5,Philosophy,1,0,0,13,6,2
1663,Philosophy,50,Larive,2014,665,20,17,1,16,0.06,6,Philosophy,1,0,0,10,5,1
1664,Philosophy,50,Larive,2014,666,40,26,4,22,0.15,15,Philosophy,3,1,0,15,6,1
1665,Philosophy,50,Larive,2014,667,39,32,2,30,0.06,6,Philosophy,0,2,0,20,8,2
1666,Philosophy,50,Larive,2014,668,14,6,2,4,0.33,33,Philosophy,2,0,0,3,1,0
1667,Philosophy,50,Larive,2014,669,38,32,6,26,0.19,19,Philosophy,3,2,1,16,8,2
1668,Philosophy,50,Larive,2014,670,13,13,1,12,0.08,8,Philosophy,0,1,0,7,4,1
1669,Philosophy,50,Larive,2014,671,16,12,1,11,0.08,8,Philosophy,1,0,0,7,4,0
1670,Philosophy,50,Larive,2014,672,16,4,1,3,0.25,25,Philosophy,1,0,0,2,1,0
1671,Philosophy,50,Larive,2014,673,13,5,1,4,0.2,20,Philosophy,1,0,0,2,2,0
1672,Philosophy,51,Pierre,2014,674,19,13,3,10,0.23,23,Philosophy,2,1,0,6,3,1
1673,Philosophy,51,Pierre,2014,675,37,28,5,23,0.18,18,Philosophy,1,3,1,15,7,1
1674,Philosophy,51,Pierre,2014,676,53,16,5,11,0.31,31,Philosophy,3,1,1,6,4,1
1675,Philosophy,51,Pierre,2014,677,14,12,1,11,0.08,8,Philosophy,1,0,0,6,4,1
1676,Philosophy,51,Pierre,2014,678,20,20,4,16,0.2,20,Philosophy,1,2,1,11,4,1
1677,Philosophy,51,Pierre,2014,679,12,10,1,9,0.1,10,Philosophy,0,1,0,5,3,1
1678,Philosophy,51,Pierre,2014,680,28,13,2,11,0.15,15,Philosophy,2,0,0,7,3,1
1679,Philosophy,51,Pierre,2014,681,11,3,2,1,0.67,67,Philosophy,2,0,0,1,0,0
1680,Philosophy,51,Pierre,2014,682,57,16,2,14,0.12,12,Philosophy,2,0,0,10,3,1
1681,Philosophy,51,Pierre,2014,683,36,31,5,26,0.16,16,Philosophy,3,2,0,17,8,1
1682,Philosophy,51,Pierre,2014,684,19,13,1,12,0.08,8,Philosophy,1,0,0,7,4,1
1683,Philosophy,51,Pierre,2014,685,21,6,1,5,0.17,17,Philosophy,1,0,0,3,1,1
1684,Philosophy,51,Pierre,2014,686,9,7,1,6,0.14,14,Philosophy,0,1,0,4,2,0
1685,Philosophy,51,Pierre,2014,687,11,11,3,8,0.27,27,Philosophy,2,1,0,5,3,0
1686,Philosophy,51,Pierre,2014,688,35,34,4,30,0.12,12,Philosophy,1,2,1,19,9,2
1687,Philosophy,52,Roussey,2014,689,24,17,1,16,0.06,6,Philosophy,0,1,0,11,4,1
1688,Philosophy,52,Roussey,2014,690,26,13,2,11,0.15,15,Philosophy,1,1,0,8,3,0
1689,Philosophy,52,Roussey,2014,691,23,20,5,15,0.25,25,Philosophy,2,2,1,10,4,1
1690,Philosophy,52,Roussey,2014,692,15,13,3,10,0.23,23,Philosophy,1,2,0,6,3,1
1691,Philosophy,52,Roussey,2014,693,5,2,1,1,0.5,50,Philosophy,1,0,0,1,0,0
1692,Philosophy,52,Roussey,2014,694,40,35,2,33,0.06,6,Philosophy,2,0,0,21,10,2
1693,Philosophy,52,Roussey,2014,695,53,30,1,29,0.03,3,Philosophy,0,1,0,19,8,2
1694,Philosophy,53,Harland,2014,696,26,13,2,11,0.15,15,Philosophy,2,0,0,6,4,1
1695,Philosophy,53,Harland,2014,697,25,13,2,11,0.15,15,Philosophy,2,0,0,7,3,1
1696,Philosophy,53,Harland,2014,698,10,6,1,5,0.17,17,Philosophy,1,0,0,4,1,0
1697,Philosophy,53,Harland,2014,699,20,18,2,16,0.11,11,Philosophy,2,0,0,10,5,1
1698,Philosophy,53,Harland,2014,700,35,22,1,21,0.05,5,Philosophy,0,1,0,12,7,2
1699,Philosophy,53,Harland,2014,701,37,31,6,25,0.19,19,Philosophy,2,3,1,15,8,2
1700,Philosophy,53,Harland,2014,702,13,11,2,9,0.18,18,Philosophy,1,1,0,7,1,1
1701,Philosophy,53,Harland,2014,703,15,5,1,4,0.2,20,Philosophy,0,1,0,1,2,1
1702,Philosophy,53,Harland,2014,704,24,18,1,17,0.06,6,Philosophy,1,0,0,12,4,1
1703,Philosophy,53,Harland,2014,705,20,15,1,14,0.07,7,Philosophy,1,0,0,10,4,0
1704,Philosophy,53,Harland,2014,706,23,6,2,4,0.33,33,Philosophy,2,0,0,2,2,0
1705,Philosophy,53,Harland,2014,707,15,4,1,3,0.25,25,Philosophy,0,1,0,1,1,1
1706,Philosophy,53,Harland,2014,708,10,5,1,4,0.2,20,Philosophy,0,1,0,3,1,0
1707,Philosophy,53,Harland,2014,709,29,11,11,0,1.0,100,Philosophy,8,2,1,0,0,0
1708,Philosophy,53,Harland,2014,710,26,18,1,17,0.06,6,Philosophy,1,0,0,10,6,1
1709,Philosophy,53,Harland,2014,711,24,23,3,20,0.13,13,Philosophy,1,1,1,13,6,1
1710,Philosophy,53,Harland,2014,712,36,22,1,21,0.05,5,Philosophy,1,0,0,13,6,2
1711,Philosophy,54,Gobeille,2014,713,44,18,5,13,0.28,28,Philosophy,1,3,1,9,3,1
1712,Philosophy,54,Gobeille,2014,714,48,30,7,23,0.23,23,Philosophy,6,1,0,14,8,1
1713,Philosophy,54,Gobeille,2014,715,33,30,5,25,0.17,17,Philosophy,1,3,1,16,7,2
1714,Philosophy,54,Gobeille,2014,716,23,17,4,13,0.24,24,Philosophy,2,2,0,7,5,1
1715,Philosophy,54,Gobeille,2014,717,54,30,2,28,0.07,7,Philosophy,1,1,0,18,8,2
1716,Philosophy,54,Gobeille,2014,718,8,3,1,2,0.33,33,Philosophy,1,0,0,2,0,0
1717,Philosophy,54,Gobeille,2014,719,13,11,1,10,0.09,9,Philosophy,0,1,0,7,2,1
1718,Philosophy,54,Gobeille,2014,720,38,12,1,11,0.08,8,Philosophy,0,1,0,8,3,0
1719,Philosophy,54,Gobeille,2014,721,28,10,2,8,0.2,20,Philosophy,1,1,0,5,3,0
1720,Philosophy,54,Gobeille,2014,722,13,12,2,10,0.17,17,Philosophy,2,0,0,7,2,1
1721,Philosophy,54,Gobeille,2014,723,27,7,2,5,0.29,29,Philosophy,2,0,0,3,2,0
1722,Philosophy,54,Gobeille,2014,724,33,19,1,18,0.05,5,Philosophy,0,1,0,11,6,1
1723,Philosophy,54,Gobeille,2014,725,21,19,4,15,0.21,21,Philosophy,2,1,1,9,5,1
1724,Philosophy,55,Forestier,2014,726,12,8,1,7,0.12,12,Philosophy,0,1,0,5,1,1
1725,Philosophy,55,Forestier,2014,727,32,22,5,17,0.23,23,Philosophy,1,3,1,12,5,0
1726,Philosophy,55,Forestier,2014,728,15,14,1,13,0.07,7,Philosophy,0,1,0,8,4,1
1727,Philosophy,55,Forestier,2014,729,23,18,4,14,0.22,22,Philosophy,2,1,1,9,4,1
1728,Philosophy,55,Forestier,2014,730,28,8,1,7,0.12,12,Philosophy,1,0,0,5,2,0
1729,Philosophy,55,Forestier,2014,731,31,8,1,7,0.12,12,Philosophy,0,1,0,4,3,0
1730,Philosophy,55,Forestier,2014,732,37,22,3,19,0.14,14,Philosophy,2,1,0,13,6,0
1731,Philosophy,55,Forestier,2014,733,5,4,1,3,0.25,25,Philosophy,1,0,0,1,1,1
1732,Philosophy,55,Forestier,2014,734,46,12,3,9,0.25,25,Philosophy,3,0,0,5,3,1
1733,Philosophy,55,Forestier,2014,735,10,8,1,7,0.12,12,Philosophy,1,0,0,5,1,1
1734,Philosophy,55,Forestier,2014,736,8,5,1,4,0.2,20,Philosophy,0,1,0,3,1,0
1735,Philosophy,55,Forestier,2014,737,8,8,1,7,0.12,12,Philosophy,0,1,0,3,3,1
1736,Philosophy,55,Forestier,2014,738,39,35,2,33,0.06,6,Philosophy,2,0,0,22,9,2
1737,Philosophy,55,Forestier,2014,739,5,5,1,4,0.2,20,Philosophy,1,0,0,2,2,0
1738,Philosophy,55,Forestier,2014,740,8,2,1,1,0.5,50,Philosophy,0,1,0,0,1,0
1739,Philosophy,55,Forestier,2014,741,9,8,3,5,0.38,38,Philosophy,2,1,0,3,1,1
1740,Philosophy,55,Forestier,2014,742,8,6,1,5,0.17,17,Philosophy,1,0,0,2,2,1
1741,Philosophy,55,Forestier,2014,743,15,5,1,4,0.2,20,Philosophy,0,1,0,1,2,1
1742,Philosophy,55,Forestier,2014,744,14,6,1,5,0.17,17,Philosophy,1,0,0,3,2,0
1743,Philosophy,55,Forestier,2014,745,25,10,1,9,0.1,10,Philosophy,0,1,0,5,3,1
1744,Languages,56,Ours,2014,746,31,22,2,20,0.09,9,Languages,2,0,0,13,6,1
1745,Languages,56,Ours,2014,747,30,8,2,6,0.25,25,Languages,1,1,0,4,2,0
1746,Languages,56,Ours,2014,748,18,15,3,12,0.2,20,Languages,3,0,0,7,4,1
1747,Languages,56,Ours,2014,749,25,12,12,0,1.0,100,Languages,6,5,1,0,0,0
1748,Languages,56,Ours,2014,750,11,8,2,6,0.25,25,Languages,2,0,0,4,2,0
1749,Languages,56,Ours,2014,751,26,13,1,12,0.08,8,Languages,0,1,0,8,4,0
1750,Languages,56,Ours,2014,752,27,17,1,16,0.06,6,Languages,0,1,0,11,5,0
1751,Languages,56,Ours,2014,753,7,7,1,6,0.14,14,Languages,0,1,0,4,2,0
1752,Languages,56,Ours,2014,754,11,10,2,8,0.2,20,Languages,2,0,0,4,3,1
1753,Languages,57,Trudel,2014,755,50,24,19,5,0.79,79,Languages,9,8,2,5,0,0
1754,Languages,57,Trudel,2014,756,37,11,2,9,0.18,18,Languages,1,1,0,5,3,1
1755,Languages,57,Trudel,2014,757,31,26,4,22,0.15,15,Languages,2,1,1,15,7,0
1756,Languages,57,Trudel,2014,758,30,22,2,20,0.09,9,Languages,1,1,0,13,6,1
1757,Languages,57,Trudel,2014,759,33,21,4,17,0.19,19,Languages,3,1,0,12,4,1
1758,Languages,57,Trudel,2014,760,29,13,3,10,0.23,23,Languages,3,0,0,7,2,1
1759,Languages,57,Trudel,2014,761,16,6,1,5,0.17,17,Languages,0,1,0,3,2,0
1760,Languages,57,Trudel,2014,762,25,17,3,14,0.18,18,Languages,3,0,0,9,5,0
1761,Languages,57,Trudel,2014,763,5,3,1,2,0.33,33,Languages,1,0,0,1,1,0
1762,Languages,57,Trudel,2014,764,54,51,3,48,0.06,6,Languages,3,0,0,32,15,1
1763,Languages,57,Trudel,2014,765,60,56,13,43,0.23,23,Languages,7,6,0,30,11,2
1764,Languages,58,Montigny,2014,766,8,2,1,1,0.5,50,Languages,1,0,0,0,1,0
1765,Languages,58,Montigny,2014,767,27,25,1,24,0.04,4,Languages,0,1,0,15,7,2
1766,Languages,58,Montigny,2014,768,11,3,1,2,0.33,33,Languages,0,1,0,1,1,0
1767,Languages,58,Montigny,2014,769,28,22,4,18,0.18,18,Languages,2,2,0,12,6,0
1768,Languages,58,Montigny,2014,770,15,5,1,4,0.2,20,Languages,0,1,0,3,1,0
1769,Languages,58,Montigny,2014,771,24,15,4,11,0.27,27,Languages,2,2,0,7,3,1
1770,Languages,58,Montigny,2014,772,14,9,2,7,0.22,22,Languages,2,0,0,4,3,0
1771,Languages,58,Montigny,2014,773,15,12,2,10,0.17,17,Languages,2,0,0,7,3,0
1772,Languages,58,Montigny,2014,774,15,6,1,5,0.17,17,Languages,0,1,0,3,2,0
1773,Languages,58,Montigny,2014,775,18,13,3,10,0.23,23,Languages,1,1,1,6,3,1
1774,Languages,58,Montigny,2014,776,15,14,3,11,0.21,21,Languages,2,1,0,8,3,0
1775,Languages,59,Leroy,2014,777,40,14,2,12,0.14,14,Languages,1,1,0,8,4,0
1776,Languages,59,Leroy,2014,778,27,15,1,14,0.07,7,Languages,1,0,0,10,3,1
1777,Languages,59,Leroy,2014,779,12,9,1,8,0.11,11,Languages,1,0,0,6,1,1
1778,Languages,59,Leroy,2014,780,35,35,1,34,0.03,3,Languages,0,1,0,23,10,1
1779,Languages,59,Leroy,2014,781,10,4,1,3,0.25,25,Languages,1,0,0,1,1,1
1780,Languages,59,Leroy,2014,782,8,6,1,5,0.17,17,Languages,1,0,0,2,2,1
1781,Languages,59,Leroy,2014,783,15,7,2,5,0.29,29,Languages,1,1,0,3,1,1
1782,Languages,59,Leroy,2014,784,38,33,7,26,0.21,21,Languages,3,3,1,17,9,0
1783,Languages,59,Leroy,2014,785,19,11,2,9,0.18,18,Languages,1,1,0,5,3,1
1784,Languages,59,Leroy,2014,786,21,17,4,13,0.24,24,Languages,3,1,0,9,4,0
1785,Languages,59,Leroy,2014,787,9,3,1,2,0.33,33,Languages,0,1,0,1,1,0
1786,Languages,59,Leroy,2014,788,10,3,1,2,0.33,33,Languages,0,1,0,2,0,0
1787,Languages,59,Leroy,2014,789,15,14,1,13,0.07,7,Languages,1,0,0,9,3,1
1788,Languages,59,Leroy,2014,790,35,17,3,14,0.18,18,Languages,1,2,0,10,3,1
1789,Languages,59,Leroy,2014,791,33,15,4,11,0.27,27,Languages,1,2,1,7,3,1
1790,Languages,59,Leroy,2014,792,20,18,4,14,0.22,22,Languages,2,2,0,8,5,1
1791,Languages,59,Leroy,2014,793,37,18,3,15,0.17,17,Languages,3,0,0,10,5,0
1792,Languages,60,Selin,2014,794,37,10,1,9,0.1,10,Languages,0,1,0,6,3,0
1793,Languages,60,Selin,2014,795,32,24,1,23,0.04,4,Languages,1,0,0,14,7,2
1794,Languages,60,Selin,2014,796,11,9,1,8,0.11,11,Languages,1,0,0,5,2,1
1795,Languages,60,Selin,2014,797,6,5,1,4,0.2,20,Languages,1,0,0,3,1,0
1796,Languages,60,Selin,2014,798,30,27,3,24,0.11,11,Languages,3,0,0,14,8,2
1797,Languages,60,Selin,2014,799,34,13,1,12,0.08,8,Languages,1,0,0,8,3,1
1798,Languages,60,Selin,2014,800,39,15,1,14,0.07,7,Languages,0,1,0,10,4,0
1799,Languages,61,Defrain,2014,801,24,6,1,5,0.17,17,Languages,1,0,0,4,1,0
1800,Languages,61,Defrain,2014,802,17,14,13,1,0.93,93,Languages,10,3,0,1,0,0
1801,Languages,61,Defrain,2014,803,14,10,1,9,0.1,10,Languages,1,0,0,6,2,1
1802,Languages,61,Defrain,2014,804,27,12,1,11,0.08,8,Languages,1,0,0,7,4,0
1803,Languages,61,Defrain,2014,805,8,5,1,4,0.2,20,Languages,0,1,0,1,2,1
1804,Languages,61,Defrain,2014,806,42,35,3,32,0.09,9,Languages,1,2,0,21,9,2
1805,Languages,61,Defrain,2014,807,5,4,1,3,0.25,25,Languages,0,1,0,2,1,0
1806,Languages,61,Defrain,2014,808,42,37,3,34,0.08,8,Languages,3,0,0,21,11,2
1807,Languages,61,Defrain,2014,809,38,15,2,13,0.13,13,Languages,2,0,0,8,4,1
