,Departement,Teacher_ID,Teacher_Name,Year,Course_ID,Course_Duration,Course_Resources,Course_Ress_Digit,Course_Ress_inClass,Digitalization_Ressource_Ratio,Digitalization_Ressource_Percent,Department,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
1805,Langues,55,Gille,2014,790,8,7,1,6,0.14,14,Languages,1,0,0,4,2,0
1806,Langues,55,Gille,2014,791,24,10,1,9,0.1,10,Languages,0,1,0,5,3,1
1807,Langues,56,Dejardin,2014,792,6,4,1,3,0.25,25,Languages,0,1,0,1,1,1
1808,Langues,56,Dejardin,2014,793,39,11,2,9,0.18,18,Languages,1,1,0,6,3,0
1809,Langues,56,Dejardin,2014,794,43,34,6,28,0.18,18,Languages,5,1,0,18,8,2
1810,Langues,56,Dejardin,2014,795,14,9,1,8,0.11,11,Languages,0,1,0,4,3,1
1811,Langues,56,Dejardin,2014,796,21,8,1,7,0.12,12,Languages,1,0,0,3,3,1
1812,Langues,56,Dejardin,2014,797,23,13,1,12,0.08,8,Languages,1,0,0,8,4,0
1813,Langues,56,Dejardin,2014,798,13,13,1,12,0.08,8,Languages,0,1,0,8,4,0
1814,Langues,56,Dejardin,2014,799,22,9,1,8,0.11,11,Languages,1,0,0,6,1,1
1815,Langues,56,Dejardin,2014,800,9,3,1,2,0.33,33,Languages,0,1,0,2,0,0
1816,Langues,57,St. Charles,2014,801,15,5,1,4,0.2,20,Languages,1,0,0,1,2,1
1817,Langues,57,St. Charles,2014,802,52,25,3,22,0.12,12,Languages,3,0,0,15,5,2
1818,Langues,57,St. Charles,2014,803,25,19,1,18,0.05,5,Languages,0,1,0,12,6,0
1819,Langues,57,St. Charles,2014,804,11,7,2,5,0.29,29,Languages,2,0,0,3,2,0
1820,Langues,57,St. Charles,2014,805,9,4,1,3,0.25,25,Languages,0,1,0,2,1,0
1821,Langues,57,St. Charles,2014,806,34,16,2,14,0.12,12,Languages,1,1,0,10,3,1
1822,Langues,57,St. Charles,2014,807,19,12,1,11,0.08,8,Languages,0,1,0,6,4,1
1823,Langues,57,St. Charles,2014,808,36,12,3,9,0.25,25,Languages,1,2,0,7,2,0
1824,Langues,58,Herbin,2014,809,8,6,2,4,0.33,33,Languages,2,0,0,1,2,1
1825,Langues,58,Herbin,2014,810,6,2,1,1,0.5,50,Languages,0,1,0,1,0,0
1826,Langues,58,Herbin,2014,811,24,17,1,16,0.06,6,Languages,1,0,0,11,5,0
1827,Langues,58,Herbin,2014,812,14,14,1,13,0.07,7,Languages,0,1,0,8,4,1
1828,Langues,58,Herbin,2014,813,35,10,1,9,0.1,10,Languages,0,1,0,5,3,1
1829,Langues,58,Herbin,2014,814,24,22,5,17,0.23,23,Languages,3,2,0,11,5,1
1830,Langues,58,Herbin,2014,815,5,4,1,3,0.25,25,Languages,1,0,0,2,1,0
1831,Langues,58,Herbin,2014,816,33,23,2,21,0.09,9,Languages,2,0,0,12,7,2
1832,Langues,58,Herbin,2014,817,10,10,2,8,0.2,20,Languages,2,0,0,5,2,1
1833,Langues,58,Herbin,2014,818,23,8,1,7,0.12,12,Languages,1,0,0,4,2,1
1834,Langues,58,Herbin,2014,819,16,4,1,3,0.25,25,Languages,1,0,0,1,1,1
1835,Langues,59,Dubuque,2014,820,54,25,7,18,0.28,28,Languages,1,5,1,13,4,1
1836,Langues,59,Dubuque,2014,821,40,15,3,12,0.2,20,Languages,2,1,0,9,2,1
1837,Langues,59,Dubuque,2014,822,16,12,1,11,0.08,8,Languages,0,1,0,6,4,1
1838,Langues,59,Dubuque,2014,823,14,5,1,4,0.2,20,Languages,1,0,0,3,1,0
1839,Langues,59,Dubuque,2014,824,20,6,1,5,0.17,17,Languages,0,1,0,3,2,0
1840,Langues,59,Dubuque,2014,825,58,15,4,11,0.27,27,Languages,2,1,1,7,4,0
1841,Langues,59,Dubuque,2014,826,12,12,1,11,0.08,8,Languages,0,1,0,7,4,0
1842,Langues,59,Dubuque,2014,827,34,28,6,22,0.21,21,Languages,4,2,0,14,6,2
1843,Langues,59,Dubuque,2014,828,27,24,4,20,0.17,17,Languages,1,2,1,13,6,1
1844,Langues,59,Dubuque,2014,829,14,5,1,4,0.2,20,Languages,0,1,0,1,2,1
1845,Langues,59,Dubuque,2014,830,7,6,1,5,0.17,17,Languages,0,1,0,3,2,0
1846,Langues,59,Dubuque,2014,831,48,16,1,15,0.06,6,Languages,0,1,0,10,5,0
1847,Langues,59,Dubuque,2014,832,35,23,4,19,0.17,17,Languages,2,2,0,13,5,1
1848,Langues,60,Savard,2014,833,24,24,3,21,0.12,12,Languages,1,2,0,15,5,1
1849,Langues,60,Savard,2014,834,40,28,3,25,0.11,11,Languages,3,0,0,17,7,1
1850,Langues,60,Savard,2014,835,37,13,2,11,0.15,15,Languages,1,1,0,8,2,1
1851,Langues,60,Savard,2014,836,55,34,7,27,0.21,21,Languages,3,3,1,16,9,2
1852,Langues,60,Savard,2014,837,12,8,2,6,0.25,25,Languages,1,1,0,4,2,0
1853,Langues,60,Savard,2014,838,31,15,2,13,0.13,13,Languages,2,0,0,8,4,1
1854,Langues,60,Savard,2014,839,23,20,5,15,0.25,25,Languages,4,1,0,10,5,0
1855,Langues,60,Savard,2014,840,11,8,1,7,0.12,12,Languages,0,1,0,4,3,0
1856,Langues,60,Savard,2014,841,30,19,3,16,0.16,16,Languages,1,1,1,11,5,0
1857,Langues,60,Savard,2014,842,13,5,1,4,0.2,20,Languages,0,1,0,1,2,1
1858,Langues,60,Savard,2014,843,28,25,1,24,0.04,4,Languages,1,0,0,16,8,0
1859,Langues,60,Savard,2014,844,12,5,1,4,0.2,20,Languages,1,0,0,1,2,1
1860,Langues,60,Savard,2014,845,14,11,2,9,0.18,18,Languages,1,1,0,6,3,0
1861,Langues,60,Savard,2014,846,9,8,1,7,0.12,12,Languages,0,1,0,3,3,1
1862,Langues,60,Savard,2014,847,22,11,2,9,0.18,18,Languages,1,1,0,5,3,1
1863,Langues,60,Savard,2014,848,18,10,2,8,0.2,20,Languages,2,0,0,6,2,0
1864,Économie,61,Mette,2014,849,38,23,2,21,0.09,9,Economy,2,0,0,12,7,2
1865,Économie,61,Mette,2014,850,39,28,3,25,0.11,11,Economy,3,0,0,17,8,0
1866,Économie,61,Mette,2014,851,28,21,1,20,0.05,5,Economy,1,0,0,13,6,1
1867,Économie,61,Mette,2014,852,35,16,2,14,0.12,12,Economy,1,1,0,10,3,1
1868,Économie,61,Mette,2014,853,53,20,3,17,0.15,15,Economy,2,1,0,10,6,1
1869,Économie,62,Tourville,2014,854,7,6,1,5,0.17,17,Economy,0,1,0,2,2,1
1870,Économie,62,Tourville,2014,855,14,8,2,6,0.25,25,Economy,2,0,0,4,1,1
1871,Économie,62,Tourville,2014,856,5,3,1,2,0.33,33,Economy,0,1,0,1,1,0
1872,Économie,62,Tourville,2014,857,16,5,1,4,0.2,20,Economy,0,1,0,2,1,1
1873,Économie,62,Tourville,2014,858,15,4,1,3,0.25,25,Economy,0,1,0,1,1,1
1874,Économie,62,Tourville,2014,859,33,30,3,27,0.1,10,Economy,2,1,0,17,9,1
1875,Économie,62,Tourville,2014,860,25,24,1,23,0.04,4,Economy,0,1,0,15,7,1
1876,Économie,62,Tourville,2014,861,6,4,1,3,0.25,25,Economy,0,1,0,1,1,1
1877,Économie,62,Tourville,2014,862,9,3,1,2,0.33,33,Economy,0,1,0,2,0,0
1878,Économie,62,Tourville,2014,863,13,8,1,7,0.12,12,Economy,1,0,0,3,3,1
1879,Économie,62,Tourville,2014,864,14,12,2,10,0.17,17,Economy,2,0,0,6,3,1
1880,Économie,62,Tourville,2014,865,15,9,2,7,0.22,22,Economy,1,1,0,4,3,0
1881,Économie,62,Tourville,2014,866,13,6,1,5,0.17,17,Economy,1,0,0,2,2,1
1882,Économie,63,Rossignol,2014,867,18,12,3,9,0.25,25,Economy,3,0,0,6,2,1
1883,Économie,63,Rossignol,2014,868,13,13,4,9,0.31,31,Economy,2,2,0,6,2,1
1884,Économie,63,Rossignol,2014,869,54,25,4,21,0.16,16,Economy,2,2,0,15,4,2
1885,Économie,63,Rossignol,2014,870,21,10,3,7,0.3,30,Economy,3,0,0,4,3,0
1886,Économie,63,Rossignol,2014,871,17,12,3,9,0.25,25,Economy,3,0,0,6,2,1
1887,Économie,63,Rossignol,2014,872,8,5,1,4,0.2,20,Economy,1,0,0,2,1,1
1888,Économie,63,Rossignol,2014,873,27,14,3,11,0.21,21,Economy,2,1,0,7,4,0
1889,Économie,63,Rossignol,2014,874,11,6,1,5,0.17,17,Economy,0,1,0,3,1,1
1890,Économie,63,Rossignol,2014,875,16,11,2,9,0.18,18,Economy,2,0,0,5,3,1
1891,Économie,64,Garceau,2014,876,40,28,3,25,0.11,11,Economy,3,0,0,16,7,2
1892,Économie,64,Garceau,2014,877,39,28,4,24,0.14,14,Economy,3,1,0,14,8,2
1893,Économie,64,Garceau,2014,878,22,22,6,16,0.27,27,Economy,2,3,1,10,5,1
1894,Économie,64,Garceau,2014,879,24,15,5,10,0.33,33,Economy,3,2,0,6,3,1
1895,Économie,64,Garceau,2014,880,14,13,3,10,0.23,23,Economy,1,2,0,7,3,0
1896,Économie,64,Garceau,2014,881,6,5,1,4,0.2,20,Economy,1,0,0,3,1,0
1897,Économie,64,Garceau,2014,882,5,4,1,3,0.25,25,Economy,0,1,0,2,1,0
1898,Économie,64,Garceau,2014,883,20,19,1,18,0.05,5,Economy,0,1,0,11,6,1
1899,Économie,64,Garceau,2014,884,23,16,2,14,0.12,12,Economy,1,1,0,10,3,1
1900,Économie,65,Verdin,2014,885,39,15,3,12,0.2,20,Economy,3,0,0,7,4,1
1901,Économie,65,Verdin,2014,886,11,10,2,8,0.2,20,Economy,2,0,0,5,2,1
1902,Économie,65,Verdin,2014,887,40,26,5,21,0.19,19,Economy,2,2,1,14,7,0
1903,Économie,65,Verdin,2014,888,16,16,1,15,0.06,6,Economy,0,1,0,10,5,0
1904,Économie,65,Verdin,2014,889,34,12,3,9,0.25,25,Economy,2,1,0,6,2,1
1905,Économie,65,Verdin,2014,890,13,5,2,3,0.4,40,Economy,1,1,0,1,1,1
1906,Économie,65,Verdin,2014,891,48,44,4,40,0.09,9,Economy,3,1,0,26,13,1
1907,Économie,66,Pare,2014,892,5,5,2,3,0.4,40,Economy,1,1,0,1,1,1
1908,Économie,66,Pare,2014,893,40,26,4,22,0.15,15,Economy,1,2,1,13,7,2
1909,Économie,66,Pare,2014,894,43,28,6,22,0.21,21,Economy,4,1,1,14,7,1
1910,Économie,66,Pare,2014,895,12,6,1,5,0.17,17,Economy,0,1,0,2,2,1
1911,Économie,66,Pare,2014,896,34,13,3,10,0.23,23,Economy,1,1,1,6,3,1
1912,Économie,66,Pare,2014,897,12,3,1,2,0.33,33,Economy,0,1,0,2,0,0
1913,Économie,66,Pare,2014,898,15,5,1,4,0.2,20,Economy,1,0,0,1,2,1
1914,Économie,66,Pare,2014,899,9,5,1,4,0.2,20,Economy,1,0,0,3,1,0
1915,Économie,66,Pare,2014,900,24,12,2,10,0.17,17,Economy,1,1,0,6,3,1
1916,Économie,67,Frederic,2014,901,10,9,2,7,0.22,22,Economy,2,0,0,3,3,1
1917,Économie,67,Frederic,2014,902,13,8,1,7,0.12,12,Economy,0,1,0,5,1,1
1918,Économie,67,Frederic,2014,903,10,5,1,4,0.2,20,Economy,1,0,0,2,1,1
1919,Économie,67,Frederic,2014,904,21,7,1,6,0.14,14,Economy,1,0,0,4,1,1
1920,Économie,67,Frederic,2014,905,5,2,2,0,1.0,100,Economy,1,1,0,0,0,0
1921,Économie,67,Frederic,2014,906,27,7,1,6,0.14,14,Economy,1,0,0,4,2,0
1922,Économie,67,Frederic,2014,907,22,21,1,20,0.05,5,Economy,0,1,0,13,6,1
1923,Économie,67,Frederic,2014,908,46,39,5,34,0.13,13,Economy,3,2,0,22,10,2
1924,Économie,67,Frederic,2014,909,31,12,2,10,0.17,17,Economy,1,1,0,6,3,1
1925,Économie,68,Laine,2014,910,36,9,2,7,0.22,22,Economy,2,0,0,5,2,0
1926,Économie,68,Laine,2014,911,32,8,6,2,0.75,75,Economy,5,1,0,1,1,0
1927,Économie,68,Laine,2014,912,8,7,2,5,0.29,29,Economy,1,1,0,3,2,0
1928,Économie,68,Laine,2014,913,6,3,1,2,0.33,33,Economy,1,0,0,1,1,0
1929,Économie,68,Laine,2014,914,10,4,1,3,0.25,25,Economy,1,0,0,1,1,1
1930,Économie,68,Laine,2014,915,6,3,1,2,0.33,33,Economy,1,0,0,1,1,0
1931,Économie,68,Laine,2014,916,55,15,3,12,0.2,20,Economy,1,1,1,8,4,0
1932,Économie,68,Laine,2014,917,10,7,2,5,0.29,29,Economy,1,1,0,4,1,0
1933,Économie,68,Laine,2014,918,22,22,4,18,0.18,18,Economy,3,1,0,12,6,0
1934,Droit,69,Rouland,2014,919,9,5,1,4,0.2,20,Law,0,1,0,2,1,1
1935,Droit,69,Rouland,2014,920,9,8,2,6,0.25,25,Law,2,0,0,4,1,1
1936,Droit,69,Rouland,2014,921,15,11,1,10,0.09,9,Law,1,0,0,6,3,1
1937,Droit,69,Rouland,2014,922,35,19,1,18,0.05,5,Law,1,0,0,11,6,1
1938,Droit,69,Rouland,2014,923,52,28,4,24,0.14,14,Law,3,1,0,14,8,2
1939,Droit,69,Rouland,2014,924,30,8,1,7,0.12,12,Law,1,0,0,5,2,0
1940,Droit,69,Rouland,2014,925,11,4,1,3,0.25,25,Law,0,1,0,2,1,0
1941,Droit,69,Rouland,2014,926,14,12,3,9,0.25,25,Law,2,1,0,6,2,1
1942,Droit,69,Rouland,2014,927,10,7,1,6,0.14,14,Law,0,1,0,3,2,1
1943,Droit,70,Bonney,2014,928,14,13,2,11,0.15,15,Law,1,1,0,8,3,0
1944,Droit,70,Bonney,2014,929,8,2,1,1,0.5,50,Law,0,1,0,0,1,0
1945,Droit,70,Bonney,2014,930,30,27,3,24,0.11,11,Law,1,2,0,17,7,0
1946,Droit,70,Bonney,2014,931,24,21,4,17,0.19,19,Law,2,1,1,12,5,0
1947,Droit,70,Bonney,2014,932,6,6,4,2,0.67,67,Law,4,0,0,0,1,1
1948,Droit,70,Bonney,2014,933,33,30,6,24,0.2,20,Law,3,3,0,17,7,0
1949,Droit,70,Bonney,2014,934,5,4,1,3,0.25,25,Law,1,0,0,2,1,0
1950,Droit,70,Bonney,2014,935,8,8,2,6,0.25,25,Law,1,1,0,3,2,1
1951,Droit,70,Bonney,2014,936,48,36,6,30,0.17,17,Law,4,2,0,20,9,1
1952,Droit,70,Bonney,2014,937,36,35,4,31,0.11,11,Law,1,2,1,20,10,1
1953,Droit,70,Bonney,2014,938,6,3,1,2,0.33,33,Law,0,1,0,1,1,0
1954,Droit,70,Bonney,2014,939,36,16,4,12,0.25,25,Law,2,2,0,8,4,0
1955,Droit,70,Bonney,2014,940,44,28,2,26,0.07,7,Law,1,1,0,15,9,2
1956,Droit,70,Bonney,2014,941,15,10,1,9,0.1,10,Law,0,1,0,6,2,1
1957,Droit,70,Bonney,2014,942,28,16,2,14,0.12,12,Law,2,0,0,9,4,1
1958,Droit,70,Bonney,2014,943,37,28,4,24,0.14,14,Law,1,2,1,15,7,2
1959,Droit,71,Rembert,2014,944,6,6,1,5,0.17,17,Law,1,0,0,3,2,0
1960,Droit,71,Rembert,2014,945,14,9,1,8,0.11,11,Law,1,0,0,4,3,1
1961,Droit,71,Rembert,2014,946,12,10,2,8,0.2,20,Law,1,1,0,5,3,0
1962,Droit,71,Rembert,2014,947,22,11,2,9,0.18,18,Law,1,1,0,7,1,1
1963,Droit,71,Rembert,2014,948,49,23,5,18,0.22,22,Law,2,2,1,12,6,0
1964,Droit,71,Rembert,2014,949,12,3,1,2,0.33,33,Law,1,0,0,2,0,0
1965,Droit,71,Rembert,2014,950,45,27,8,19,0.3,30,Law,5,2,1,13,5,1
1966,Droit,71,Rembert,2014,951,16,4,1,3,0.25,25,Law,1,0,0,1,1,1
1967,Droit,71,Rembert,2014,952,22,16,4,12,0.25,25,Law,1,3,0,9,2,1
1968,Droit,71,Rembert,2014,953,9,4,1,3,0.25,25,Law,0,1,0,1,1,1
1969,Droit,71,Rembert,2014,954,39,35,6,29,0.17,17,Law,3,3,0,18,9,2
1970,Droit,71,Rembert,2014,955,7,2,1,1,0.5,50,Law,1,0,0,0,1,0
1971,Droit,71,Rembert,2014,956,16,14,3,11,0.21,21,Law,3,0,0,6,4,1
1972,Droit,71,Rembert,2014,957,39,39,10,29,0.26,26,Law,6,3,1,19,9,1
1973,Droit,71,Rembert,2014,958,25,22,2,20,0.09,9,Law,2,0,0,13,6,1
1974,Droit,71,Rembert,2014,959,24,14,3,11,0.21,21,Law,2,1,0,7,4,0
1975,Droit,71,Rembert,2014,960,6,4,1,3,0.25,25,Law,1,0,0,2,1,0
1976,Droit,71,Rembert,2014,961,19,6,1,5,0.17,17,Law,0,1,0,4,1,0
1977,Droit,72,Thibault,2014,962,14,4,1,3,0.25,25,Law,0,1,0,2,1,0
1978,Droit,72,Thibault,2014,963,45,43,7,36,0.16,16,Law,4,2,1,23,12,1
1979,Droit,72,Thibault,2014,964,32,23,4,19,0.17,17,Law,2,1,1,13,5,1
1980,Droit,72,Thibault,2014,965,8,7,1,6,0.14,14,Law,1,0,0,4,1,1
1981,Droit,72,Thibault,2014,966,15,11,1,10,0.09,9,Law,1,0,0,7,2,1
1982,Droit,72,Thibault,2014,967,24,6,1,5,0.17,17,Law,0,1,0,4,1,0
1983,Droit,72,Thibault,2014,968,24,15,2,13,0.13,13,Law,1,1,0,7,5,1
1984,Droit,72,Thibault,2014,969,38,36,30,6,0.83,83,Law,12,15,3,4,1,1
1985,Droit,73,Verdon,2014,970,6,2,1,1,0.5,50,Law,1,0,0,1,0,0
1986,Droit,73,Verdon,2014,971,54,42,6,36,0.14,14,Law,4,2,0,25,11,0
1987,Droit,73,Verdon,2014,972,36,17,4,13,0.24,24,Law,2,2,0,9,3,1
1988,Droit,73,Verdon,2014,973,15,12,1,11,0.08,8,Law,0,1,0,8,3,0
1989,Droit,73,Verdon,2014,974,7,4,1,3,0.25,25,Law,1,0,0,1,1,1
1990,Droit,73,Verdon,2014,975,5,2,1,1,0.5,50,Law,1,0,0,1,0,0
1991,Droit,73,Verdon,2014,976,40,18,2,16,0.11,11,Law,1,1,0,11,5,0
1992,Droit,73,Verdon,2014,977,39,16,2,14,0.12,12,Law,2,0,0,8,5,1
1993,Droit,73,Verdon,2014,978,19,5,1,4,0.2,20,Law,0,1,0,2,2,0
1994,Droit,73,Verdon,2014,979,31,18,4,14,0.22,22,Law,1,2,1,10,3,1
1995,Droit,73,Verdon,2014,980,43,34,2,32,0.06,6,Law,2,0,0,21,10,1
1996,Droit,73,Verdon,2014,981,29,8,2,6,0.25,25,Law,2,0,0,4,1,1
1997,Droit,73,Verdon,2014,982,11,4,1,3,0.25,25,Law,1,0,0,1,1,1
1998,Droit,73,Verdon,2014,983,32,29,5,24,0.17,17,Law,3,1,1,14,8,2
1999,Droit,74,Lamarre,2014,984,10,5,1,4,0.2,20,Law,1,0,0,3,1,0
2000,Droit,74,Lamarre,2014,985,20,19,1,18,0.05,5,Law,0,1,0,12,5,1
2001,Droit,74,Lamarre,2014,986,36,30,1,29,0.03,3,Law,1,0,0,19,8,2
2002,Droit,74,Lamarre,2014,987,32,28,6,22,0.21,21,Law,5,1,0,15,7,0
2003,Droit,74,Lamarre,2014,988,24,16,3,13,0.19,19,Law,1,2,0,8,4,1
2004,Droit,74,Lamarre,2014,989,11,7,2,5,0.29,29,Law,1,1,0,3,1,1
2005,Droit,74,Lamarre,2014,990,14,5,1,4,0.2,20,Law,1,0,0,2,2,0
2006,Droit,74,Lamarre,2014,991,10,6,1,5,0.17,17,Law,0,1,0,3,2,0
2007,Droit,74,Lamarre,2014,992,18,12,2,10,0.17,17,Law,1,1,0,6,3,1
2008,Droit,74,Lamarre,2014,993,50,22,2,20,0.09,9,Law,1,1,0,13,6,1
2009,Droit,74,Lamarre,2014,994,5,3,1,2,0.33,33,Law,1,0,0,2,0,0
2010,Droit,74,Lamarre,2014,995,7,7,1,6,0.14,14,Law,1,0,0,3,2,1
2011,Droit,74,Lamarre,2014,996,38,21,3,18,0.14,14,Law,2,1,0,13,4,1
2012,Droit,74,Lamarre,2014,997,39,20,1,19,0.05,5,Law,1,0,0,12,6,1
2013,Droit,74,Lamarre,2014,998,23,18,3,15,0.17,17,Law,3,0,0,10,5,0
2014,Droit,74,Lamarre,2014,999,22,21,1,20,0.05,5,Law,1,0,0,13,6,1
2015,Droit,74,Lamarre,2014,1000,33,17,7,10,0.41,41,Law,4,3,0,6,3,1
2016,Droit,75,Cazes,2014,1001,31,31,6,25,0.19,19,Law,2,3,1,15,8,2
2017,Droit,75,Cazes,2014,1002,15,13,1,12,0.08,8,Law,1,0,0,8,4,0
2018,Droit,75,Cazes,2014,1003,39,34,5,29,0.15,15,Law,1,3,1,18,9,2
2019,Droit,75,Cazes,2014,1004,15,10,1,9,0.1,10,Law,0,1,0,6,3,0
2020,Droit,75,Cazes,2014,1005,16,14,1,13,0.07,7,Law,0,1,0,8,4,1
2021,Droit,75,Cazes,2014,1006,38,23,10,13,0.43,43,Law,6,3,1,7,5,1
2022,Droit,75,Cazes,2014,1007,11,5,1,4,0.2,20,Law,1,0,0,1,2,1
2023,Droit,75,Cazes,2014,1008,6,4,1,3,0.25,25,Law,1,0,0,1,1,1
2024,Droit,75,Cazes,2014,1009,24,18,3,15,0.17,17,Law,3,0,0,10,4,1
2025,Droit,75,Cazes,2014,1010,14,14,3,11,0.21,21,Law,2,1,0,8,2,1
2026,Droit,75,Cazes,2014,1011,40,28,6,22,0.21,21,Law,3,2,1,14,6,2
2027,Droit,75,Cazes,2014,1012,5,2,1,1,0.5,50,Law,0,1,0,1,0,0
2028,Droit,75,Cazes,2014,1013,29,25,4,21,0.16,16,Law,2,1,1,13,7,1
2029,Droit,75,Cazes,2014,1014,37,25,7,18,0.28,28,Law,5,2,0,12,5,1
2030,Droit,75,Cazes,2014,1015,23,7,2,5,0.29,29,Law,1,1,0,2,2,1
2031,Droit,75,Cazes,2014,1016,37,23,2,21,0.09,9,Law,2,0,0,14,7,0
2032,Philosophie,1,Bussiere,2015,1,8,3,1,2,0.33,33,Philosophy,0,1,0,1,1,0
2033,Philosophie,1,Bussiere,2015,2,35,22,5,17,0.23,23,Philosophy,2,2,1,11,5,1
2034,Philosophie,1,Bussiere,2015,3,7,2,1,1,0.5,50,Philosophy,0,1,0,0,1,0
2035,Philosophie,1,Bussiere,2015,4,30,19,2,17,0.11,11,Philosophy,2,0,0,11,5,1
2036,Philosophie,1,Bussiere,2015,5,32,13,3,10,0.23,23,Philosophy,1,2,0,6,3,1
2037,Philosophie,1,Bussiere,2015,6,18,12,3,9,0.25,25,Philosophy,3,0,0,6,3,0
2038,Philosophie,1,Bussiere,2015,7,36,25,25,0,1.0,100,Philosophy,11,12,2,0,0,0
2039,Philosophie,1,Bussiere,2015,8,30,21,4,17,0.19,19,Philosophy,2,2,0,11,6,0
2040,Philosophie,1,Bussiere,2015,9,28,19,3,16,0.16,16,Philosophy,2,1,0,11,4,1
2041,Philosophie,1,Bussiere,2015,10,30,24,4,20,0.17,17,Philosophy,2,1,1,13,6,1
2042,Philosophie,1,Bussiere,2015,11,38,21,3,18,0.14,14,Philosophy,2,1,0,12,5,1
2043,Philosophie,1,Bussiere,2015,12,37,18,3,15,0.17,17,Philosophy,2,1,0,10,5,0
2044,Philosophie,1,Bussiere,2015,13,12,8,2,6,0.25,25,Philosophy,2,0,0,4,1,1
2045,Philosophie,1,Bussiere,2015,14,7,2,1,1,0.5,50,Philosophy,1,0,0,0,1,0
2046,Philosophie,1,Bussiere,2015,15,7,5,1,4,0.2,20,Philosophy,1,0,0,1,2,1
2047,Philosophie,1,Bussiere,2015,16,17,12,2,10,0.17,17,Philosophy,2,0,0,6,3,1
2048,Philosophie,2,Garceau,2015,17,20,8,2,6,0.25,25,Philosophy,2,0,0,4,1,1
2049,Philosophie,2,Garceau,2015,18,10,4,1,3,0.25,25,Philosophy,1,0,0,2,1,0
2050,Philosophie,2,Garceau,2015,19,26,8,2,6,0.25,25,Philosophy,1,1,0,3,2,1
2051,Philosophie,2,Garceau,2015,20,33,18,1,17,0.06,6,Philosophy,0,1,0,11,6,0
2052,Philosophie,2,Garceau,2015,21,6,2,1,1,0.5,50,Philosophy,0,1,0,0,1,0
2053,Philosophie,2,Garceau,2015,22,49,45,5,40,0.11,11,Philosophy,2,2,1,26,13,1
2054,Philosophie,2,Garceau,2015,23,15,6,1,5,0.17,17,Philosophy,0,1,0,3,1,1
2055,Philosophie,2,Garceau,2015,24,5,4,1,3,0.25,25,Philosophy,0,1,0,2,1,0
2056,Philosophie,2,Garceau,2015,25,25,14,3,11,0.21,21,Philosophy,2,1,0,8,2,1
2057,Philosophie,3,Devault,2015,26,13,4,1,3,0.25,25,Philosophy,0,1,0,2,1,0
2058,Philosophie,3,Devault,2015,27,36,20,3,17,0.15,15,Philosophy,2,1,0,12,5,0
2059,Philosophie,3,Devault,2015,28,19,17,4,13,0.24,24,Philosophy,2,2,0,9,4,0
2060,Philosophie,3,Devault,2015,29,35,10,1,9,0.1,10,Philosophy,1,0,0,6,3,0
2061,Philosophie,3,Devault,2015,30,22,8,1,7,0.12,12,Philosophy,1,0,0,5,2,0
2062,Philosophie,3,Devault,2015,31,9,4,1,3,0.25,25,Philosophy,0,1,0,1,1,1
2063,Philosophie,3,Devault,2015,32,15,5,2,3,0.4,40,Philosophy,2,0,0,1,2,0
2064,Philosophie,3,Devault,2015,33,6,4,1,3,0.25,25,Philosophy,0,1,0,2,1,0
2065,Philosophie,3,Devault,2015,34,11,7,2,5,0.29,29,Philosophy,2,0,0,3,1,1
2066,Philosophie,3,Devault,2015,35,16,5,2,3,0.4,40,Philosophy,0,2,0,2,0,1
2067,Philosophie,3,Devault,2015,36,13,6,1,5,0.17,17,Philosophy,1,0,0,3,1,1
2068,Philosophie,4,Gibel,2015,37,15,4,1,3,0.25,25,Philosophy,0,1,0,2,1,0
2069,Philosophie,4,Gibel,2015,38,14,14,4,10,0.29,29,Philosophy,3,1,0,6,3,1
2070,Philosophie,4,Gibel,2015,39,23,7,2,5,0.29,29,Philosophy,1,1,0,2,2,1
2071,Philosophie,4,Gibel,2015,40,6,2,1,1,0.5,50,Philosophy,0,1,0,1,0,0
2072,Philosophie,4,Gibel,2015,41,13,5,1,4,0.2,20,Philosophy,0,1,0,2,2,0
2073,Philosophie,4,Gibel,2015,42,26,22,5,17,0.23,23,Philosophy,4,1,0,11,6,0
2074,Philosophie,4,Gibel,2015,43,12,7,1,6,0.14,14,Philosophy,0,1,0,3,2,1
2075,Philosophie,4,Gibel,2015,44,7,2,2,0,1.0,100,Philosophy,1,1,0,0,0,0
2076,Philosophie,4,Gibel,2015,45,6,5,1,4,0.2,20,Philosophy,1,0,0,2,1,1
2077,Philosophie,4,Gibel,2015,46,10,6,1,5,0.17,17,Philosophy,1,0,0,2,2,1
2078,Philosophie,4,Gibel,2015,47,7,6,2,4,0.33,33,Philosophy,1,1,0,3,0,1
2079,Philosophie,4,Gibel,2015,48,42,34,10,24,0.29,29,Philosophy,6,4,0,17,5,2
2080,Philosophie,4,Gibel,2015,49,29,27,4,23,0.15,15,Philosophy,2,2,0,16,5,2
2081,Philosophie,4,Gibel,2015,50,28,15,3,12,0.2,20,Philosophy,1,1,1,8,3,1
2082,Philosophie,4,Gibel,2015,51,47,45,6,39,0.13,13,Philosophy,1,4,1,26,11,2
2083,Philosophie,4,Gibel,2015,52,18,6,2,4,0.33,33,Philosophy,2,0,0,1,2,1
