,Department,Teacher_ID,Teacher_Name,Year,Course_ID,Course_Duration,Course_Ressources,Course_Ress_Digit,Course_Ress_inClass,Digitalization_Ressource_Ratio,Digitalization_Ressource_Percent,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
886,History,65,Bollard,2013,887,5,5,1,4,0.2,20,1,0,0,1,2,1
887,History,65,Bollard,2013,888,12,5,1,4,0.2,20,1,0,0,2,1,1
888,History,65,Bollard,2013,889,24,22,8,14,0.36,36,5,2,1,8,5,1
889,History,65,Bollard,2013,890,22,15,5,10,0.33,33,3,2,0,6,3,1
890,History,65,Bollard,2013,891,12,10,3,7,0.3,30,1,1,1,4,2,1
891,History,65,Bollard,2013,892,36,31,14,17,0.45,45,6,7,1,12,4,1
892,History,65,Bollard,2013,893,50,19,5,14,0.26,26,1,3,1,8,5,1
893,History,65,Bollard,2013,894,11,11,1,10,0.09,9,0,1,0,6,3,1
894,History,65,Bollard,2013,895,9,4,1,3,0.25,25,0,1,0,1,1,1
895,History,65,Bollard,2013,896,8,8,3,5,0.38,38,1,1,1,2,2,1
896,History,65,Bollard,2013,897,8,4,2,2,0.5,50,2,0,0,2,0,0
897,History,65,Bollard,2013,898,15,5,1,4,0.2,20,0,1,0,2,2,0
898,History,65,Bollard,2013,899,9,8,4,4,0.5,50,3,1,0,2,2,0
899,History,65,Bollard,2013,900,14,6,3,3,0.5,50,2,1,0,2,1,0
900,History,65,Bollard,2013,901,15,15,7,8,0.47,47,3,4,0,5,3,0
901,History,65,Bollard,2013,902,51,32,7,25,0.22,22,5,1,1,17,8,0
902,History,65,Bollard,2013,903,7,3,1,2,0.33,33,1,0,0,2,0,0
903,History,65,Bollard,2013,904,15,14,2,12,0.14,14,2,0,0,8,4,0
904,History,65,Bollard,2013,905,23,14,5,9,0.36,36,2,3,0,5,3,1
905,History,66,Beaucage,2013,906,15,11,2,9,0.18,18,1,1,0,5,3,1
906,History,66,Beaucage,2013,907,23,17,8,9,0.47,47,5,2,1,5,3,1
907,History,66,Beaucage,2013,908,36,9,4,5,0.44,44,1,2,1,4,1,0
908,History,66,Beaucage,2013,909,15,13,3,10,0.23,23,1,1,1,6,3,1
909,History,66,Beaucage,2013,910,8,3,2,1,0.67,67,1,1,0,0,1,0
910,History,66,Beaucage,2013,911,39,38,10,28,0.26,26,5,5,0,17,9,2
911,History,66,Beaucage,2013,912,15,11,5,6,0.45,45,3,1,1,4,1,1
912,History,66,Beaucage,2013,913,35,24,4,20,0.17,17,2,2,0,13,6,1
913,History,66,Beaucage,2013,914,11,5,1,4,0.2,20,0,1,0,2,2,0
914,History,66,Beaucage,2013,915,27,20,6,14,0.3,30,5,1,0,9,4,1
915,History,66,Beaucage,2013,916,14,6,2,4,0.33,33,2,0,0,2,1,1
916,History,66,Beaucage,2013,917,15,7,3,4,0.43,43,1,1,1,3,1,0
917,History,66,Beaucage,2013,918,11,3,1,2,0.33,33,0,1,0,1,1,0
918,History,66,Beaucage,2013,919,14,4,2,2,0.5,50,1,1,0,2,0,0
919,History,66,Beaucage,2013,920,23,23,11,12,0.48,48,7,4,0,8,3,1
920,History,66,Beaucage,2013,921,32,31,10,21,0.32,32,7,3,0,13,6,2
921,History,66,Beaucage,2013,922,15,4,2,2,0.5,50,2,0,0,2,0,0
922,History,66,Beaucage,2013,923,7,6,3,3,0.5,50,1,2,0,2,1,0
923,History,66,Beaucage,2013,924,11,10,1,9,0.1,10,0,1,0,5,3,1
924,History,67,Buis,2013,925,31,28,11,17,0.39,39,7,2,2,12,4,1
925,History,67,Buis,2013,926,14,6,1,5,0.17,17,1,0,0,2,2,1
926,History,67,Buis,2013,927,35,25,12,13,0.48,48,5,6,1,9,3,1
927,History,67,Buis,2013,928,38,34,15,19,0.44,44,9,4,2,13,5,1
928,History,67,Buis,2013,929,44,44,17,27,0.39,39,10,7,0,16,9,2
929,History,67,Buis,2013,930,14,7,2,5,0.29,29,2,0,0,2,2,1
930,History,67,Buis,2013,931,35,10,5,5,0.5,50,2,3,0,2,2,1
931,History,67,Buis,2013,932,26,18,4,14,0.22,22,2,1,1,9,4,1
932,History,67,Buis,2013,933,33,29,11,18,0.38,38,7,2,2,12,5,1
933,History,67,Buis,2013,934,49,45,21,24,0.47,47,12,8,1,16,8,0
934,History,67,Buis,2013,935,36,13,3,10,0.23,23,2,1,0,7,2,1
935,History,67,Buis,2013,936,40,23,4,19,0.17,17,1,2,1,13,5,1
936,History,68,Lefebure,2013,937,9,5,2,3,0.4,40,2,0,0,1,1,1
937,History,68,Lefebure,2013,938,17,16,7,9,0.44,44,5,1,1,6,2,1
938,History,68,Lefebure,2013,939,50,38,6,32,0.16,16,3,3,0,20,10,2
939,History,68,Lefebure,2013,940,14,7,1,6,0.14,14,0,1,0,3,2,1
940,History,68,Lefebure,2013,941,35,23,3,20,0.13,13,1,2,0,13,6,1
941,History,68,Lefebure,2013,942,23,21,3,18,0.14,14,3,0,0,12,5,1
942,History,68,Lefebure,2013,943,15,8,2,6,0.25,25,1,1,0,4,2,0
943,History,68,Lefebure,2013,944,12,8,2,6,0.25,25,2,0,0,4,2,0
944,History,68,Lefebure,2013,945,28,16,8,8,0.5,50,6,1,1,6,2,0
945,History,68,Lefebure,2013,946,27,14,6,8,0.43,43,3,2,1,4,3,1
946,History,68,Lefebure,2013,947,26,12,5,7,0.42,42,3,1,1,3,3,1
947,History,68,Lefebure,2013,948,10,10,5,5,0.5,50,3,2,0,3,1,1
948,History,68,Lefebure,2013,949,6,5,1,4,0.2,20,0,1,0,3,1,0
949,History,68,Lefebure,2013,950,10,10,4,6,0.4,40,2,1,1,4,1,1
950,History,68,Lefebure,2013,951,57,55,9,46,0.16,16,6,3,0,30,14,2
951,History,68,Lefebure,2013,952,15,7,2,5,0.29,29,1,1,0,3,2,0
952,History,68,Lefebure,2013,953,20,15,6,9,0.4,40,4,2,0,6,2,1
953,History,69,Aubert,2013,954,13,8,1,7,0.12,12,1,0,0,4,3,0
954,History,69,Aubert,2013,955,15,10,4,6,0.4,40,3,1,0,3,2,1
955,History,69,Aubert,2013,956,24,14,1,13,0.07,7,0,1,0,8,4,1
956,History,69,Aubert,2013,957,23,15,8,7,0.53,53,5,3,0,4,2,1
957,History,69,Aubert,2013,958,50,44,7,37,0.16,16,5,1,1,25,12,0
958,History,69,Aubert,2013,959,15,14,5,9,0.36,36,1,3,1,6,2,1
959,History,69,Aubert,2013,960,5,4,2,2,0.5,50,2,0,0,2,0,0
960,History,69,Aubert,2013,961,33,13,3,10,0.23,23,1,1,1,7,3,0
961,History,69,Aubert,2013,962,38,33,8,25,0.24,24,4,3,1,17,6,2
962,History,69,Aubert,2013,963,58,43,3,40,0.07,7,2,1,0,26,12,2
963,History,69,Aubert,2013,964,38,29,3,26,0.1,10,3,0,0,17,7,2
964,History,69,Aubert,2013,965,52,14,5,9,0.36,36,2,2,1,5,3,1
965,History,69,Aubert,2013,966,11,7,3,4,0.43,43,2,1,0,2,2,0
966,History,70,Fortin,2013,967,26,26,12,14,0.46,46,7,5,0,8,5,1
967,History,70,Fortin,2013,968,10,3,1,2,0.33,33,1,0,0,2,0,0
968,History,70,Fortin,2013,969,7,2,1,1,0.5,50,1,0,0,1,0,0
969,History,70,Fortin,2013,970,33,11,3,8,0.27,27,3,0,0,6,2,0
970,History,70,Fortin,2013,971,39,20,2,18,0.1,10,2,0,0,12,5,1
971,History,70,Fortin,2013,972,9,4,1,3,0.25,25,0,1,0,2,1,0
972,History,70,Fortin,2013,973,31,22,7,15,0.32,32,5,1,1,10,4,1
973,History,70,Fortin,2013,974,20,10,4,6,0.4,40,1,2,1,3,2,1
974,History,70,Fortin,2013,975,24,19,5,14,0.26,26,4,1,0,10,3,1
975,History,70,Fortin,2013,976,13,10,2,8,0.2,20,1,1,0,6,1,1
976,History,70,Fortin,2013,977,10,3,2,1,0.67,67,1,1,0,0,1,0
977,History,70,Fortin,2013,978,15,9,3,6,0.33,33,1,1,1,3,2,1
978,History,70,Fortin,2013,979,6,6,1,5,0.17,17,1,0,0,3,1,1
979,History,70,Fortin,2013,980,18,15,4,11,0.27,27,2,1,1,7,4,0
980,History,70,Fortin,2013,981,18,6,1,5,0.17,17,1,0,0,3,2,0
981,History,70,Fortin,2013,982,56,48,19,29,0.4,40,8,9,2,19,9,1
982,History,70,Fortin,2013,983,24,15,3,12,0.2,20,1,2,0,7,4,1
983,History,70,Fortin,2013,984,33,22,7,15,0.32,32,3,3,1,10,4,1
984,Economy,1,Lenoir,2014,1,14,4,2,2,0.5,50,2,0,0,2,0,0
985,Economy,1,Lenoir,2014,2,22,12,2,10,0.17,17,1,1,0,7,3,0
986,Economy,1,Lenoir,2014,3,17,17,6,11,0.35,35,2,3,1,6,4,1
987,Economy,1,Lenoir,2014,4,15,6,2,4,0.33,33,2,0,0,2,1,1
988,Economy,1,Lenoir,2014,5,37,25,3,22,0.12,12,2,1,0,15,7,0
989,Economy,1,Lenoir,2014,6,19,5,2,3,0.4,40,2,0,0,2,1,0
990,Economy,1,Lenoir,2014,7,20,10,5,5,0.5,50,1,3,1,3,1,1
991,Economy,1,Lenoir,2014,8,11,7,3,4,0.43,43,3,0,0,1,2,1
992,Economy,1,Lenoir,2014,9,6,3,1,2,0.33,33,1,0,0,2,0,0
993,Economy,1,Lenoir,2014,10,16,5,2,3,0.4,40,1,1,0,2,1,0
994,Economy,1,Lenoir,2014,11,30,11,1,10,0.09,9,1,0,0,7,2,1
995,Economy,1,Lenoir,2014,12,18,5,1,4,0.2,20,0,1,0,2,2,0
996,Economy,1,Lenoir,2014,13,24,15,4,11,0.27,27,3,1,0,7,4,0
997,Economy,1,Lenoir,2014,14,9,4,2,2,0.5,50,1,1,0,2,0,0
998,Economy,1,Lenoir,2014,15,10,8,3,5,0.38,38,1,1,1,4,1,0
999,Economy,1,Lenoir,2014,16,25,24,10,14,0.42,42,7,3,0,9,4,1
1000,Economy,1,Lenoir,2014,17,8,5,1,4,0.2,20,0,1,0,1,2,1
1001,Economy,1,Lenoir,2014,18,5,4,2,2,0.5,50,1,1,0,1,1,0
1002,Economy,1,Lenoir,2014,19,56,41,1,40,0.02,2,1,0,0,26,12,2
1003,Economy,1,Lenoir,2014,20,27,17,4,13,0.24,24,1,2,1,8,4,1
1004,Economy,2,Gile,2014,21,50,16,5,11,0.31,31,3,2,0,8,2,1
1005,Economy,2,Gile,2014,22,12,10,1,9,0.1,10,1,0,0,6,3,0
1006,Economy,2,Gile,2014,23,51,48,24,24,0.5,50,13,10,1,14,8,2
1007,Economy,2,Gile,2014,24,32,18,6,12,0.33,33,3,3,0,8,3,1
1008,Economy,2,Gile,2014,25,13,9,3,6,0.33,33,1,1,1,3,2,1
1009,Economy,2,Gile,2014,26,28,12,4,8,0.33,33,4,0,0,4,3,1
1010,Economy,2,Gile,2014,27,39,14,2,12,0.14,14,1,1,0,8,4,0
1011,Economy,2,Gile,2014,28,35,20,8,12,0.4,40,3,4,1,8,4,0
1012,Economy,2,Gile,2014,29,28,12,7,5,0.58,58,1,5,1,5,0,0
1013,Economy,2,Gile,2014,30,39,27,3,24,0.11,11,1,2,0,16,7,1
1014,Economy,2,Gile,2014,31,21,14,3,11,0.21,21,1,2,0,8,2,1
1015,Economy,2,Gile,2014,32,21,7,2,5,0.29,29,2,0,0,3,1,1
1016,Economy,3,Detienne,2014,33,46,35,4,31,0.11,11,1,2,1,20,9,2
1017,Economy,3,Detienne,2014,34,8,5,2,3,0.4,40,2,0,0,2,1,0
1018,Economy,3,Detienne,2014,35,21,15,5,10,0.33,33,1,3,1,6,3,1
1019,Economy,3,Detienne,2014,36,33,23,4,19,0.17,17,3,1,0,13,5,1
1020,Economy,3,Detienne,2014,37,36,23,3,20,0.13,13,1,2,0,13,6,1
1021,Economy,3,Detienne,2014,38,15,15,4,11,0.27,27,1,2,1,6,4,1
1022,Economy,3,Detienne,2014,39,22,15,9,6,0.6,60,3,5,1,5,1,0
1023,Economy,3,Detienne,2014,40,26,11,6,5,0.55,55,3,1,2,4,1,0
1024,Economy,3,Detienne,2014,41,12,5,2,3,0.4,40,2,0,0,1,1,1
1025,Economy,3,Detienne,2014,42,12,5,1,4,0.2,20,1,0,0,1,2,1
1026,Economy,3,Detienne,2014,43,14,13,2,11,0.15,15,1,1,0,8,3,0
1027,Economy,3,Detienne,2014,44,17,7,4,3,0.57,57,2,1,1,1,2,0
1028,Economy,3,Detienne,2014,45,19,8,4,4,0.5,50,1,3,0,2,1,1
1029,Economy,3,Detienne,2014,46,8,5,2,3,0.4,40,1,1,0,2,1,0
1030,Economy,3,Detienne,2014,47,44,17,7,10,0.41,41,5,1,1,7,2,1
1031,Economy,3,Detienne,2014,48,33,20,10,10,0.5,50,5,4,1,7,3,0
1032,Economy,4,Deville,2014,49,35,29,8,21,0.28,28,4,4,0,13,7,1
1033,Economy,4,Deville,2014,50,23,13,3,10,0.23,23,1,2,0,7,3,0
1034,Economy,4,Deville,2014,51,8,4,2,2,0.5,50,2,0,0,1,1,0
1035,Economy,4,Deville,2014,52,18,16,3,13,0.19,19,1,2,0,10,3,0
1036,Economy,4,Deville,2014,53,7,3,2,1,0.67,67,2,0,0,1,0,0
1037,Economy,4,Deville,2014,54,36,22,1,21,0.05,5,0,1,0,14,5,2
1038,Economy,4,Deville,2014,55,40,39,9,30,0.23,23,7,1,1,19,9,2
1039,Economy,4,Deville,2014,56,13,12,1,11,0.08,8,1,0,0,8,3,0
1040,Economy,4,Deville,2014,57,19,14,3,11,0.21,21,1,2,0,8,3,0
1041,Economy,5,St. Jean,2014,58,26,18,10,8,0.56,56,7,3,0,5,2,1
1042,Economy,5,St. Jean,2014,59,41,22,3,19,0.14,14,1,2,0,13,5,1
1043,Economy,5,St. Jean,2014,60,39,17,5,12,0.29,29,2,3,0,9,2,1
1044,Economy,5,St. Jean,2014,61,36,36,7,29,0.19,19,5,2,0,19,9,1
1045,Economy,5,St. Jean,2014,62,31,15,4,11,0.27,27,2,1,1,6,4,1
1046,Economy,5,St. Jean,2014,63,6,2,1,1,0.5,50,1,0,0,1,0,0
1047,Economy,5,St. Jean,2014,64,37,19,3,16,0.16,16,1,1,1,11,5,0
1048,Economy,5,St. Jean,2014,65,9,9,4,5,0.44,44,1,2,1,4,0,1
1049,Economy,5,St. Jean,2014,66,32,18,10,8,0.56,56,6,3,1,6,1,1
1050,Economy,5,St. Jean,2014,67,7,7,2,5,0.29,29,2,0,0,2,2,1
1051,Economy,5,St. Jean,2014,68,14,14,2,12,0.14,14,0,2,0,9,3,0
1052,Economy,5,St. Jean,2014,69,28,27,9,18,0.33,33,4,5,0,11,6,1
1053,Economy,5,St. Jean,2014,70,5,5,1,4,0.2,20,0,1,0,3,1,0
1054,Economy,5,St. Jean,2014,71,35,35,1,34,0.03,3,1,0,0,23,11,0
1055,Economy,5,St. Jean,2014,72,6,3,1,2,0.33,33,0,1,0,2,0,0
1056,Economy,5,St. Jean,2014,73,28,24,14,10,0.58,58,9,4,1,6,3,1
1057,Engineering,6,Paley,2014,74,39,36,5,31,0.14,14,2,2,1,21,10,0
1058,Engineering,6,Paley,2014,75,8,3,2,1,0.67,67,2,0,0,0,1,0
1059,Engineering,6,Paley,2014,76,34,20,8,12,0.4,40,5,2,1,8,4,0
1060,Engineering,6,Paley,2014,77,7,5,3,2,0.6,60,2,1,0,2,0,0
1061,Engineering,6,Paley,2014,78,32,11,4,7,0.36,36,2,1,1,4,2,1
1062,Engineering,6,Paley,2014,79,17,14,4,10,0.29,29,2,2,0,7,3,0
1063,Engineering,6,Paley,2014,80,50,41,4,37,0.1,10,3,1,0,24,11,2
1064,Engineering,6,Paley,2014,81,10,10,3,7,0.3,30,1,2,0,4,3,0
1065,Engineering,6,Paley,2014,82,9,8,4,4,0.5,50,3,1,0,3,1,0
1066,Engineering,6,Paley,2014,83,14,12,6,6,0.5,50,3,3,0,3,2,1
1067,Engineering,6,Paley,2014,84,11,4,1,3,0.25,25,1,0,0,1,1,1
1068,Engineering,6,Paley,2014,85,20,19,6,13,0.32,32,5,1,0,8,4,1
1069,Engineering,6,Paley,2014,86,37,33,14,19,0.42,42,8,4,2,11,6,2
1070,Engineering,6,Paley,2014,87,49,25,6,19,0.24,24,4,1,1,12,6,1
1071,Engineering,6,Paley,2014,88,27,11,5,6,0.45,45,3,1,1,3,2,1
1072,Engineering,6,Paley,2014,89,30,14,7,7,0.5,50,4,3,0,4,3,0
1073,Engineering,7,Marotte,2014,90,31,27,15,12,0.56,56,7,7,1,8,3,1
1074,Engineering,7,Marotte,2014,91,28,9,3,6,0.33,33,2,1,0,3,2,1
1075,Engineering,7,Marotte,2014,92,55,27,15,12,0.56,56,6,9,0,9,3,0
1076,Engineering,7,Marotte,2014,93,15,10,5,5,0.5,50,2,2,1,3,2,0
1077,Engineering,7,Marotte,2014,94,53,22,5,17,0.23,23,4,1,0,12,5,0
1078,Engineering,7,Marotte,2014,95,13,8,4,4,0.5,50,2,1,1,1,2,1
1079,Engineering,7,Marotte,2014,96,27,16,7,9,0.44,44,5,1,1,6,3,0
1080,Engineering,7,Marotte,2014,97,29,14,3,11,0.21,21,1,1,1,7,4,0
1081,Engineering,7,Marotte,2014,98,11,9,1,8,0.11,11,1,0,0,5,2,1
1082,Engineering,7,Marotte,2014,99,15,11,5,6,0.45,45,2,2,1,4,1,1
1083,Engineering,7,Marotte,2014,100,23,22,5,17,0.23,23,3,2,0,11,6,0
1084,Engineering,7,Marotte,2014,101,24,9,5,4,0.56,56,2,3,0,4,0,0
1085,Engineering,7,Marotte,2014,102,38,38,2,36,0.05,5,1,1,0,24,11,1
1086,Engineering,7,Marotte,2014,103,18,14,9,5,0.64,64,5,3,1,2,2,1
1087,Engineering,8,Constantineau,2014,104,22,22,1,21,0.05,5,1,0,0,12,7,2
1088,Engineering,8,Constantineau,2014,105,15,10,5,5,0.5,50,1,3,1,4,1,0
1089,Engineering,8,Constantineau,2014,106,8,5,1,4,0.2,20,1,0,0,2,2,0
1090,Engineering,8,Constantineau,2014,107,38,33,4,29,0.12,12,2,2,0,19,9,1
1091,Engineering,8,Constantineau,2014,108,22,6,3,3,0.5,50,3,0,0,2,1,0
1092,Engineering,8,Constantineau,2014,109,55,37,2,35,0.05,5,2,0,0,23,10,2
1093,Engineering,8,Constantineau,2014,110,6,2,1,1,0.5,50,0,1,0,0,1,0
1094,Engineering,8,Constantineau,2014,111,29,11,5,6,0.45,45,2,3,0,5,1,0
1095,Engineering,9,Berry,2014,112,38,13,7,6,0.54,54,4,2,1,4,1,1
1096,Engineering,9,Berry,2014,113,40,32,12,20,0.38,38,7,5,0,13,5,2
1097,Engineering,9,Berry,2014,114,6,6,4,2,0.67,67,2,2,0,1,1,0
1098,Engineering,9,Berry,2014,115,23,16,2,14,0.12,12,1,1,0,10,4,0
1099,Engineering,9,Berry,2014,116,15,7,1,6,0.14,14,0,1,0,4,2,0
1100,Engineering,9,Berry,2014,117,27,12,5,7,0.42,42,3,1,1,4,2,1
1101,Engineering,9,Berry,2014,118,50,49,16,33,0.33,33,11,5,0,22,9,2
1102,Engineering,9,Berry,2014,119,52,39,12,27,0.31,31,6,4,2,18,7,2
1103,Engineering,9,Berry,2014,120,7,2,1,1,0.5,50,0,1,0,1,0,0
1104,Engineering,9,Berry,2014,121,9,4,1,3,0.25,25,1,0,0,2,1,0
1105,Engineering,9,Berry,2014,122,56,35,18,17,0.51,51,14,3,1,11,6,0
1106,Engineering,9,Berry,2014,123,9,9,3,6,0.33,33,1,1,1,4,2,0
1107,Engineering,9,Berry,2014,124,10,3,2,1,0.67,67,2,0,0,1,0,0
1108,Engineering,9,Berry,2014,125,35,32,1,31,0.03,3,1,0,0,20,10,1
1109,Engineering,10,Pierron,2014,126,13,13,6,7,0.46,46,2,3,1,5,1,1
1110,Engineering,10,Pierron,2014,127,7,3,1,2,0.33,33,1,0,0,2,0,0
1111,Engineering,10,Pierron,2014,128,8,7,3,4,0.43,43,2,1,0,2,1,1
1112,Engineering,10,Pierron,2014,129,15,5,3,2,0.6,60,2,1,0,1,1,0
1113,Engineering,10,Pierron,2014,130,33,20,9,11,0.45,45,5,3,1,6,4,1
1114,Engineering,10,Pierron,2014,131,15,6,1,5,0.17,17,1,0,0,3,2,0
1115,Engineering,10,Pierron,2014,132,29,18,7,11,0.39,39,5,1,1,6,4,1
1116,Engineering,10,Pierron,2014,133,25,25,3,22,0.12,12,2,1,0,15,7,0
1117,Engineering,10,Pierron,2014,134,24,14,8,6,0.57,57,3,4,1,4,2,0
1118,Engineering,10,Pierron,2014,135,12,4,1,3,0.25,25,0,1,0,2,1,0
1119,Engineering,10,Pierron,2014,136,27,9,2,7,0.22,22,0,2,0,5,2,0
1120,Engineering,10,Pierron,2014,137,19,11,3,8,0.27,27,3,0,0,4,3,1
1121,Engineering,10,Pierron,2014,138,14,9,4,5,0.44,44,1,2,1,4,1,0
1122,Engineering,10,Pierron,2014,139,9,5,1,4,0.2,20,1,0,0,2,2,0
1123,Engineering,10,Pierron,2014,140,54,27,11,16,0.41,41,7,3,1,10,6,0
1124,Engineering,10,Pierron,2014,141,22,7,3,4,0.43,43,1,2,0,2,1,1
1125,Engineering,10,Pierron,2014,142,29,19,3,16,0.16,16,1,2,0,11,5,0
1126,Engineering,10,Pierron,2014,143,24,11,5,6,0.45,45,4,1,0,4,2,0
1127,Engineering,11,Levert,2014,144,7,6,2,4,0.33,33,2,0,0,1,2,1
1128,Engineering,11,Levert,2014,145,6,2,1,1,0.5,50,0,1,0,1,0,0
1129,Engineering,11,Levert,2014,146,13,10,2,8,0.2,20,1,1,0,6,2,0
1130,Engineering,11,Levert,2014,147,11,5,2,3,0.4,40,2,0,0,1,1,1
1131,Engineering,11,Levert,2014,148,31,13,8,5,0.62,62,5,2,1,3,1,1
1132,Engineering,11,Levert,2014,149,42,42,4,38,0.1,10,2,1,1,24,12,2
1133,Engineering,11,Levert,2014,150,13,11,3,8,0.27,27,2,1,0,4,3,1
1134,Engineering,11,Levert,2014,151,40,11,4,7,0.36,36,3,1,0,5,2,0
1135,Engineering,11,Levert,2014,152,11,3,2,1,0.67,67,2,0,0,1,0,0
1136,Engineering,11,Levert,2014,153,14,8,4,4,0.5,50,1,2,1,3,1,0
1137,Engineering,11,Levert,2014,154,20,20,5,15,0.25,25,2,2,1,10,5,0
1138,Engineering,11,Levert,2014,155,11,6,1,5,0.17,17,1,0,0,3,2,0
1139,Engineering,11,Levert,2014,156,7,5,2,3,0.4,40,2,0,0,1,1,1
1140,Engineering,11,Levert,2014,157,8,6,1,5,0.17,17,0,1,0,3,1,1
1141,Engineering,11,Levert,2014,158,27,7,1,6,0.14,14,0,1,0,4,1,1
1142,Engineering,11,Levert,2014,159,42,42,1,41,0.02,2,1,0,0,27,12,2
1143,Engineering,11,Levert,2014,160,25,12,6,6,0.5,50,1,3,2,5,1,0
1144,Engineering,11,Levert,2014,161,9,9,1,8,0.11,11,0,1,0,6,2,0
1145,Engineering,11,Levert,2014,162,13,4,2,2,0.5,50,2,0,0,2,0,0
1146,Engineering,11,Levert,2014,163,9,9,2,7,0.22,22,2,0,0,4,2,1
1147,Engineering,11,Levert,2014,164,5,5,2,3,0.4,40,2,0,0,2,1,0
1148,Engineering,11,Levert,2014,165,27,21,5,16,0.24,24,4,1,0,9,6,1
1149,Art,12,Gail,2014,166,40,24,11,13,0.46,46,8,3,0,9,4,0
1150,Art,12,Gail,2014,167,16,7,3,4,0.43,43,2,1,0,2,2,0
1151,Art,12,Gail,2014,168,13,5,4,1,0.8,80,2,1,1,1,0,0
1152,Art,12,Gail,2014,169,30,25,1,24,0.04,4,1,0,0,16,6,2
1153,Art,12,Gail,2014,170,46,21,10,11,0.48,48,6,4,0,6,4,1
1154,Art,12,Gail,2014,171,32,32,11,21,0.34,34,4,5,2,14,5,2
1155,Art,12,Gail,2014,172,42,37,4,33,0.11,11,3,1,0,21,10,2
1156,Art,12,Gail,2014,173,6,3,1,2,0.33,33,1,0,0,2,0,0
1157,Art,12,Gail,2014,174,34,9,2,7,0.22,22,2,0,0,5,2,0
1158,Art,12,Gail,2014,175,11,6,4,2,0.67,67,1,2,1,2,0,0
1159,Art,12,Gail,2014,176,13,6,3,3,0.5,50,1,2,0,1,1,1
1160,Art,12,Gail,2014,177,18,8,4,4,0.5,50,2,2,0,1,2,1
1161,Art,12,Gail,2014,178,27,12,2,10,0.17,17,1,1,0,6,3,1
1162,Art,12,Gail,2014,179,5,5,1,4,0.2,20,1,0,0,2,1,1
1163,Art,12,Gail,2014,180,6,2,1,1,0.5,50,0,1,0,0,1,0
1164,Art,12,Gail,2014,181,27,16,3,13,0.19,19,2,1,0,10,3,0
1165,Art,13,Bonne,2014,182,34,23,4,19,0.17,17,1,2,1,13,5,1
1166,Art,13,Bonne,2014,183,28,8,1,7,0.12,12,0,1,0,4,3,0
1167,Art,13,Bonne,2014,184,40,24,4,20,0.17,17,1,2,1,13,6,1
1168,Art,13,Bonne,2014,185,32,32,8,24,0.25,25,3,4,1,15,8,1
1169,Art,13,Bonne,2014,186,19,14,4,10,0.29,29,2,2,0,6,3,1
1170,Art,13,Bonne,2014,187,9,6,4,2,0.67,67,2,1,1,0,1,1
1171,Art,13,Bonne,2014,188,10,4,1,3,0.25,25,1,0,0,2,1,0
1172,Art,13,Bonne,2014,189,8,5,1,4,0.2,20,0,1,0,2,2,0
1173,Art,13,Bonne,2014,190,34,30,6,24,0.2,20,3,2,1,17,6,1
1174,Art,13,Bonne,2014,191,14,10,5,5,0.5,50,4,1,0,3,2,0
1175,Art,13,Bonne,2014,192,47,15,2,13,0.13,13,2,0,0,9,3,1
1176,Art,13,Bonne,2014,193,37,31,4,27,0.13,13,2,2,0,18,8,1
1177,Art,13,Bonne,2014,194,27,12,4,8,0.33,33,3,1,0,5,3,0
1178,Art,13,Bonne,2014,195,12,11,2,9,0.18,18,1,1,0,5,3,1
1179,Art,13,Bonne,2014,196,12,11,1,10,0.09,9,0,1,0,7,3,0
1180,Art,13,Bonne,2014,197,13,5,3,2,0.6,60,3,0,0,1,1,0
1181,Art,14,Agard,2014,198,30,12,4,8,0.33,33,2,2,0,5,2,1
1182,Art,14,Agard,2014,199,10,8,4,4,0.5,50,3,1,0,1,2,1
1183,Art,14,Agard,2014,200,35,22,3,19,0.14,14,3,0,0,13,6,0
1184,Art,14,Agard,2014,201,49,27,6,21,0.22,22,3,1,2,14,7,0
1185,Art,14,Agard,2014,202,58,27,14,13,0.52,52,8,6,0,9,3,1
1186,Art,14,Agard,2014,203,33,10,5,5,0.5,50,3,2,0,2,2,1
1187,Art,14,Agard,2014,204,59,57,26,31,0.46,46,13,13,0,21,8,2
1188,Art,14,Agard,2014,205,39,32,4,28,0.12,12,1,2,1,18,9,1
1189,Art,14,Agard,2014,206,23,9,2,7,0.22,22,1,1,0,5,2,0
1190,Art,14,Agard,2014,207,8,7,4,3,0.57,57,3,1,0,1,1,1
1191,Art,14,Agard,2014,208,13,9,3,6,0.33,33,3,0,0,3,3,0
1192,Art,14,Agard,2014,209,40,13,1,12,0.08,8,0,1,0,7,4,1
1193,Art,15,Boron,2014,210,40,29,6,23,0.21,21,4,2,0,15,7,1
1194,Art,15,Boron,2014,211,34,25,14,11,0.56,56,6,7,1,8,2,1
1195,Art,15,Boron,2014,212,12,3,1,2,0.33,33,1,0,0,2,0,0
1196,Art,15,Boron,2014,213,14,12,3,9,0.25,25,3,0,0,5,3,1
1197,Art,15,Boron,2014,214,47,14,7,7,0.5,50,4,2,1,6,0,1
1198,Art,15,Boron,2014,215,56,51,4,47,0.08,8,2,2,0,31,14,2
1199,Art,15,Boron,2014,216,15,4,2,2,0.5,50,2,0,0,1,1,0
