,Universite,Departement,Teacher_ID,Teacher_Name,Teacher_Gender,Teacher_Seniority,Teacher_Digit,Teacher_Ress
278,Angers,Informatique,279,Sens,Femme,Plus de 15 ans,0,Jamais
279,Angers,Informatique,280,Forquer,Homme,Entre 5 et 15 ans,54.11,Au cours des années 2018 à 2020
280,Angers,Informatique,281,Hulet,Homme,Entre 5 et 15 ans,39.63,Au cours de l'année 2020 à 2021
281,Angers,Informatique,282,Regnier,Homme,Entre 5 et 15 ans,49.46,Antérieure à 2018
282,Angers,Informatique,283,Houlette,Homme,Plus de 15 ans,0,Jamais
283,Angers,Informatique,284,Rachel,Femme,Moins de 5 ans,20.91,Au cours de l'année 2020 à 2021
284,Angers,Informatique,285,Gallant,Femme,Moins de 5 ans,22.62,Antérieure à 2018
285,Angers,Informatique,286,Malon,Homme,Entre 5 et 15 ans,49.22,Au cours des années 2018 à 2020
286,Angers,Informatique,287,Berge,Femme,Plus de 15 ans,0,Jamais
287,Angers,Informatique,288,Baxa,Femme,Moins de 5 ans,38.38,Au cours de l'année 2020 à 2021
288,Angers,Informatique,289,Dutoit,Femme,Plus de 15 ans,26.19,Antérieure à 2018
289,Angers,Informatique,290,Pilon,Homme,Plus de 15 ans,0,Jamais
290,Angers,Informatique,291,Franc,Femme,Entre 5 et 15 ans,37.88,Au cours de l'année 2020 à 2021
291,Angers,Informatique,292,Decoste,Homme,Entre 5 et 15 ans,33.73,Au cours de l'année 2020 à 2021
292,Angers,Informatique,293,Villines,Femme,Moins de 5 ans,33.4,Au cours de l'année 2020 à 2021
293,Angers,Informatique,294,Cazes,Femme,Moins de 5 ans,38.95,Au cours des années 2018 à 2020
294,Angers,Informatique,295,Maisonet,Femme,Plus de 15 ans,0,Jamais
295,Angers,Informatique,296,Rouleau,Homme,Entre 5 et 15 ans,50.69,Au cours de l'année 2020 à 2021
296,Angers,Informatique,297,Midgette,Homme,Plus de 15 ans,0,Jamais
297,Angers,Informatique,298,Cariveau,Femme,Moins de 5 ans,38.93,Antérieure à 2018
298,Angers,Informatique,299,Servais,Homme,Plus de 15 ans,0,Jamais
299,Angers,Informatique,300,Vigneau,Femme,Plus de 15 ans,0,Jamais
300,Angers,Informatique,301,Chenier,Homme,Entre 5 et 15 ans,47.93,Au cours de l'année 2020 à 2021
301,Angers,Informatique,302,Bessey,Non Spécifié,Moins de 5 ans,53.65,Au cours de l'année 2020 à 2021
302,Angers,Informatique,303,Verdun,Femme,Moins de 5 ans,20.47,Antérieure à 2018
303,Angers,Informatique,304,Boudinot,Non Spécifié,Plus de 15 ans,44.94,Au cours des années 2018 à 2020
304,Angers,Informatique,305,Mader,Homme,Moins de 5 ans,55.57,Au cours des années 2018 à 2020
305,Angers,Informatique,306,Sansoucy,Femme,Entre 5 et 15 ans,29.81,Au cours des années 2018 à 2020
306,Angers,Informatique,307,Caissie,Homme,Entre 5 et 15 ans,59.28,Au cours des années 2018 à 2020
307,Angers,Informatique,308,Claude,Femme,Plus de 15 ans,0,Jamais
308,Angers,Informatique,309,Monville,Femme,Entre 5 et 15 ans,30.7,Antérieure à 2018
309,Angers,Informatique,310,Huot,Homme,Plus de 15 ans,36.79,Au cours des années 2018 à 2020
310,Angers,Informatique,311,Lemieux,Femme,Plus de 15 ans,31.74,Au cours des années 2018 à 2020
311,Angers,Informatique,312,Cadoret,Femme,Entre 5 et 15 ans,35.9,Au cours des années 2018 à 2020
312,Angers,Économie,313,Harry,Femme,Plus de 15 ans,17.04,Antérieure à 2018
313,Angers,Économie,314,Derouin,Femme,Plus de 15 ans,0,Jamais
314,Angers,Économie,315,Lapalme,Femme,Plus de 15 ans,19.11,Antérieure à 2018
315,Angers,Économie,316,Jennette,Homme,Moins de 5 ans,10.03,Au cours de l'année 2020 à 2021
316,Angers,Économie,317,Racicot,Homme,Plus de 15 ans,21.89,Au cours de l'année 2020 à 2021
317,Angers,Économie,318,Barnet,Non Spécifié,Moins de 5 ans,26.05,Antérieure à 2018
318,Angers,Économie,319,Capron,Femme,Entre 5 et 15 ans,15.64,Au cours des années 2018 à 2020
319,Angers,Économie,320,Gee,Femme,Plus de 15 ans,26.58,Au cours des années 2018 à 2020
320,Angers,Économie,321,Destin,Homme,Entre 5 et 15 ans,29.56,Au cours des années 2018 à 2020
321,Angers,Économie,322,Parisien,Femme,Entre 5 et 15 ans,33.32,Au cours des années 2018 à 2020
322,Angers,Économie,323,Badie,Femme,Plus de 15 ans,10.81,Antérieure à 2018
323,Angers,Économie,324,Colin,Femme,Moins de 5 ans,23.52,Au cours de l'année 2020 à 2021
324,Angers,Économie,325,Burdette,Femme,Entre 5 et 15 ans,27.03,Au cours de l'année 2020 à 2021
325,Angers,Économie,326,Lemaire,Femme,Entre 5 et 15 ans,28.35,Au cours des années 2018 à 2020
326,Angers,Économie,327,Allard,Femme,Entre 5 et 15 ans,31.73,Au cours des années 2018 à 2020
327,Angers,Économie,328,Desroches,Femme,Plus de 15 ans,11.71,Au cours des années 2018 à 2020
328,Angers,Économie,329,Junot,Femme,Entre 5 et 15 ans,16.65,Au cours des années 2018 à 2020
329,Angers,Économie,330,Buote,Femme,Entre 5 et 15 ans,34.4,Au cours des années 2018 à 2020
330,Angers,Économie,331,Dodier,Femme,Moins de 5 ans,13.96,Au cours de l'année 2020 à 2021
331,Angers,Économie,332,Milbert,Femme,Entre 5 et 15 ans,29.86,Au cours de l'année 2020 à 2021
332,Angers,Économie,333,Legare,Homme,Plus de 15 ans,0,Jamais
333,Angers,Économie,334,Massar,Femme,Entre 5 et 15 ans,10.68,Antérieure à 2018
334,Angers,Économie,335,Belcourt,Non Spécifié,Moins de 5 ans,23.13,Au cours des années 2018 à 2020
335,Angers,Économie,336,Bienvenu,Femme,Entre 5 et 15 ans,14.08,Au cours des années 2018 à 2020
336,Angers,Économie,337,Thomure,Femme,Plus de 15 ans,33.02,Antérieure à 2018
337,Angers,Économie,338,Lavallee,Femme,Plus de 15 ans,17.54,Antérieure à 2018
338,Angers,Économie,339,Groux,Femme,Entre 5 et 15 ans,11.99,Au cours de l'année 2020 à 2021
339,Angers,Économie,340,Monast,Non Spécifié,Entre 5 et 15 ans,28.91,Au cours des années 2018 à 2020
340,Angers,Économie,341,Chouinard,Femme,Plus de 15 ans,31.56,Antérieure à 2018
341,Angers,Économie,342,Mole,Femme,Entre 5 et 15 ans,31.47,Antérieure à 2018
342,Angers,Économie,343,Chauvette,Femme,Entre 5 et 15 ans,17.71,Antérieure à 2018
343,Angers,Économie,344,Doles,Femme,Plus de 15 ans,18.5,Antérieure à 2018
344,Angers,Économie,345,Beaudin,Femme,Entre 5 et 15 ans,30.24,Au cours de l'année 2020 à 2021
345,Angers,Économie,346,Frappier,Femme,Moins de 5 ans,18.06,Au cours des années 2018 à 2020
346,Angers,Économie,347,Jardin,Femme,Moins de 5 ans,12.66,Au cours de l'année 2020 à 2021
347,Angers,Économie,348,Houde,Femme,Entre 5 et 15 ans,12.74,Antérieure à 2018
348,Angers,Économie,349,Maple,Femme,Plus de 15 ans,32.84,Au cours des années 2018 à 2020
349,Angers,Économie,350,Reinard,Femme,Plus de 15 ans,17.96,Antérieure à 2018
350,Angers,Économie,351,Julien,Homme,Plus de 15 ans,27.97,Au cours des années 2018 à 2020
351,Angers,Économie,352,Gruel,Femme,Entre 5 et 15 ans,20.9,Au cours de l'année 2020 à 2021
352,Angers,Économie,353,St. Germaine,Femme,Moins de 5 ans,31.42,Au cours de l'année 2020 à 2021
353,Angers,Économie,354,Domine,Femme,Plus de 15 ans,10.36,Antérieure à 2018
354,Angers,Économie,355,Anctil,Femme,Plus de 15 ans,20.34,Au cours des années 2018 à 2020
355,Angers,Économie,356,Poley,Femme,Entre 5 et 15 ans,16.65,Au cours des années 2018 à 2020
356,Angers,Économie,357,Perrier,Femme,Plus de 15 ans,16.85,Au cours des années 2018 à 2020
357,Angers,Économie,358,Marchand,Femme,Entre 5 et 15 ans,33.27,Au cours des années 2018 à 2020
358,Angers,Économie,359,Bessey,Femme,Plus de 15 ans,33.35,Au cours des années 2018 à 2020
359,Angers,Économie,360,Billotte,Femme,Plus de 15 ans,0,Jamais
360,Angers,Économie,361,Georges,Femme,Entre 5 et 15 ans,19.41,Au cours des années 2018 à 2020
361,Angers,Économie,362,Artus,Femme,Entre 5 et 15 ans,17.09,Au cours des années 2018 à 2020
362,Angers,Économie,363,Janis,Femme,Plus de 15 ans,33.39,Antérieure à 2018
363,Angers,Économie,364,Millet,Femme,Entre 5 et 15 ans,30.02,Au cours des années 2018 à 2020
364,Angers,Économie,365,Haymond,Femme,Entre 5 et 15 ans,26.31,Au cours des années 2018 à 2020
365,Angers,Économie,366,Magnan,Femme,Entre 5 et 15 ans,10.85,Au cours de l'année 2020 à 2021
366,Angers,Économie,367,Frenier,Femme,Entre 5 et 15 ans,11.33,Antérieure à 2018
367,Angers,Économie,368,Chandonnet,Homme,Entre 5 et 15 ans,27.25,Au cours des années 2018 à 2020
368,Angers,Économie,369,St. Aubin,Non Spécifié,Entre 5 et 15 ans,0,Jamais
369,Angers,Économie,370,St. Romain,Femme,Plus de 15 ans,26.5,Au cours des années 2018 à 2020
370,Angers,Économie,371,Cerny,Femme,Plus de 15 ans,0,Jamais
371,Angers,Économie,372,Trinque,Femme,Entre 5 et 15 ans,33.21,Au cours des années 2018 à 2020
372,Angers,Économie,373,Fauteux,Femme,Plus de 15 ans,0,Jamais
373,Angers,Économie,374,Gourdine,Homme,Entre 5 et 15 ans,15.0,Au cours des années 2018 à 2020
374,Angers,Économie,375,Deman,Femme,Entre 5 et 15 ans,22.06,Au cours de l'année 2020 à 2021
375,Angers,Économie,376,Mastin,Femme,Plus de 15 ans,0,Jamais
376,Angers,Économie,377,Nolet,Homme,Entre 5 et 15 ans,21.32,Au cours des années 2018 à 2020
377,Angers,Économie,378,Filiatrault,Femme,Moins de 5 ans,18.43,Au cours de l'année 2020 à 2021
378,Angers,Économie,379,Parrot,Femme,Entre 5 et 15 ans,0,Jamais
379,Angers,Économie,380,Grumet,Femme,Entre 5 et 15 ans,14.67,Antérieure à 2018
380,Angers,Économie,381,Collette,Non Spécifié,Entre 5 et 15 ans,21.79,Au cours des années 2018 à 2020
381,Angers,Économie,382,Ramage,Femme,Plus de 15 ans,0,Jamais
382,Angers,Économie,383,Cote,Femme,Entre 5 et 15 ans,25.02,Au cours des années 2018 à 2020
383,Angers,Économie,384,Perrot,Femme,Entre 5 et 15 ans,31.88,Au cours des années 2018 à 2020
384,Angers,Économie,385,Mason,Femme,Plus de 15 ans,0,Jamais
385,Angers,Économie,386,Larrieu,Non Spécifié,Moins de 5 ans,28.09,Au cours de l'année 2020 à 2021
386,Angers,Économie,387,Clair,Femme,Entre 5 et 15 ans,18.59,Au cours des années 2018 à 2020
387,Angers,Économie,388,Bassin,Femme,Entre 5 et 15 ans,23.5,Au cours de l'année 2020 à 2021
388,Angers,Économie,389,Delagardelle,Femme,Plus de 15 ans,14.38,Au cours de l'année 2020 à 2021
389,CY Cergy Paris,Droit,1,Boulais,Homme,Moins de 5 ans,50.18,Au cours de l'année 2020 à 2021
390,CY Cergy Paris,Droit,2,Alexandre,Femme,Moins de 5 ans,42.31,Au cours des années 2018 à 2020
391,CY Cergy Paris,Droit,3,Tison,Homme,Plus de 15 ans,59.35,Antérieure à 2018
392,CY Cergy Paris,Droit,4,Jalbert,Femme,Plus de 15 ans,0,Jamais
393,CY Cergy Paris,Droit,5,Laffitte,Homme,Entre 5 et 15 ans,56.1,Au cours des années 2018 à 2020
394,CY Cergy Paris,Droit,6,Verret,Homme,Moins de 5 ans,47.52,Au cours de l'année 2020 à 2021
395,CY Cergy Paris,Droit,7,Tronson,Homme,Plus de 15 ans,0,Jamais
396,CY Cergy Paris,Droit,8,Carmin,Homme,Moins de 5 ans,35.01,Antérieure à 2018
397,CY Cergy Paris,Droit,9,Dufault,Femme,Moins de 5 ans,35.36,Antérieure à 2018
398,CY Cergy Paris,Droit,10,Cisse,Homme,Moins de 5 ans,42.21,Au cours de l'année 2020 à 2021
399,CY Cergy Paris,Droit,11,Place,Non Spécifié,Plus de 15 ans,0,Jamais
400,CY Cergy Paris,Droit,12,Colbert,Femme,Entre 5 et 15 ans,32.71,Au cours de l'année 2020 à 2021
401,CY Cergy Paris,Droit,13,Canion,Homme,Moins de 5 ans,40.37,Au cours des années 2018 à 2020
402,CY Cergy Paris,Droit,14,Leve,Homme,Entre 5 et 15 ans,48.68,Antérieure à 2018
403,CY Cergy Paris,Droit,15,Baudhuin,Femme,Plus de 15 ans,36.64,Au cours des années 2018 à 2020
404,CY Cergy Paris,Droit,16,Manis,Homme,Plus de 15 ans,53.97,Antérieure à 2018
405,CY Cergy Paris,Droit,17,Meilleur,Femme,Plus de 15 ans,0,Jamais
406,CY Cergy Paris,Droit,18,Deyoe,Femme,Entre 5 et 15 ans,29.7,Au cours de l'année 2020 à 2021
407,CY Cergy Paris,Droit,19,Cantrelle,Homme,Moins de 5 ans,40.18,Au cours des années 2018 à 2020
408,CY Cergy Paris,Droit,20,Lemahieu,Femme,Plus de 15 ans,0,Jamais
409,CY Cergy Paris,Droit,21,Shaller,Femme,Plus de 15 ans,0,Jamais
410,CY Cergy Paris,Droit,22,Laurendeau,Homme,Plus de 15 ans,52.14,Au cours des années 2018 à 2020
411,CY Cergy Paris,Droit,23,St. Laurent,Femme,Moins de 5 ans,44.29,Au cours de l'année 2020 à 2021
412,CY Cergy Paris,Droit,24,Bessett,Femme,Plus de 15 ans,0,Jamais
413,CY Cergy Paris,Droit,25,Brice,Homme,Moins de 5 ans,45.26,Au cours de l'année 2020 à 2021
414,CY Cergy Paris,Droit,26,Suire,Homme,Entre 5 et 15 ans,38.73,Au cours de l'année 2020 à 2021
415,CY Cergy Paris,Droit,27,Grandbois,Femme,Entre 5 et 15 ans,44.64,Au cours de l'année 2020 à 2021
416,CY Cergy Paris,Droit,28,Graves,Femme,Entre 5 et 15 ans,38.46,Au cours des années 2018 à 2020
417,CY Cergy Paris,Droit,29,Huguet,Homme,Moins de 5 ans,54.94,Au cours de l'année 2020 à 2021
418,CY Cergy Paris,Droit,30,Chouinard,Femme,Plus de 15 ans,0,Jamais
419,CY Cergy Paris,Droit,31,Fauteux,Femme,Moins de 5 ans,27.42,Au cours des années 2018 à 2020
420,CY Cergy Paris,Droit,32,Cart,Homme,Entre 5 et 15 ans,38.6,Au cours de l'année 2020 à 2021
421,CY Cergy Paris,Droit,33,Galvin,Femme,Entre 5 et 15 ans,27.34,Au cours des années 2018 à 2020
422,CY Cergy Paris,Droit,34,Duntz,Femme,Plus de 15 ans,44.79,Au cours de l'année 2020 à 2021
423,CY Cergy Paris,Droit,35,Beland,Homme,Moins de 5 ans,51.21,Au cours de l'année 2020 à 2021
424,CY Cergy Paris,Droit,36,Lagoy,Femme,Entre 5 et 15 ans,26.95,Antérieure à 2018
425,CY Cergy Paris,Droit,37,Routhier,Homme,Entre 5 et 15 ans,41.72,Antérieure à 2018
426,CY Cergy Paris,Droit,38,Faniel,Femme,Entre 5 et 15 ans,39.23,Au cours de l'année 2020 à 2021
427,CY Cergy Paris,Droit,39,Rome,Homme,Moins de 5 ans,50.35,Au cours des années 2018 à 2020
428,CY Cergy Paris,Droit,40,Cournoyer,Homme,Entre 5 et 15 ans,43.29,Au cours des années 2018 à 2020
429,CY Cergy Paris,Droit,41,Marcil,Femme,Moins de 5 ans,0,Jamais
430,CY Cergy Paris,Droit,42,Nevers,Homme,Moins de 5 ans,54.76,Antérieure à 2018
431,CY Cergy Paris,Droit,43,Mallet,Femme,Plus de 15 ans,0,Jamais
432,CY Cergy Paris,Droit,44,Sorelle,Femme,Plus de 15 ans,0,Jamais
433,CY Cergy Paris,Droit,45,Junod,Femme,Moins de 5 ans,0,Jamais
434,CY Cergy Paris,Droit,46,Deschamps,Homme,Moins de 5 ans,55.43,Au cours de l'année 2020 à 2021
435,CY Cergy Paris,Droit,47,Tetreault,Homme,Entre 5 et 15 ans,40.58,Au cours de l'année 2020 à 2021
436,CY Cergy Paris,Droit,48,Courter,Homme,Entre 5 et 15 ans,44.79,Antérieure à 2018
437,CY Cergy Paris,Droit,49,Autry,Femme,Plus de 15 ans,31.73,Antérieure à 2018
438,CY Cergy Paris,Droit,50,Morice,Homme,Plus de 15 ans,40.43,Antérieure à 2018
439,CY Cergy Paris,Droit,51,Batiste,Non Spécifié,Moins de 5 ans,39.4,Antérieure à 2018
440,CY Cergy Paris,Droit,52,Legault,Femme,Entre 5 et 15 ans,33.4,Au cours des années 2018 à 2020
441,CY Cergy Paris,Droit,53,Briere,Homme,Moins de 5 ans,45.34,Au cours de l'année 2020 à 2021
442,CY Cergy Paris,Droit,54,Gras,Homme,Plus de 15 ans,54.83,Antérieure à 2018
443,CY Cergy Paris,Droit,55,Char,Femme,Moins de 5 ans,40.56,Au cours des années 2018 à 2020
444,CY Cergy Paris,Droit,56,Picou,Femme,Moins de 5 ans,39.11,Au cours des années 2018 à 2020
445,CY Cergy Paris,Droit,57,Cazier,Femme,Entre 5 et 15 ans,41.07,Au cours de l'année 2020 à 2021
446,CY Cergy Paris,Droit,58,Davault,Homme,Moins de 5 ans,45.84,Au cours de l'année 2020 à 2021
447,CY Cergy Paris,Droit,59,Grosjean,Non Spécifié,Moins de 5 ans,46.16,Au cours des années 2018 à 2020
448,CY Cergy Paris,Droit,60,Hatton,Non Spécifié,Moins de 5 ans,43.22,Antérieure à 2018
449,CY Cergy Paris,Droit,61,Bongard,Femme,Moins de 5 ans,33.83,Au cours des années 2018 à 2020
450,CY Cergy Paris,Droit,62,Deger,Homme,Moins de 5 ans,36.63,Au cours de l'année 2020 à 2021
451,CY Cergy Paris,Droit,63,Cheney,Femme,Moins de 5 ans,0,Jamais
452,CY Cergy Paris,Droit,64,Maltais,Femme,Plus de 15 ans,41.21,Au cours des années 2018 à 2020
453,CY Cergy Paris,Droit,65,Duhamel,Femme,Entre 5 et 15 ans,40.71,Au cours des années 2018 à 2020
454,CY Cergy Paris,Droit,66,Minard,Homme,Entre 5 et 15 ans,44.07,Antérieure à 2018
455,CY Cergy Paris,Droit,67,Fuselier,Homme,Moins de 5 ans,57.46,Au cours de l'année 2020 à 2021
456,CY Cergy Paris,Droit,68,Breaux,Femme,Entre 5 et 15 ans,26.83,Au cours des années 2018 à 2020
457,CY Cergy Paris,Droit,69,Faron,Homme,Moins de 5 ans,0,Jamais
458,CY Cergy Paris,Droit,70,Royer,Homme,Entre 5 et 15 ans,54.58,Antérieure à 2018
459,CY Cergy Paris,Droit,71,Darney,Homme,Entre 5 et 15 ans,41.07,Antérieure à 2018
460,CY Cergy Paris,Droit,72,Norman,Femme,Moins de 5 ans,35.57,Au cours des années 2018 à 2020
461,CY Cergy Paris,Droit,73,Destin,Homme,Moins de 5 ans,51.39,Au cours des années 2018 à 2020
462,CY Cergy Paris,Droit,74,Noland,Femme,Moins de 5 ans,41.85,Au cours de l'année 2020 à 2021
463,CY Cergy Paris,Droit,75,Maron,Femme,Entre 5 et 15 ans,27.31,Au cours de l'année 2020 à 2021
464,CY Cergy Paris,Droit,76,Debord,Femme,Moins de 5 ans,31.92,Au cours de l'année 2020 à 2021
465,CY Cergy Paris,Droit,77,Chappelle,Non Spécifié,Entre 5 et 15 ans,49.04,Antérieure à 2018
466,CY Cergy Paris,Droit,78,Rosin,Homme,Entre 5 et 15 ans,42.78,Antérieure à 2018
467,CY Cergy Paris,Droit,79,Gravel,Femme,Plus de 15 ans,33.84,Antérieure à 2018
468,CY Cergy Paris,Droit,80,Drouhard,Femme,Plus de 15 ans,0,Jamais
469,CY Cergy Paris,Droit,81,Castonguay,Homme,Entre 5 et 15 ans,44.89,Au cours des années 2018 à 2020
470,CY Cergy Paris,Droit,82,Ganoe,Femme,Entre 5 et 15 ans,38.71,Antérieure à 2018
471,CY Cergy Paris,Histoire,83,Demers,Femme,Plus de 15 ans,33.53,Antérieure à 2018
472,CY Cergy Paris,Histoire,84,Guill,Homme,Moins de 5 ans,30.32,Au cours de l'année 2020 à 2021
473,CY Cergy Paris,Histoire,85,Dumouchel,Homme,Plus de 15 ans,0,Jamais
474,CY Cergy Paris,Histoire,86,Debois,Femme,Entre 5 et 15 ans,0,Jamais
475,CY Cergy Paris,Histoire,87,Bardon,Femme,Entre 5 et 15 ans,26.99,Au cours des années 2018 à 2020
476,CY Cergy Paris,Histoire,88,Granat,Femme,Entre 5 et 15 ans,34.04,Au cours des années 2018 à 2020
477,CY Cergy Paris,Histoire,89,Durio,Homme,Entre 5 et 15 ans,36.85,Au cours des années 2018 à 2020
478,CY Cergy Paris,Histoire,90,Wagnon,Femme,Plus de 15 ans,0,Jamais
479,CY Cergy Paris,Histoire,91,Guilbeault,Homme,Entre 5 et 15 ans,35.46,Antérieure à 2018
480,CY Cergy Paris,Histoire,92,Proulx,Femme,Plus de 15 ans,0,Jamais
481,CY Cergy Paris,Histoire,93,Foy,Femme,Plus de 15 ans,25.85,Antérieure à 2018
482,CY Cergy Paris,Histoire,94,Langille,Femme,Entre 5 et 15 ans,31.15,Antérieure à 2018
483,CY Cergy Paris,Histoire,95,Burnet,Femme,Entre 5 et 15 ans,31.6,Au cours des années 2018 à 2020
484,CY Cergy Paris,Histoire,96,Bataille,Homme,Entre 5 et 15 ans,38.84,Au cours de l'année 2020 à 2021
485,CY Cergy Paris,Histoire,97,Dupont,Homme,Entre 5 et 15 ans,43.4,Au cours de l'année 2020 à 2021
486,CY Cergy Paris,Histoire,98,Ayon,Homme,Entre 5 et 15 ans,42.7,Antérieure à 2018
487,CY Cergy Paris,Histoire,99,Sublette,Homme,Plus de 15 ans,43.62,Antérieure à 2018
488,CY Cergy Paris,Histoire,100,Ostheimer,Homme,Plus de 15 ans,30.15,Antérieure à 2018
489,CY Cergy Paris,Histoire,101,Petron,Homme,Plus de 15 ans,0,Jamais
490,CY Cergy Paris,Histoire,102,Oge,Homme,Entre 5 et 15 ans,30.32,Au cours de l'année 2020 à 2021
491,CY Cergy Paris,Histoire,103,Bertolet,Femme,Plus de 15 ans,32.13,Antérieure à 2018
492,CY Cergy Paris,Histoire,104,Hart,Homme,Entre 5 et 15 ans,33.55,Au cours de l'année 2020 à 2021
493,CY Cergy Paris,Histoire,105,Laforce,Femme,Entre 5 et 15 ans,38.45,Au cours des années 2018 à 2020
494,CY Cergy Paris,Histoire,106,Herard,Homme,Entre 5 et 15 ans,35.72,Au cours de l'année 2020 à 2021
495,CY Cergy Paris,Histoire,107,Bordes,Homme,Entre 5 et 15 ans,39.32,Au cours des années 2018 à 2020
496,CY Cergy Paris,Histoire,108,Cardon,Homme,Plus de 15 ans,38.12,Antérieure à 2018
497,CY Cergy Paris,Histoire,109,Desautels,Homme,Entre 5 et 15 ans,42.24,Au cours des années 2018 à 2020
498,CY Cergy Paris,Histoire,110,Quine,Homme,Entre 5 et 15 ans,33.85,Antérieure à 2018
499,CY Cergy Paris,Histoire,111,Perrier,Homme,Entre 5 et 15 ans,0,Jamais
500,CY Cergy Paris,Histoire,112,Murch,Homme,Moins de 5 ans,43.91,Au cours des années 2018 à 2020
501,CY Cergy Paris,Histoire,113,Minion,Non Spécifié,Entre 5 et 15 ans,15.59,Au cours des années 2018 à 2020
502,CY Cergy Paris,Histoire,114,Houze,Homme,Entre 5 et 15 ans,36.14,Au cours de l'année 2020 à 2021
503,CY Cergy Paris,Histoire,115,Gard,Homme,Entre 5 et 15 ans,34.98,Au cours de l'année 2020 à 2021
504,CY Cergy Paris,Histoire,116,Casimir,Homme,Entre 5 et 15 ans,31.98,Au cours des années 2018 à 2020
505,CY Cergy Paris,Histoire,117,Magnon,Homme,Entre 5 et 15 ans,30.4,Antérieure à 2018
506,CY Cergy Paris,Histoire,118,Urbin,Femme,Entre 5 et 15 ans,30.06,Au cours des années 2018 à 2020
507,CY Cergy Paris,Histoire,119,Gravelle,Femme,Plus de 15 ans,30.09,Au cours des années 2018 à 2020
508,CY Cergy Paris,Histoire,120,Barse,Homme,Entre 5 et 15 ans,0,Jamais
509,CY Cergy Paris,Histoire,121,Mangin,Homme,Entre 5 et 15 ans,39.84,Antérieure à 2018
510,CY Cergy Paris,Histoire,122,Gagnard,Femme,Entre 5 et 15 ans,37.96,Au cours des années 2018 à 2020
511,CY Cergy Paris,Histoire,123,Boisselle,Non Spécifié,Moins de 5 ans,32.14,Au cours de l'année 2020 à 2021
512,CY Cergy Paris,Histoire,124,Gendreau,Homme,Entre 5 et 15 ans,39.77,Au cours des années 2018 à 2020
513,CY Cergy Paris,Histoire,125,Gignac,Homme,Plus de 15 ans,39.75,Antérieure à 2018
514,CY Cergy Paris,Histoire,126,Amirault,Homme,Plus de 15 ans,33.87,Au cours des années 2018 à 2020
515,CY Cergy Paris,Histoire,127,Mollard,Femme,Entre 5 et 15 ans,0,Jamais
516,CY Cergy Paris,Histoire,128,Danis,Femme,Moins de 5 ans,22.11,Au cours de l'année 2020 à 2021
517,CY Cergy Paris,Histoire,129,Arquette,Homme,Entre 5 et 15 ans,30.01,Au cours de l'année 2020 à 2021
518,CY Cergy Paris,Histoire,130,Guion,Homme,Entre 5 et 15 ans,40.32,Au cours de l'année 2020 à 2021
519,CY Cergy Paris,Histoire,131,Lestrange,Homme,Moins de 5 ans,36.3,Au cours de l'année 2020 à 2021
520,CY Cergy Paris,Histoire,132,Nageotte,Homme,Entre 5 et 15 ans,44.53,Antérieure à 2018
521,CY Cergy Paris,Histoire,133,Hu,Femme,Entre 5 et 15 ans,17.31,Au cours des années 2018 à 2020
522,CY Cergy Paris,Histoire,134,Gibeau,Femme,Entre 5 et 15 ans,22.91,Antérieure à 2018
523,CY Cergy Paris,Histoire,135,Laporte,Femme,Plus de 15 ans,0,Jamais
524,CY Cergy Paris,Histoire,136,Lapeyrouse,Homme,Entre 5 et 15 ans,42.25,Au cours des années 2018 à 2020
525,CY Cergy Paris,Histoire,137,Saunier,Femme,Plus de 15 ans,27.46,Au cours des années 2018 à 2020
526,CY Cergy Paris,Histoire,138,Fradette,Femme,Entre 5 et 15 ans,37.68,Au cours de l'année 2020 à 2021
527,CY Cergy Paris,Histoire,139,Belot,Homme,Entre 5 et 15 ans,39.96,Antérieure à 2018
528,CY Cergy Paris,Histoire,140,Huberty,Homme,Entre 5 et 15 ans,32.54,Au cours de l'année 2020 à 2021
529,CY Cergy Paris,Histoire,141,Archambault,Homme,Plus de 15 ans,35.68,Au cours des années 2018 à 2020
530,CY Cergy Paris,Histoire,142,Lheureux,Homme,Plus de 15 ans,36.41,Au cours des années 2018 à 2020
531,CY Cergy Paris,Histoire,143,Bense,Homme,Entre 5 et 15 ans,0,Jamais
532,CY Cergy Paris,Histoire,144,Nixon,Femme,Entre 5 et 15 ans,28.33,Au cours des années 2018 à 2020
533,CY Cergy Paris,Histoire,145,Paquette,Femme,Moins de 5 ans,32.83,Au cours des années 2018 à 2020
534,CY Cergy Paris,Mathématiques,146,Villeneuve,Homme,Moins de 5 ans,46.61,Au cours de l'année 2020 à 2021
535,CY Cergy Paris,Mathématiques,147,Pinsonneault,Femme,Plus de 15 ans,52.8,Antérieure à 2018
536,CY Cergy Paris,Mathématiques,148,Chaussee,Homme,Moins de 5 ans,49.59,Au cours de l'année 2020 à 2021
537,CY Cergy Paris,Mathématiques,149,Thore,Femme,Entre 5 et 15 ans,52.93,Au cours des années 2018 à 2020
538,CY Cergy Paris,Mathématiques,150,Crochet,Homme,Plus de 15 ans,54.69,Antérieure à 2018
539,CY Cergy Paris,Mathématiques,151,Sirois,Femme,Plus de 15 ans,0,Jamais
540,CY Cergy Paris,Mathématiques,152,Guay,Femme,Moins de 5 ans,54.83,Au cours de l'année 2020 à 2021
541,CY Cergy Paris,Mathématiques,153,Clair,Homme,Moins de 5 ans,52.49,Au cours de l'année 2020 à 2021
