,Teacher_ID,Teacher_Name,Department,Year,Course_ID,Course_Duration,Course_Digit,Course_Present,Digit_Ratio,Digit_Percentage,Digitalization,Duration_Video,Duration_Quiz,Duration_Exam,Number_Video,Number_Quiz,Number_Exam,Number_Ressources,Number_Video_1H,Number_Video_2H,Number_Video_3H,Number_Video_4H,Number_Quiz_1H,Number_Quiz_2H,Number_Exam_1H,Number_Exam_2H,Number_Exam_3H,Number_Exam_4H
2114,16,Leveque,Sociology,2015,225,39,24,15,0.61,60,Medium-High Digitalization,16,6,2,11,5,1,17,8,2,0,1,4,1,0,1,0,0
2115,16,Leveque,Sociology,2015,226,54,10,44,0.19,19,Low Digitalization,5,5,0,3,4,0,7,2,0,1,0,3,1,0,0,0,0
2116,17,Spenard,Sociology,2015,227,13,3,10,0.22,22,Medium-Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2117,17,Spenard,Sociology,2015,228,10,3,7,0.35,34,Medium-Low Digitalization,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0
2118,17,Spenard,Sociology,2015,229,32,0,32,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,17,Spenard,Sociology,2015,230,50,4,46,0.07,7,Low Digitalization,1,3,0,1,3,0,4,1,0,0,0,3,0,0,0,0,0
2120,17,Spenard,Sociology,2015,231,14,4,10,0.3,30,Medium-Low Digitalization,1,2,1,1,1,1,3,1,0,0,0,0,1,1,0,0,0
2121,17,Spenard,Sociology,2015,232,33,12,21,0.35,35,Medium-Low Digitalization,7,5,0,4,5,0,9,3,0,0,1,5,0,0,0,0,0
2122,17,Spenard,Sociology,2015,233,34,24,10,0.7,69,Medium-High Digitalization,11,10,3,5,8,1,14,1,2,2,0,6,2,0,0,1,0
2123,18,Livernois,Sociology,2015,234,30,9,21,0.3,30,Medium-Low Digitalization,5,3,1,2,2,1,5,1,0,0,1,1,1,1,0,0,0
2124,18,Livernois,Sociology,2015,235,15,9,6,0.63,63,Medium-High Digitalization,3,5,1,2,5,1,8,1,1,0,0,5,0,1,0,0,0
2125,18,Livernois,Sociology,2015,236,30,6,24,0.19,18,Low Digitalization,1,4,1,1,4,1,6,1,0,0,0,4,0,1,0,0,0
2126,18,Livernois,Sociology,2015,237,15,2,13,0.13,12,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
2127,18,Livernois,Sociology,2015,238,15,6,9,0.37,36,Medium-Low Digitalization,1,4,1,1,4,1,6,1,0,0,0,4,0,1,0,0,0
2128,18,Livernois,Sociology,2015,239,31,19,12,0.6,60,Medium-High Digitalization,6,11,2,3,6,1,10,2,0,0,1,1,5,0,1,0,0
2129,18,Livernois,Sociology,2015,240,32,1,31,0.02,2,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2130,18,Livernois,Sociology,2015,241,13,5,8,0.35,35,Medium-Low Digitalization,2,3,0,2,3,0,5,2,0,0,0,3,0,0,0,0,0
2131,18,Livernois,Sociology,2015,242,9,3,6,0.38,38,Medium-Low Digitalization,1,2,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0
2132,18,Livernois,Sociology,2015,243,27,3,24,0.12,12,Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2133,18,Livernois,Sociology,2015,244,12,8,4,0.64,63,Medium-High Digitalization,3,5,0,1,4,0,5,0,0,1,0,3,1,0,0,0,0
2134,18,Livernois,Sociology,2015,245,35,5,30,0.13,13,Low Digitalization,2,3,0,2,3,0,5,2,0,0,0,3,0,0,0,0,0
2135,18,Livernois,Sociology,2015,246,17,1,16,0.07,7,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2136,18,Livernois,Sociology,2015,247,18,4,14,0.22,22,Medium-Low Digitalization,2,2,0,1,2,0,3,0,1,0,0,2,0,0,0,0,0
2137,18,Livernois,Sociology,2015,248,9,6,3,0.67,67,Medium-High Digitalization,2,4,0,1,4,0,5,0,1,0,0,4,0,0,0,0,0
2138,18,Livernois,Sociology,2015,249,10,2,8,0.15,15,Low Digitalization,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0
2139,18,Livernois,Sociology,2015,250,47,12,35,0.25,24,Medium-Low Digitalization,7,5,0,7,5,0,12,7,0,0,0,5,0,0,0,0,0
2140,19,Amar,Sociology,2015,251,15,5,10,0.33,33,Medium-Low Digitalization,1,3,1,1,3,1,5,1,0,0,0,3,0,1,0,0,0
2141,19,Amar,Sociology,2015,252,9,6,3,0.63,63,Medium-High Digitalization,2,4,0,1,3,0,4,0,1,0,0,2,1,0,0,0,0
2142,19,Amar,Sociology,2015,253,10,3,7,0.32,31,Medium-Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2143,19,Amar,Sociology,2015,254,31,8,23,0.26,25,Medium-Low Digitalization,5,3,0,2,3,0,5,1,0,0,1,3,0,0,0,0,0
2144,19,Amar,Sociology,2015,255,35,10,25,0.29,28,Medium-Low Digitalization,3,5,2,2,5,2,9,1,1,0,0,5,0,2,0,0,0
2145,19,Amar,Sociology,2015,256,49,5,44,0.1,10,Low Digitalization,2,3,0,1,2,0,3,0,1,0,0,1,1,0,0,0,0
2146,19,Amar,Sociology,2015,257,35,14,21,0.39,39,Medium-Low Digitalization,7,5,2,3,3,1,7,1,0,2,0,1,2,0,1,0,0
2147,19,Amar,Sociology,2015,258,27,7,20,0.28,27,Medium-Low Digitalization,2,4,1,2,3,1,6,2,0,0,0,2,1,1,0,0,0
2148,19,Amar,Sociology,2015,259,46,3,43,0.06,6,Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2149,19,Amar,Sociology,2015,260,16,7,9,0.45,44,Medium-Low Digitalization,2,4,1,2,4,1,7,2,0,0,0,4,0,1,0,0,0
2150,19,Amar,Sociology,2015,261,20,9,11,0.44,44,Medium-Low Digitalization,6,3,0,5,3,0,8,4,1,0,0,3,0,0,0,0,0
2151,19,Amar,Sociology,2015,262,35,25,10,0.7,70,Medium-High Digitalization,12,11,2,8,10,2,20,6,0,2,0,9,1,2,0,0,0
2152,19,Amar,Sociology,2015,263,6,4,2,0.59,59,Medium-High Digitalization,2,2,0,1,2,0,3,0,1,0,0,2,0,0,0,0,0
2153,19,Amar,Sociology,2015,264,8,3,5,0.32,32,Medium-Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2154,19,Amar,Sociology,2015,265,29,5,24,0.17,17,Low Digitalization,1,3,1,1,3,1,5,1,0,0,0,3,0,1,0,0,0
2155,20,Fontenette,Sociology,2015,266,16,0,16,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,20,Fontenette,Sociology,2015,267,39,24,15,0.61,60,Medium-High Digitalization,14,8,2,5,7,2,14,2,0,0,3,6,1,2,0,0,0
2157,20,Fontenette,Sociology,2015,268,35,17,18,0.48,47,Medium-Low Digitalization,8,8,1,8,6,1,15,8,0,0,0,4,2,1,0,0,0
2158,20,Fontenette,Sociology,2015,269,60,34,26,0.57,57,Medium-High Digitalization,11,18,5,6,15,2,23,2,3,1,0,12,3,1,0,0,1
2159,20,Fontenette,Sociology,2015,270,11,2,9,0.15,15,Low Digitalization,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0
2160,20,Fontenette,Sociology,2015,271,24,12,12,0.5,49,Medium-Low Digitalization,5,6,1,3,5,1,9,2,0,1,0,4,1,1,0,0,0
2161,20,Fontenette,Sociology,2015,272,10,6,4,0.59,58,Medium-High Digitalization,1,4,1,1,4,1,6,1,0,0,0,4,0,1,0,0,0
2162,20,Fontenette,Sociology,2015,273,24,1,23,0.03,3,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2163,20,Fontenette,Sociology,2015,274,42,3,39,0.08,8,Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2164,20,Fontenette,Sociology,2015,275,47,17,30,0.37,36,Medium-Low Digitalization,11,5,1,11,4,1,16,11,0,0,0,3,1,1,0,0,0
2165,20,Fontenette,Sociology,2015,276,17,0,17,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,20,Fontenette,Sociology,2015,277,24,17,7,0.72,72,Medium-High Digitalization,7,7,3,4,6,2,12,2,1,1,0,5,1,1,1,0,0
2167,20,Fontenette,Sociology,2015,278,15,4,11,0.28,27,Medium-Low Digitalization,1,2,1,1,2,1,4,1,0,0,0,2,0,1,0,0,0
2168,20,Fontenette,Sociology,2015,279,35,19,16,0.53,52,Medium-High Digitalization,10,8,1,10,5,1,16,10,0,0,0,2,3,1,0,0,0
2169,21,Ravenel,Sociology,2015,280,18,0,18,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,21,Ravenel,Sociology,2015,281,27,4,23,0.14,13,Low Digitalization,2,2,0,2,2,0,4,2,0,0,0,2,0,0,0,0,0
2171,21,Ravenel,Sociology,2015,282,36,25,11,0.7,70,Medium-High Digitalization,7,13,5,5,9,4,18,3,2,0,0,5,4,3,1,0,0
2172,21,Ravenel,Sociology,2015,283,13,3,10,0.25,24,Medium-Low Digitalization,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0
2173,21,Ravenel,Sociology,2015,284,11,6,5,0.54,54,Medium-High Digitalization,1,4,1,1,4,1,6,1,0,0,0,4,0,1,0,0,0
2174,21,Ravenel,Sociology,2015,285,39,14,25,0.35,35,Medium-Low Digitalization,8,5,1,7,4,1,12,6,1,0,0,3,1,1,0,0,0
2175,21,Ravenel,Sociology,2015,286,15,9,6,0.62,62,Medium-High Digitalization,5,4,0,2,3,0,5,1,0,0,1,2,1,0,0,0,0
2176,21,Ravenel,Sociology,2015,287,32,18,14,0.57,56,Medium-High Digitalization,6,10,2,3,7,2,12,2,0,0,1,4,3,2,0,0,0
2177,22,Graves,Sociology,2015,288,15,9,6,0.63,63,Medium-High Digitalization,4,4,1,3,3,1,7,2,1,0,0,2,1,1,0,0,0
2178,22,Graves,Sociology,2015,289,7,2,5,0.25,25,Medium-Low Digitalization,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0
2179,22,Graves,Sociology,2015,290,9,1,8,0.1,9,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2180,22,Graves,Sociology,2015,291,39,5,34,0.12,12,Low Digitalization,1,3,1,1,3,1,5,1,0,0,0,3,0,1,0,0,0
2181,22,Graves,Sociology,2015,292,14,3,11,0.22,22,Medium-Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2182,22,Graves,Sociology,2015,293,11,1,10,0.11,10,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2183,22,Graves,Sociology,2015,294,39,22,17,0.56,56,Medium-High Digitalization,8,10,4,5,9,4,18,2,3,0,0,8,1,4,0,0,0
2184,22,Graves,Sociology,2015,295,25,16,9,0.63,62,Medium-High Digitalization,6,7,3,3,5,1,9,1,1,1,0,3,2,0,0,1,0
2185,22,Graves,Sociology,2015,296,35,15,20,0.42,42,Medium-Low Digitalization,5,9,1,4,7,1,12,3,1,0,0,5,2,1,0,0,0
2186,22,Graves,Sociology,2015,297,9,2,7,0.22,21,Medium-Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
2187,22,Graves,Sociology,2015,298,12,1,11,0.05,5,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2188,22,Graves,Sociology,2015,299,6,1,5,0.15,14,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2189,22,Graves,Sociology,2015,300,28,6,22,0.21,20,Low Digitalization,2,4,0,2,3,0,5,2,0,0,0,2,1,0,0,0,0
2190,22,Graves,Sociology,2015,301,22,0,22,0.02,2,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,22,Graves,Sociology,2015,302,56,37,19,0.66,66,Medium-High Digitalization,14,18,5,11,13,3,27,10,0,0,1,8,5,2,0,1,0
2192,22,Graves,Sociology,2015,303,12,8,4,0.63,63,Medium-High Digitalization,2,5,1,2,4,1,7,2,0,0,0,3,1,1,0,0,0
2193,22,Graves,Sociology,2015,304,8,0,8,0.02,2,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,22,Graves,Sociology,2015,305,5,3,2,0.63,63,Medium-High Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2195,22,Graves,Sociology,2015,306,19,10,9,0.51,50,Medium-Low Digitalization,5,5,0,2,5,0,7,1,0,0,1,5,0,0,0,0,0
2196,23,Frere,Law,2015,307,21,10,11,0.47,47,Medium-Low Digitalization,5,5,0,5,5,0,10,5,0,0,0,5,0,0,0,0,0
2197,23,Frere,Law,2015,308,14,9,5,0.63,63,Medium-High Digitalization,3,5,1,3,4,1,8,3,0,0,0,3,1,1,0,0,0
2198,23,Frere,Law,2015,309,6,1,5,0.1,9,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2199,23,Frere,Law,2015,310,35,11,24,0.32,31,Medium-Low Digitalization,3,5,3,1,5,3,9,0,0,1,0,5,0,3,0,0,0
2200,23,Frere,Law,2015,311,5,1,4,0.22,21,Medium-Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2201,23,Frere,Law,2015,312,38,6,32,0.15,14,Low Digitalization,1,4,1,1,4,1,6,1,0,0,0,4,0,1,0,0,0
2202,23,Frere,Law,2015,313,27,9,18,0.32,32,Medium-Low Digitalization,5,3,1,3,2,1,6,2,0,1,0,1,1,1,0,0,0
2203,23,Frere,Law,2015,314,40,4,36,0.11,10,Low Digitalization,1,3,0,1,3,0,4,1,0,0,0,3,0,0,0,0,0
2204,24,Rochette,Law,2015,315,51,24,27,0.48,47,Medium-Low Digitalization,9,13,2,9,12,2,23,9,0,0,0,11,1,2,0,0,0
2205,24,Rochette,Law,2015,316,13,9,4,0.7,70,Medium-High Digitalization,3,5,1,3,4,1,8,3,0,0,0,3,1,1,0,0,0
2206,24,Rochette,Law,2015,317,12,1,11,0.06,5,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2207,24,Rochette,Law,2015,318,22,5,17,0.23,23,Medium-Low Digitalization,1,3,1,1,2,1,4,1,0,0,0,1,1,1,0,0,0
2208,24,Rochette,Law,2015,319,25,8,17,0.33,33,Medium-Low Digitalization,3,4,1,2,4,1,7,1,1,0,0,4,0,1,0,0,0
2209,24,Rochette,Law,2015,320,60,6,54,0.11,10,Low Digitalization,1,4,1,1,4,1,6,1,0,0,0,4,0,1,0,0,0
2210,25,Michaud,Law,2015,321,35,7,28,0.19,18,Low Digitalization,4,3,0,1,3,0,4,0,0,0,1,3,0,0,0,0,0
2211,25,Michaud,Law,2015,322,12,5,7,0.39,38,Medium-Low Digitalization,2,3,0,2,2,0,4,2,0,0,0,1,1,0,0,0,0
2212,25,Michaud,Law,2015,323,35,7,28,0.21,21,Medium-Low Digitalization,3,3,1,3,2,1,6,3,0,0,0,1,1,1,0,0,0
2213,25,Michaud,Law,2015,324,5,3,2,0.63,62,Medium-High Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2214,25,Michaud,Law,2015,325,54,23,31,0.43,43,Medium-Low Digitalization,7,12,4,5,10,3,18,3,2,0,0,8,2,2,1,0,0
2215,25,Michaud,Law,2015,326,15,4,11,0.25,25,Medium-Low Digitalization,2,2,0,2,2,0,4,2,0,0,0,2,0,0,0,0,0
2216,25,Michaud,Law,2015,327,8,4,4,0.56,55,Medium-High Digitalization,1,2,1,1,1,1,3,1,0,0,0,0,1,1,0,0,0
2217,25,Michaud,Law,2015,328,7,0,7,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,25,Michaud,Law,2015,329,29,13,16,0.45,44,Medium-Low Digitalization,6,5,2,4,5,2,11,3,0,1,0,5,0,2,0,0,0
2219,26,Grosjean,Law,2015,330,14,4,10,0.31,30,Medium-Low Digitalization,2,2,0,2,2,0,4,2,0,0,0,2,0,0,0,0,0
2220,26,Grosjean,Law,2015,331,26,14,12,0.53,52,Medium-High Digitalization,5,6,3,3,5,2,10,2,0,1,0,4,1,1,1,0,0
2221,26,Grosjean,Law,2015,332,9,3,6,0.29,29,Medium-Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2222,26,Grosjean,Law,2015,333,10,1,9,0.1,10,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2223,26,Grosjean,Law,2015,334,14,1,13,0.09,8,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2224,26,Grosjean,Law,2015,335,10,6,4,0.65,64,Medium-High Digitalization,3,3,0,2,3,0,5,1,1,0,0,3,0,0,0,0,0
2225,26,Grosjean,Law,2015,336,23,11,12,0.46,45,Medium-Low Digitalization,3,7,1,3,5,1,9,3,0,0,0,3,2,1,0,0,0
2226,26,Grosjean,Law,2015,337,10,0,10,0.02,2,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,26,Grosjean,Law,2015,338,29,3,26,0.12,11,Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2228,26,Grosjean,Law,2015,339,11,2,9,0.16,16,Low Digitalization,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0
2229,26,Grosjean,Law,2015,340,29,14,15,0.48,48,Medium-Low Digitalization,6,7,1,4,4,1,9,2,2,0,0,1,3,1,0,0,0
2230,26,Grosjean,Law,2015,341,10,1,9,0.14,14,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2231,26,Grosjean,Law,2015,342,5,0,5,0.02,2,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,26,Grosjean,Law,2015,343,9,4,5,0.49,48,Medium-Low Digitalization,2,2,0,2,2,0,4,2,0,0,0,2,0,0,0,0,0
2233,26,Grosjean,Law,2015,344,29,4,25,0.13,12,Low Digitalization,1,3,0,1,3,0,4,1,0,0,0,3,0,0,0,0,0
2234,26,Grosjean,Law,2015,345,7,3,4,0.37,37,Medium-Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2235,26,Grosjean,Law,2015,346,10,5,5,0.54,54,Medium-High Digitalization,1,3,1,1,3,1,5,1,0,0,0,3,0,1,0,0,0
2236,26,Grosjean,Law,2015,347,36,5,31,0.14,14,Low Digitalization,1,3,1,1,3,1,5,1,0,0,0,3,0,1,0,0,0
2237,26,Grosjean,Law,2015,348,17,1,16,0.07,6,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2238,26,Grosjean,Law,2015,349,33,15,18,0.46,46,Medium-Low Digitalization,8,7,0,6,6,0,12,4,2,0,0,5,1,0,0,0,0
2239,26,Grosjean,Law,2015,350,8,1,7,0.17,16,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2240,26,Grosjean,Law,2015,351,6,1,5,0.23,22,Medium-Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2241,26,Grosjean,Law,2015,352,11,1,10,0.12,11,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2242,27,Milbert,Law,2015,353,39,16,23,0.4,40,Medium-Low Digitalization,8,8,0,7,6,0,13,6,1,0,0,4,2,0,0,0,0
2243,27,Milbert,Law,2015,354,9,5,4,0.52,51,Medium-High Digitalization,2,3,0,2,2,0,4,2,0,0,0,1,1,0,0,0,0
2244,27,Milbert,Law,2015,355,6,3,3,0.42,42,Medium-Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2245,27,Milbert,Law,2015,356,9,4,5,0.47,46,Medium-Low Digitalization,1,3,0,1,2,0,3,1,0,0,0,1,1,0,0,0,0
2246,27,Milbert,Law,2015,357,52,1,51,0.02,2,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2247,27,Milbert,Law,2015,358,42,14,28,0.33,33,Medium-Low Digitalization,7,7,0,4,7,0,11,2,1,1,0,7,0,0,0,0,0
2248,27,Milbert,Law,2015,359,10,3,7,0.28,27,Medium-Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2249,27,Milbert,Law,2015,360,25,4,21,0.17,17,Low Digitalization,2,2,0,1,2,0,3,0,1,0,0,2,0,0,0,0,0
2250,27,Milbert,Law,2015,361,21,5,16,0.26,25,Medium-Low Digitalization,2,2,1,2,2,1,5,2,0,0,0,2,0,1,0,0,0
2251,27,Milbert,Law,2015,362,34,19,15,0.57,56,Medium-High Digitalization,13,5,1,11,4,1,16,9,2,0,0,3,1,1,0,0,0
2252,27,Milbert,Law,2015,363,10,6,4,0.58,57,Medium-High Digitalization,2,4,0,2,4,0,6,2,0,0,0,4,0,0,0,0,0
2253,27,Milbert,Law,2015,364,38,1,37,0.04,3,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2254,27,Milbert,Law,2015,365,9,0,9,0.02,2,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,27,Milbert,Law,2015,366,39,22,17,0.57,56,Medium-High Digitalization,7,12,3,4,12,2,18,2,1,1,0,12,0,1,1,0,0
2256,27,Milbert,Law,2015,367,11,7,4,0.64,63,Medium-High Digitalization,2,4,1,2,3,1,6,2,0,0,0,2,1,1,0,0,0
2257,27,Milbert,Law,2015,368,28,11,17,0.4,39,Medium-Low Digitalization,4,6,1,3,5,1,9,2,1,0,0,4,1,1,0,0,0
2258,28,Sicotte,Law,2015,369,19,5,14,0.24,23,Medium-Low Digitalization,2,3,0,1,3,0,4,0,1,0,0,3,0,0,0,0,0
2259,28,Sicotte,Law,2015,370,58,37,21,0.64,63,Medium-High Digitalization,20,14,3,8,10,3,21,1,4,1,2,6,4,3,0,0,0
2260,28,Sicotte,Law,2015,371,14,5,9,0.33,32,Medium-Low Digitalization,1,3,1,1,2,1,4,1,0,0,0,1,1,1,0,0,0
2261,28,Sicotte,Law,2015,372,30,10,20,0.33,32,Medium-Low Digitalization,2,6,2,1,4,2,7,0,1,0,0,2,2,2,0,0,0
2262,28,Sicotte,Law,2015,373,19,5,14,0.29,28,Medium-Low Digitalization,4,1,0,4,1,0,5,4,0,0,0,1,0,0,0,0,0
2263,28,Sicotte,Law,2015,374,9,2,7,0.18,18,Low Digitalization,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0
2264,28,Sicotte,Law,2015,375,10,1,9,0.09,9,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2265,28,Sicotte,Law,2015,376,9,3,6,0.33,33,Medium-Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2266,28,Sicotte,Law,2015,377,7,2,5,0.28,28,Medium-Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
2267,28,Sicotte,Law,2015,378,40,20,20,0.51,51,Medium-High Digitalization,6,10,4,5,7,4,16,4,1,0,0,4,3,4,0,0,0
2268,28,Sicotte,Law,2015,379,12,7,5,0.56,55,Medium-High Digitalization,3,3,1,3,2,1,6,3,0,0,0,1,1,1,0,0,0
2269,28,Sicotte,Law,2015,380,50,1,49,0.02,2,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2270,28,Sicotte,Law,2015,381,10,7,3,0.66,66,Medium-High Digitalization,2,4,1,1,3,1,5,0,1,0,0,2,1,1,0,0,0
2271,28,Sicotte,Law,2015,382,37,13,24,0.35,34,Medium-Low Digitalization,8,4,1,7,4,1,12,6,1,0,0,4,0,1,0,0,0
2272,28,Sicotte,Law,2015,383,20,0,20,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,28,Sicotte,Law,2015,384,33,10,23,0.32,31,Medium-Low Digitalization,6,3,1,5,2,1,8,4,1,0,0,1,1,1,0,0,0
2274,29,Doyon,Law,2015,385,12,5,7,0.41,41,Medium-Low Digitalization,1,3,1,1,2,1,4,1,0,0,0,1,1,1,0,0,0
2275,29,Doyon,Law,2015,386,7,1,6,0.1,10,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2276,29,Doyon,Law,2015,387,7,4,3,0.54,53,Medium-High Digitalization,2,2,0,1,2,0,3,0,1,0,0,2,0,0,0,0,0
2277,29,Doyon,Law,2015,388,52,5,47,0.09,8,Low Digitalization,2,3,0,2,3,0,5,2,0,0,0,3,0,0,0,0,0
2278,29,Doyon,Law,2015,389,6,1,5,0.19,18,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2279,29,Doyon,Law,2015,390,17,10,7,0.58,57,Medium-High Digitalization,5,4,1,4,4,1,9,3,1,0,0,4,0,1,0,0,0
2280,29,Doyon,Law,2015,391,37,15,22,0.39,39,Medium-Low Digitalization,5,8,2,4,6,2,12,3,1,0,0,4,2,2,0,0,0
2281,29,Doyon,Law,2015,392,19,2,17,0.12,12,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
2282,29,Doyon,Law,2015,393,13,0,13,0.04,3,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,29,Doyon,Law,2015,394,23,5,18,0.2,19,Low Digitalization,2,3,0,1,3,0,4,0,1,0,0,3,0,0,0,0,0
2284,29,Doyon,Law,2015,395,11,7,4,0.66,65,Medium-High Digitalization,1,5,1,1,5,1,7,1,0,0,0,5,0,1,0,0,0
2285,29,Doyon,Law,2015,396,25,2,23,0.08,7,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
2286,29,Doyon,Law,2015,397,59,14,45,0.24,24,Medium-Low Digitalization,4,8,2,4,7,2,13,4,0,0,0,6,1,2,0,0,0
2287,29,Doyon,Law,2015,398,16,11,5,0.66,65,Medium-High Digitalization,4,5,2,4,5,2,11,4,0,0,0,5,0,2,0,0,0
2288,29,Doyon,Law,2015,399,6,1,5,0.24,23,Medium-Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2289,29,Doyon,Law,2015,400,25,5,20,0.21,21,Medium-Low Digitalization,1,3,1,1,2,1,4,1,0,0,0,1,1,1,0,0,0
2290,29,Doyon,Law,2015,401,22,3,19,0.12,12,Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2291,29,Doyon,Law,2015,402,10,6,4,0.59,59,Medium-High Digitalization,2,4,0,2,4,0,6,2,0,0,0,4,0,0,0,0,0
2292,30,Lard,Law,2015,403,20,9,11,0.47,47,Medium-Low Digitalization,3,5,1,3,5,1,9,3,0,0,0,5,0,1,0,0,0
2293,30,Lard,Law,2015,404,40,15,25,0.38,38,Medium-Low Digitalization,6,6,3,4,6,1,11,2,2,0,0,6,0,0,0,1,0
2294,30,Lard,Law,2015,405,25,16,9,0.62,62,Medium-High Digitalization,7,8,1,6,8,1,15,5,1,0,0,8,0,1,0,0,0
2295,30,Lard,Law,2015,406,9,5,4,0.5,50,Medium-Low Digitalization,1,3,1,1,3,1,5,1,0,0,0,3,0,1,0,0,0
