,Unnamed: 0,Teacher_ID,Teacher_Name,Department,Year,Course_ID,Course_Duration,Course_Digit,Course_Present,Digit_Ratio,Digit_Percentage,Digitalization,Duration_Video,Duration_Quiz,Duration_Exam,Number_Video,Number_Quiz,Number_Exam,Number_Ressources,Number_Video_1H,Number_Video_2H,Number_Video_3H,Number_Video_4H,Number_Quiz_1H,Number_Quiz_2H,Number_Exam_1H,Number_Exam_2H,Number_Exam_3H,Number_Exam_4H,Basic_Sequence,Advanced_Sequence
557,4456,41,Millon,Management,2013,558,8,4,4,0.47,47,Medium-Low Digitalization,1,2,1,1,2,1,4,1,0,0,0,2,0,1,0,0,0,Quiz-Vid-Quiz-Exam,Vid1H-Exam1H-Quiz1H-Quiz1H
558,4464,41,Millon,Management,2013,559,30,14,16,0.46,46,Medium-Low Digitalization,8,4,2,5,4,2,11,4,0,0,1,4,0,2,0,0,0,Vid-Exam-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Exam-Vid-Vid,Vid1H-Vid1H-Quiz1H-Vid4H-Vid1H-Vid1H-Quiz1H-Quiz1H-Exam1H-Exam1H-Quiz1H
559,4472,41,Millon,Management,2013,560,40,13,27,0.32,32,Medium-Low Digitalization,8,5,0,3,4,0,7,0,2,0,1,3,1,0,0,0,0,Quiz-Quiz-Vid-Vid-Quiz-Vid-Quiz,Quiz1H-Vid2H-Vid4H-Quiz1H-Quiz2H-Quiz1H-Vid2H
560,4480,42,Sandoz,Management,2013,561,27,1,26,0.05,5,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
561,4488,42,Sandoz,Management,2013,562,54,4,50,0.07,7,Low Digitalization,3,1,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,Vid-Quiz,Vid3H-Quiz1H
562,4496,42,Sandoz,Management,2013,563,30,14,16,0.45,45,Medium-Low Digitalization,6,6,2,2,3,1,6,0,1,0,1,0,3,0,1,0,0,Exam-Vid-Quiz-Quiz-Quiz-Vid,Vid2H-Vid4H-Exam2H-Quiz2H-Quiz2H-Quiz2H
563,4504,42,Sandoz,Management,2013,564,19,8,11,0.44,44,Medium-Low Digitalization,2,4,2,2,2,1,5,2,0,0,0,0,2,0,1,0,0,Quiz-Vid-Vid-Exam-Quiz,Vid1H-Vid1H-Quiz2H-Quiz2H-Exam2H
564,4512,42,Sandoz,Management,2013,565,13,2,11,0.12,12,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Vid1H-Quiz1H
565,4520,42,Sandoz,Management,2013,566,35,2,33,0.05,5,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Quiz1H-Vid1H
566,4528,42,Sandoz,Management,2013,567,19,6,13,0.29,28,Medium-Low Digitalization,3,2,1,3,1,1,5,3,0,0,0,0,1,1,0,0,0,Exam-Vid-Vid-Vid-Quiz,Exam1H-Vid1H-Vid1H-Quiz2H-Vid1H
567,4536,42,Sandoz,Management,2013,568,7,3,4,0.43,43,Medium-Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0,Quiz-Quiz-Vid,Vid1H-Quiz1H-Quiz1H
568,4544,42,Sandoz,Management,2013,569,24,1,23,0.05,5,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
569,4552,42,Sandoz,Management,2013,570,10,1,9,0.1,10,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
570,4560,42,Sandoz,Management,2013,571,16,4,12,0.23,23,Medium-Low Digitalization,2,2,0,2,1,0,3,2,0,0,0,0,1,0,0,0,0,Quiz-Vid-Vid,Vid1H-Quiz2H-Vid1H
571,4568,42,Sandoz,Management,2013,572,9,2,7,0.27,27,Medium-Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Vid-Quiz,Quiz1H-Vid1H
572,4576,42,Sandoz,Management,2013,573,22,4,18,0.16,16,Low Digitalization,1,2,1,1,2,1,4,1,0,0,0,2,0,1,0,0,0,Quiz-Vid-Quiz-Exam,Quiz1H-Quiz1H-Vid1H-Exam1H
573,4584,42,Sandoz,Management,2013,574,7,3,4,0.43,43,Medium-Low Digitalization,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0,Vid-Vid-Quiz,Vid1H-Quiz1H-Vid1H
574,4592,42,Sandoz,Management,2013,575,10,1,9,0.14,14,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
575,4600,42,Sandoz,Management,2013,576,19,8,11,0.41,41,Medium-Low Digitalization,3,4,1,1,3,1,5,0,0,1,0,2,1,1,0,0,0,Exam-Quiz-Quiz-Quiz-Vid,Vid3H-Quiz2H-Quiz1H-Exam1H-Quiz1H
576,4608,42,Sandoz,Management,2013,577,5,2,3,0.43,43,Medium-Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Quiz1H-Vid1H
577,4616,42,Sandoz,Management,2013,578,34,17,17,0.49,49,Medium-Low Digitalization,8,6,3,2,6,2,10,0,0,0,2,6,0,1,1,0,0,Quiz-Quiz-Quiz-Vid-Exam-Quiz-Quiz-Quiz-Vid-Exam,Quiz1H-Quiz1H-Vid4H-Quiz1H-Vid4H-Quiz1H-Exam1H-Quiz1H-Exam2H-Quiz1H
578,4624,42,Sandoz,Management,2013,579,8,1,7,0.17,17,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
579,4632,43,Totin,Management,2013,580,33,16,17,0.47,47,Medium-Low Digitalization,11,3,2,9,3,1,13,8,0,1,0,3,0,0,1,0,0,Quiz-Vid-Vid-Exam-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Vid,Vid3H-Vid1H-Vid1H-Vid1H-Quiz1H-Exam2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H
580,4640,43,Totin,Management,2013,581,12,0,12,0.02,2,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
581,4648,43,Totin,Management,2013,582,15,6,9,0.39,39,Medium-Low Digitalization,4,2,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,Quiz-Vid,Vid4H-Quiz2H
582,4656,43,Totin,Management,2013,583,34,7,27,0.21,21,Medium-Low Digitalization,3,3,1,3,2,1,6,3,0,0,0,1,1,1,0,0,0,Quiz-Quiz-Vid-Exam-Vid-Vid,Vid1H-Exam1H-Vid1H-Quiz2H-Quiz1H-Vid1H
583,4664,43,Totin,Management,2013,584,33,14,19,0.41,41,Medium-Low Digitalization,5,5,4,3,3,3,9,1,2,0,0,1,2,2,1,0,0,Quiz-Quiz-Exam-Vid-Exam-Exam-Vid-Vid-Quiz,Exam1H-Exam1H-Exam2H-Vid1H-Quiz2H-Vid2H-Vid2H-Quiz1H-Quiz2H
584,4672,43,Totin,Management,2013,585,53,10,43,0.18,18,Low Digitalization,2,6,2,1,6,1,8,0,1,0,0,6,0,0,1,0,0,Exam-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz,Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Exam2H
585,4680,43,Totin,Management,2013,586,10,2,8,0.21,21,Medium-Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Vid-Quiz,Quiz1H-Vid1H
586,4688,44,Lemaitre,Art,2013,587,36,7,29,0.2,20,Low Digitalization,4,3,0,2,3,0,5,0,2,0,0,3,0,0,0,0,0,Vid-Vid-Quiz-Quiz-Quiz,Vid2H-Quiz1H-Quiz1H-Quiz1H-Vid2H
587,4696,44,Lemaitre,Art,2013,588,10,3,7,0.26,26,Medium-Low Digitalization,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0,Quiz-Vid-Vid,Quiz1H-Vid1H-Vid1H
588,4704,44,Lemaitre,Art,2013,589,7,3,4,0.47,47,Medium-Low Digitalization,2,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,Vid-Quiz,Vid2H-Quiz1H
589,4712,44,Lemaitre,Art,2013,590,31,3,28,0.11,11,Low Digitalization,2,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,Vid-Quiz,Quiz1H-Vid2H
590,4720,44,Lemaitre,Art,2013,591,24,2,22,0.07,7,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Quiz1H-Vid1H
591,4728,44,Lemaitre,Art,2013,592,32,11,21,0.35,35,Medium-Low Digitalization,6,5,0,5,4,0,9,4,1,0,0,3,1,0,0,0,0,Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz,Quiz1H-Vid2H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Quiz1H
592,4736,44,Lemaitre,Art,2013,593,40,18,22,0.46,46,Medium-Low Digitalization,9,9,0,7,8,0,15,5,2,0,0,7,1,0,0,0,0,Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Quiz,Vid2H-Quiz2H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid2H
593,4744,44,Lemaitre,Art,2013,594,19,5,14,0.26,26,Medium-Low Digitalization,1,3,1,1,2,1,4,1,0,0,0,1,1,1,0,0,0,Exam-Vid-Quiz-Quiz,Quiz1H-Vid1H-Exam1H-Quiz2H
594,4752,44,Lemaitre,Art,2013,595,47,7,40,0.15,15,Low Digitalization,3,3,1,2,2,1,5,1,1,0,0,1,1,1,0,0,0,Exam-Vid-Quiz-Quiz-Vid,Quiz2H-Exam1H-Quiz1H-Vid2H-Vid1H
595,4760,44,Lemaitre,Art,2013,596,15,7,8,0.47,47,Medium-Low Digitalization,4,3,0,1,2,0,3,0,0,0,1,1,1,0,0,0,0,Quiz-Vid-Quiz,Quiz1H-Quiz2H-Vid4H
596,4768,44,Lemaitre,Art,2013,597,40,6,34,0.15,15,Low Digitalization,3,2,1,3,2,1,6,3,0,0,0,2,0,1,0,0,0,Quiz-Vid-Quiz-Vid-Vid-Exam,Vid1H-Vid1H-Quiz1H-Exam1H-Quiz1H-Vid1H
597,4776,44,Lemaitre,Art,2013,598,6,1,5,0.24,24,Medium-Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
598,4784,44,Lemaitre,Art,2013,599,15,2,14,0.1,10,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Quiz1H-Vid1H
599,4792,44,Lemaitre,Art,2013,600,46,14,32,0.31,31,Medium-Low Digitalization,4,7,3,1,7,3,11,0,0,0,1,7,0,3,0,0,0,Exam-Quiz-Quiz-Vid-Exam-Exam-Quiz-Quiz-Quiz-Quiz-Quiz,Quiz1H-Quiz1H-Exam1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Exam1H-Vid4H-Quiz1H-Exam1H
600,4800,45,Holveck,Art,2013,601,50,24,26,0.48,48,Medium-Low Digitalization,15,8,1,9,8,1,18,6,0,3,0,8,0,1,0,0,0,Vid-Quiz-Quiz-Exam-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Quiz,Quiz1H-Quiz1H-Exam1H-Quiz1H-Vid1H-Vid1H-Vid3H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid3H-Vid1H-Vid3H-Vid1H-Quiz1H-Vid1H-Quiz1H
601,4808,45,Holveck,Art,2013,602,13,5,8,0.41,41,Medium-Low Digitalization,3,2,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,Vid-Quiz,Vid3H-Quiz2H
602,4816,45,Holveck,Art,2013,603,36,12,24,0.33,33,Medium-Low Digitalization,9,2,1,7,2,1,10,6,0,1,0,2,0,1,0,0,0,Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Exam-Vid,Vid1H-Quiz1H-Vid1H-Vid1H-Vid3H-Vid1H-Vid1H-Quiz1H-Exam1H-Vid1H
603,4824,45,Holveck,Art,2013,604,13,6,6,0.5,50,Medium-Low Digitalization,1,4,1,1,3,1,5,1,0,0,0,2,1,1,0,0,0,Quiz-Quiz-Quiz-Exam-Vid,Quiz1H-Vid1H-Exam1H-Quiz1H-Quiz2H
604,4832,45,Holveck,Art,2013,605,9,2,7,0.22,22,Medium-Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Vid-Quiz,Vid1H-Quiz1H
605,4840,45,Holveck,Art,2013,606,12,2,10,0.2,20,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Vid-Quiz,Quiz1H-Vid1H
606,4848,45,Holveck,Art,2013,607,21,8,13,0.39,39,Medium-Low Digitalization,2,4,2,1,3,2,6,0,1,0,0,2,1,2,0,0,0,Exam-Vid-Quiz-Quiz-Exam-Quiz,Quiz2H-Vid2H-Exam1H-Quiz1H-Quiz1H-Exam1H
607,4856,45,Holveck,Art,2013,608,5,2,3,0.34,34,Medium-Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Quiz1H-Vid1H
608,4864,45,Holveck,Art,2013,609,15,5,10,0.35,35,Medium-Low Digitalization,1,3,1,1,3,1,5,1,0,0,0,3,0,1,0,0,0,Quiz-Quiz-Quiz-Vid-Exam,Vid1H-Quiz1H-Quiz1H-Quiz1H-Exam1H
609,4872,45,Holveck,Art,2013,610,14,3,11,0.24,24,Medium-Low Digitalization,1,2,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,Vid-Quiz,Vid1H-Quiz2H
610,4880,46,Baize,Art,2013,611,15,6,9,0.38,38,Medium-Low Digitalization,3,2,1,1,1,1,3,0,0,1,0,0,1,1,0,0,0,Exam-Vid-Quiz,Vid3H-Quiz2H-Exam1H
611,4888,46,Baize,Art,2013,612,14,5,9,0.39,39,Medium-Low Digitalization,2,3,0,2,2,0,4,2,0,0,0,1,1,0,0,0,0,Quiz-Vid-Quiz-Vid,Vid1H-Vid1H-Quiz1H-Quiz2H
612,4896,46,Baize,Art,2013,613,19,6,13,0.31,31,Medium-Low Digitalization,2,3,1,1,2,1,4,0,1,0,0,1,1,1,0,0,0,Quiz-Quiz-Vid-Exam,Vid2H-Quiz2H-Quiz1H-Exam1H
613,4904,46,Baize,Art,2013,614,49,17,32,0.34,34,Medium-Low Digitalization,8,9,0,3,9,0,12,0,1,2,0,9,0,0,0,0,0,Quiz-Quiz-Quiz-Vid-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz,Quiz1H-Vid3H-Quiz1H-Vid3H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H
614,4912,46,Baize,Art,2013,615,10,3,7,0.27,27,Medium-Low Digitalization,2,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,Vid-Quiz,Quiz1H-Vid2H
615,4920,46,Baize,Art,2013,616,10,5,5,0.49,49,Medium-Low Digitalization,1,3,1,1,3,1,5,1,0,0,0,3,0,1,0,0,0,Quiz-Quiz-Exam-Vid-Quiz,Quiz1H-Vid1H-Quiz1H-Quiz1H-Exam1H
616,4928,46,Baize,Art,2013,617,25,6,18,0.26,26,Medium-Low Digitalization,2,3,1,1,2,1,4,0,1,0,0,1,1,1,0,0,0,Exam-Quiz-Vid-Quiz,Vid2H-Quiz2H-Exam1H-Quiz1H
617,4936,46,Baize,Art,2013,618,17,2,15,0.12,12,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Quiz1H-Vid1H
618,4944,46,Baize,Art,2013,619,6,3,3,0.44,44,Medium-Low Digitalization,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0,Vid-Vid-Quiz,Quiz1H-Vid1H-Vid1H
619,4952,46,Baize,Art,2013,620,33,9,24,0.28,28,Medium-Low Digitalization,6,2,1,2,2,1,5,0,0,2,0,2,0,1,0,0,0,Vid-Vid-Quiz-Quiz-Exam,Vid3H-Exam1H-Quiz1H-Quiz1H-Vid3H
620,4960,47,Trembly,Art,2013,621,41,11,30,0.26,26,Medium-Low Digitalization,4,4,3,4,2,1,7,4,0,0,0,0,2,0,0,1,0,Vid-Vid-Quiz-Exam-Vid-Quiz-Vid,Vid1H-Vid1H-Exam3H-Quiz2H-Vid1H-Quiz2H-Vid1H
621,4968,47,Trembly,Art,2013,622,10,1,9,0.06,6,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
622,4976,47,Trembly,Art,2013,623,33,12,21,0.37,37,Medium-Low Digitalization,7,4,1,7,2,1,10,7,0,0,0,0,2,1,0,0,0,Vid-Vid-Quiz-Exam-Vid-Quiz-Vid-Vid-Vid-Vid,Quiz2H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Exam1H-Vid1H-Vid1H
623,4984,47,Trembly,Art,2013,624,20,3,17,0.13,13,Low Digitalization,1,2,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,Quiz-Vid,Vid1H-Quiz2H
624,4992,47,Trembly,Art,2013,625,34,1,33,0.02,2,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
625,5000,47,Trembly,Art,2013,626,7,0,7,0.07,7,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
626,5008,47,Trembly,Art,2013,627,15,2,13,0.16,16,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Quiz1H-Vid1H
627,5016,47,Trembly,Art,2013,628,15,7,8,0.44,44,Medium-Low Digitalization,2,4,1,2,3,1,6,2,0,0,0,2,1,1,0,0,0,Exam-Quiz-Quiz-Quiz-Vid-Vid,Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz2H-Exam1H
628,5024,47,Trembly,Art,2013,629,16,8,8,0.47,47,Medium-Low Digitalization,2,4,2,1,3,2,6,0,1,0,0,2,1,2,0,0,0,Quiz-Quiz-Vid-Exam-Quiz-Exam,Quiz2H-Vid2H-Quiz1H-Exam1H-Exam1H-Quiz1H
629,5032,47,Trembly,Art,2013,630,26,7,19,0.27,27,Medium-Low Digitalization,2,3,2,2,3,2,7,2,0,0,0,3,0,2,0,0,0,Vid-Quiz-Vid-Exam-Exam-Quiz-Quiz,Exam1H-Quiz1H-Vid1H-Exam1H-Vid1H-Quiz1H-Quiz1H
630,5040,47,Trembly,Art,2013,631,32,4,28,0.13,13,Low Digitalization,1,2,1,1,2,1,4,1,0,0,0,2,0,1,0,0,0,Quiz-Exam-Vid-Quiz,Vid1H-Quiz1H-Exam1H-Quiz1H
631,5048,47,Trembly,Art,2013,632,14,6,8,0.46,46,Medium-Low Digitalization,3,3,0,3,3,0,6,3,0,0,0,3,0,0,0,0,0,Vid-Quiz-Quiz-Vid-Quiz-Vid,Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H
632,5056,47,Trembly,Art,2013,633,8,3,5,0.38,38,Medium-Low Digitalization,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0,Quiz-Vid-Vid,Quiz1H-Vid1H-Vid1H
633,5064,47,Trembly,Art,2013,634,53,10,43,0.19,19,Low Digitalization,2,6,2,1,3,1,5,0,1,0,0,0,3,0,1,0,0,Quiz-Vid-Exam-Quiz-Quiz,Quiz2H-Quiz2H-Exam2H-Vid2H-Quiz2H
634,5072,47,Trembly,Art,2013,635,33,13,20,0.4,40,Medium-Low Digitalization,3,7,3,2,7,1,10,1,1,0,0,7,0,0,0,1,0,Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Exam-Quiz-Vid-Quiz,Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Exam3H-Quiz1H
635,5080,47,Trembly,Art,2013,636,33,8,25,0.25,25,Medium-Low Digitalization,4,3,1,2,2,1,5,0,2,0,0,1,1,1,0,0,0,Quiz-Exam-Vid-Quiz-Vid,Vid2H-Vid2H-Exam1H-Quiz1H-Quiz2H
636,5088,48,Doris,Art,2013,637,10,0,10,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
637,5096,48,Doris,Art,2013,638,7,3,4,0.42,42,Medium-Low Digitalization,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0,Vid-Vid-Quiz,Vid1H-Vid1H-Quiz1H
638,5104,48,Doris,Art,2013,639,30,12,18,0.41,41,Medium-Low Digitalization,7,4,1,5,4,1,10,3,2,0,0,4,0,1,0,0,0,Quiz-Vid-Exam-Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid,Quiz1H-Quiz1H-Quiz1H-Vid2H-Exam1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid2H
639,5112,48,Doris,Art,2013,640,46,16,30,0.35,35,Medium-Low Digitalization,6,8,2,6,4,1,11,6,0,0,0,0,4,0,1,0,0,Quiz-Vid-Vid-Vid-Quiz-Vid-Exam-Vid-Quiz-Quiz-Vid,Vid1H-Vid1H-Vid1H-Quiz2H-Exam2H-Quiz2H-Vid1H-Vid1H-Quiz2H-Quiz2H-Vid1H
640,5120,48,Doris,Art,2013,641,25,4,21,0.17,17,Low Digitalization,1,2,1,1,2,1,4,1,0,0,0,2,0,1,0,0,0,Exam-Quiz-Vid-Quiz,Quiz1H-Vid1H-Quiz1H-Exam1H
641,5128,48,Doris,Art,2013,642,31,1,30,0.03,3,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
642,5136,48,Doris,Art,2013,643,6,0,6,0.02,2,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
643,5144,48,Doris,Art,2013,644,9,0,9,0.0,0,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
644,5152,48,Doris,Art,2013,645,11,5,6,0.49,49,Medium-Low Digitalization,1,3,1,1,3,1,5,1,0,0,0,3,0,1,0,0,0,Quiz-Quiz-Vid-Exam-Quiz,Quiz1H-Exam1H-Quiz1H-Quiz1H-Vid1H
645,5160,48,Doris,Art,2013,646,10,2,8,0.15,15,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Vid-Quiz,Vid1H-Quiz1H
646,5168,48,Doris,Art,2013,647,15,8,8,0.5,50,Medium-Low Digitalization,5,2,1,5,2,1,8,5,0,0,0,2,0,1,0,0,0,Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Exam,Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Exam1H
647,5176,48,Doris,Art,2013,648,44,2,42,0.05,5,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Vid1H-Quiz1H
648,5184,48,Doris,Art,2013,649,21,4,17,0.21,21,Medium-Low Digitalization,2,2,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,Quiz-Vid,Vid2H-Quiz2H
649,5192,48,Doris,Art,2013,650,31,11,20,0.34,34,Medium-Low Digitalization,4,6,1,2,6,1,9,1,0,1,0,6,0,1,0,0,0,Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Exam-Quiz,Exam1H-Quiz1H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H
650,5200,48,Doris,Art,2013,651,32,0,32,0.0,0,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
651,5208,48,Doris,Art,2013,652,29,7,22,0.25,25,Medium-Low Digitalization,3,3,1,3,3,1,7,3,0,0,0,3,0,1,0,0,0,Quiz-Vid-Vid-Quiz-Exam-Quiz-Vid,Exam1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H
652,5216,48,Doris,Art,2013,653,28,11,17,0.4,40,Medium-Low Digitalization,8,2,1,8,1,1,10,8,0,0,0,0,1,1,0,0,0,Vid-Vid-Vid-Vid-Vid-Vid-Exam-Vid-Quiz-Vid,Exam1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H
653,5224,49,Letendre,Art,2013,654,20,1,19,0.05,5,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
654,5232,49,Letendre,Art,2013,655,28,1,27,0.03,3,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
655,5240,49,Letendre,Art,2013,656,11,3,8,0.3,30,Medium-Low Digitalization,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0,Quiz-Vid-Vid,Quiz1H-Vid1H-Vid1H
656,5248,49,Letendre,Art,2013,657,6,2,4,0.34,34,Medium-Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Vid-Quiz,Quiz1H-Vid1H
657,5256,49,Letendre,Art,2013,658,8,2,6,0.31,31,Medium-Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Vid-Quiz,Vid1H-Quiz1H
658,5264,49,Letendre,Art,2013,659,30,11,19,0.38,38,Medium-Low Digitalization,4,6,1,1,4,1,6,0,0,0,1,2,2,1,0,0,0,Quiz-Exam-Quiz-Vid-Quiz-Quiz,Quiz1H-Quiz2H-Quiz2H-Quiz1H-Vid4H-Exam1H
659,5272,49,Letendre,Art,2013,660,25,0,25,0.0,0,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
660,5280,49,Letendre,Art,2013,661,32,3,29,0.08,8,Low Digitalization,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0,Quiz-Vid-Vid,Vid1H-Quiz1H-Vid1H
661,5288,49,Letendre,Art,2013,662,20,7,13,0.33,33,Medium-Low Digitalization,3,4,0,3,3,0,6,3,0,0,0,2,1,0,0,0,0,Vid-Vid-Quiz-Quiz-Quiz-Vid,Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz2H-Vid1H
662,5296,49,Letendre,Art,2013,663,7,1,6,0.17,17,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
663,5304,50,St. Julien,Art,2013,664,8,2,6,0.27,27,Medium-Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Vid1H-Quiz1H
664,5312,50,St. Julien,Art,2013,665,11,3,8,0.29,28,Medium-Low Digitalization,1,2,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,Vid-Quiz,Quiz2H-Vid1H
665,5320,50,St. Julien,Art,2013,666,9,4,5,0.4,40,Medium-Low Digitalization,2,2,0,2,2,0,4,2,0,0,0,2,0,0,0,0,0,Vid-Quiz-Quiz-Vid,Quiz1H-Quiz1H-Vid1H-Vid1H
